9.383000000000000e+15	-2.486564330187238e+10
1.054014940143282e+16	-3.370093459921099e+10
1.184000313380848e+16	-5.447834830221602e+10
1.330016007074221e+16	-2.839898722412489e+11
1.494038944991948e+16	4.815983292871714e+10
1.678289853114591e+16	1.517761142418267e+10
1.885263326306783e+16	6.580489988671334e+09
2.117761602932509e+16	3.201759738576430e+09
2.378932504692156e+16	1.667773211751797e+09
2.672312055353310e+16	9.134859293623564e+08
3.001872355395286e+16	5.200424267228736e+08
3.372075360747880e+16	3.040795757481607e+08
3.787933293741150e+16	1.798667563527263e+08
4.255076504177049e+16	1.054773591474253e+08
4.779829699302205e+16	5.986882769279578e+07
5.369297574768311e+16	3.223963255064557e+07
6.031461005947877e+16	1.642129217672669e+07
6.775285101951074e+16	8.069601610229112e+06
7.610840585299635e+16	3.953659877359861e+06
8.549440140631630e+16	1.991848469084779e+06
9.603791578478570e+16	1.053856787300274e+06
1.078816988781695e+17	5.921563573070394e+05
1.211861050683464e+17	3.548062681250534e+05
1.361312642862738e+17	2.266271599426358e+05
1.529195208124553e+17	1.538830884268517e+05
1.717781728401145e+17	1.106278429936619e+05
1.929625498923540e+17	8.381464621789270e+04
2.167594697588027e+17	6.660015539777631e+04
2.434911217556368e+17	5.524377827834511e+04
2.735194288848857e+17	4.762026742448600e+04
3.072509479528176e+17	4.247905257008984e+04
3.451423739906808e+17	3.906142403361302e+04
3.877067235028218e+17	3.689543093986903e+04
4.355202802578865e+17	3.568219207287671e+04
4.892303976630094e+17	3.523084865998905e+04
5.495642633582576e+17	3.542025607513891e+04
6.173387446961962e+17	3.617585069423618e+04
6.934714484057235e+17	3.745542550312532e+04
7.789931441782308e+17	3.924035812522916e+04
8.750617203805235e+17	4.153037566287685e+04
9.829778608425436e+17	4.434079689881938e+04
1.104202654969759e+18	4.770164033067720e+04
1.240377379605675e+18	5.165815719879204e+04
1.393345720473363e+18	5.627231355580539e+04
1.565178734054812e+18	6.162454760500076e+04
1.758202887869901e+18	6.781476234546947e+04
1.975031558795630e+18	7.496086023809062e+04
2.218600415885186e+18	8.319183852829253e+04
2.492207166738873e+18	9.262968957322701e+04
2.799556205557853e+18	1.033479252196061e+05
3.144808767375921e+18	1.152786602125619e+05
3.532639267513376e+18	1.279998302051884e+05
3.968298589039667e+18	1.402412693548326e+05
4.457685175101051e+18	1.488385455614606e+05
5.007424888640872e+18	1.473935068178709e+05
5.624960720742633e+18	1.282251425658601e+05
6.318653562167602e+18	9.297662668732874e+04
7.097895402445085e+18	5.698482879956024e+04
7.973236489130804e+18	3.187841214427330e+04
8.956528168857977e+18	1.757373302083851e+04
1.006108334412288e+19	9.994436199973008e+03
1.130185671824817e+19	5.986736950030745e+03
1.269564726888233e+19	3.803745553247200e+03
1.426132569134737e+19	2.564470457334583e+03
1.602008989121747e+19	1.829760475121579e+03
1.799575198527300e+19	1.376131408031710e+03
2.021506069656919e+19	1.086004470483057e+03
2.270806350856570e+19	8.951780499554432e+02
2.550851348156318e+19	7.672782130257411e+02
2.865432623938391e+19	6.809742175152873e+02
3.218809331349295e+19	6.233679919535242e+02
3.615765879478580e+19	5.864587023838221e+02
4.061676710040236e+19	5.651885977786699e+02
4.562579062575321e+19	5.563285991046889e+02
5.125254713353214e+19	5.578241534470300e+02
5.757321794643571e+19	5.684013575137094e+02
6.467337937511306e+19	5.873251705451082e+02
7.264916134597022e+19	6.142501090681886e+02
8.160854891562662e+19	6.491304098972868e+02
9.167284429338626e+19	6.921715577273336e+02
1.029783091662137e+20	7.438132762772143e+02
1.156780095618488e+20	8.047380838166785e+02
1.299438882278873e+20	8.759009058770844e+02
1.459690925849962e+20	9.585754331086483e+02
1.639705897727209e+20	1.054413212277422e+03
1.841921041932791e+20	1.165512708784795e+03
2.069074173251023e+20	1.294497868794610e+03
2.324240744827025e+20	1.444608474729070e+03
2.610875487090946e+20	1.619807086149596e+03
2.932859181762471e+20	1.824909144652805e+03
3.294551204214054e+20	2.065743925922975e+03
3.700848545570345e+20	2.349354806274045e+03
4.157252113650961e+20	2.684248215431408e+03
4.669941210412821e+20	3.080702015350535e+03
5.245857194251218e+20	3.551146079690506e+03
5.892797459873074e+20	4.110630657334583e+03
6.619521008147292e+20	4.777401764521263e+03
7.435867035254818e+20	5.573607466032616e+03
8.352888146730804e+20	6.526164632739884e+03
9.383000000000000e+20	7.667822825356608e+03
