1.000000000000000e-02	2.320737403741332e+05
1.123324032978028e-02	2.296844044249707e+05
1.261856883066020e-02	2.273230886174356e+05
1.417474162926806e-02	2.249895753193250e+05
1.592282793341092e-02	2.226836408414351e+05
1.788649529057435e-02	2.204050559393690e+05
2.009233002565047e-02	2.181535862925189e+05
2.257019719633920e-02	2.159289929609413e+05
2.535364493970111e-02	2.137310328208402e+05
2.848035868435802e-02	2.115594589793669e+05
3.199267137797385e-02	2.094140211694403e+05
3.593813663804628e-02	2.072944661252789e+05
4.037017258596554e-02	2.052005379393277e+05
4.534878508128582e-02	2.031319784012537e+05
5.094138014816380e-02	2.010885273196678e+05
5.722367659350217e-02	1.990699228272198e+05
6.428073117284319e-02	1.970759016697020e+05
7.220809018385464e-02	1.951061994797766e+05
8.111308307896872e-02	1.931605510359340e+05
9.111627561154892e-02	1.912386905072691e+05
1.023531021899026e-01	1.893403516846489e+05
1.149756995397736e-01	1.874652681988319e+05
1.291549665014884e-01	1.856131737260761e+05
1.450828778495939e-01	1.837838021817680e+05
1.629750834620644e-01	1.819768879025778e+05
1.830738280295368e-01	1.801921658176373e+05
2.056512308348651e-01	1.784293716092203e+05
2.310129700083159e-01	1.766882418633854e+05
2.595024211399736e-01	1.749685142110318e+05
2.915053062825176e-01	1.732699274597987e+05
3.274549162877728e-01	1.715922217172259e+05
3.678379771828633e-01	1.699351385055777e+05
4.132012400115336e-01	1.682984208687192e+05
4.641588833612780e-01	1.666818134714168e+05
5.214008287999684e-01	1.650850626914237e+05
5.857020818056667e-01	1.635079167046970e+05
6.579332246575679e-01	1.619501255640776e+05
7.390722033525779e-01	1.604114412717548e+05
8.302175681319743e-01	1.588916178458200e+05
9.326033468832199e-01	1.573904113812082e+05
1.047615752789665e+00	1.559075801053072e+05
1.176811952434998e+00	1.544428844285071e+05
1.321941148466029e+00	1.529960869899511e+05
1.484968262254465e+00	1.515669526987360e+05
1.668100537200059e+00	1.501552487708018e+05
1.873817422860383e+00	1.487607447617394e+05
2.104904144512020e+00	1.473832125957341e+05
2.364489412645407e+00	1.460224265908567e+05
2.656087782946687e+00	1.446781634809000e+05
2.983647240283340e+00	1.433502024339529e+05
3.351602650938841e+00	1.420383250678967e+05
3.764935806792467e+00	1.407423154629952e+05
4.229242874389499e+00	1.394619601717481e+05
4.750810162102798e+00	1.381970482261658e+05
5.336699231206307e+00	1.369473711426173e+05
5.994842503189409e+00	1.357127229243964e+05
6.734150657750821e+00	1.344929000621443e+05
7.564633275546290e+00	1.332877015322597e+05
8.497534359086439e+00	1.320969287934231e+05
9.545484566618338e+00	1.309203857813524e+05
1.072267222010323e+01	1.297578789019058e+05
1.204503540258782e+01	1.286092170226388e+05
1.353047774579806e+01	1.274742114629186e+05
1.519911082952933e+01	1.263526759826930e+05
1.707352647470691e+01	1.252444267700086e+05
1.917910261672489e+01	1.241492824273637e+05
2.154434690031885e+01	1.230670639569838e+05
2.420128264794381e+01	1.219975947450947e+05
2.718588242732940e+01	1.209407005452726e+05
3.053855508833416e+01	1.198962094609418e+05
3.430469286314919e+01	1.188639519270864e+05
3.853528593710527e+01	1.178437606912433e+05
4.328761281083057e+01	1.168354707938347e+05
4.862601580065353e+01	1.158389195479010e+05
5.462277217684343e+01	1.148539465182853e+05
6.135907273413169e+01	1.138803935003252e+05
6.892612104349695e+01	1.129181044980971e+05
7.742636826811270e+01	1.119669257022628e+05
8.697490026177834e+01	1.110267054675593e+05
9.770099572992247e+01	1.100972942899752e+05
1.097498765493057e+02	1.091785447836513e+05
1.232846739442066e+02	1.082703116575435e+05
1.384886371393872e+02	1.073724516918807e+05
1.555676143930472e+02	1.064848237144530e+05
1.747528400007683e+02	1.056072885767588e+05
1.963040650040273e+02	1.047397091300406e+05
2.205130739903045e+02	1.038819502012366e+05
2.477076355991709e+02	1.030338785688741e+05
2.782559402207126e+02	1.021953629389276e+05
3.125715849688235e+02	1.013662739206650e+05
3.511191734215128e+02	1.005464840025035e+05
3.944206059437656e+02	9.973586752789257e+04
4.430621457583878e+02	9.893430067124573e+04
4.977023564332114e+02	9.814166141393565e+04
5.590810182512223e+02	9.735782952037027e+04
6.280291441834247e+02	9.658268651416384e+04
7.054802310718645e+02	9.581611565441808e+04
7.924828983539170e+02	9.505800191212514e+04
8.902150854450392e+02	9.430823194670529e+04
1.000000000000000e+03	9.356669408269016e+04
