No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,14-195 keV (Swift),6.7e-11,,,erg/cm^2/s,2.53000000496374e+19,2.64822133867783e-07,,,,,6700000000000.0,,,,,Swift,"BAT, XRT",104.5,keV,modelled datum,2008ApJ...681..113T
2,14-195 keV (Swift),8.07e-11,,,erg/cm^2/s,2.53000000496374e+19,3.18972331390002e-07,,,,,8070000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
3,14-195 keV (Swift),8.228e-11,7.915e-11,7.915e-11,erg/cm^2/s,2.53000000496374e+19,3.25217390666287e-07,3.12845849188583e-07,3.12845849188583e-07,,,8228000000000.0,7915000000000.0,7915000000000.0,,,Swift,BAT,104.5,keV,from fitting to map,2018ApJS..235....4O
4,14-195 keV (Swift),3.235e-10,,,erg/cm^2/s,2.53000000496374e+19,1.27865612397355e-06,,,,,32350000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
5,14-195 keV (Swift),7.92e-11,5.5e-12,5.5e-12,erg/cm^2/s,2.5300000049637e+19,3.13043477646698e-07,2.17391303921318e-08,2.17391303921318e-08,,,7920000000000.0,550000000000.0,550000000000.0,,,Swift,BAT,104.5,keV,flux integrated from map or image,2010ApJS..186..378T
6,15-150 keV (Swift),6.7e-11,3.9e-12,3.9e-12,erg/cm^2/s,1.9899999378467e+19,3.36683427600998e-07,1.95979905618491e-08,1.95979905618491e-08,,,6700000000000.0,390000000000.0,390000000000.0,,,Swift,BAT,82.5,keV,modelled datum,2010A&A...524A..64C
7,14-150 keV (Swift),2.831e-10,,,erg/cm^2/s,1.98000009949437e+19,1.42979790795109e-06,,,,,28310000000000.0,,,,,Swift,BAT,82.0,keV,modelled datum,2017ApJS..233...17R
8,15-136 keV BeppoSAX,1.05e-10,,,erg/cm^2/s,1.83e+19,5.73770491803279e-07,,,,,10500000000000.0,,,,,BeppoSAX,PDS,75.5,keV,flux integrated from map or image,2004A&A...415...39D
9,20-100 keV (RXTE),6.54e-11,,,erg/cm^2/s,1.4499999806808e+19,4.51034488768018e-07,,,,,6540000000000.0,,,,,RXTE,"PCA, HEXTE",60.0,keV,modelled datum,2011ApJS..193....3R
10,20-100 keV (RXTE),5.62e-11,,,erg/cm^2/s,1.4499999806808e+19,3.8758621206059e-07,,,,,5620000000000.0,,,,,RXTE,"PCA, HEXTE",60.0,keV,modelled datum,2011ApJS..193....3R
11,20-100 keV BeppoSAX,8.13e-11,,,erg/cm^2/s,1.44999998e+19,5.60689662906064e-07,,,,,8130000000000.0,,,,,BeppoSAX,PDS,60.0,keV,flux integrated from map or image,2005A&A...441...69L
