No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
73,H_14arcsec (2MASS),8.422,0.015,0.015,mag,181999994000000.0,0.43803,0.0060936,0.0060936,,,79721457371820.0,1109035163438.4,1109035163438.4,,,1.3m,256x256 NICMOS3,1.65,microns,flux in fixed aperture,20032MASX.C.......:
74,H (Johnson),7.67,0.03,0.03,mag,181691998000000.0,0.9192,0.02575,0.02575,,,167011284561600.0,4678568948500.0,4678568948500.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
75,H (Johnson),7.02,0.03,0.03,mag,181691998000000.0,1.673,0.04686,0.04686,,,303970712654000.0,8514087026280.0,8514087026280.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
76,H (Johnson),7.13,0.03,0.03,mag,181691998000000.0,1.512,0.04235,0.04235,,,274718300976000.0,7694656115300.0,7694656115300.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
77,H (Johnson),7.5,0.03,0.03,mag,181691998000000.0,1.075,0.03012,0.03012,,,195318897850000.0,5472562979760.0,5472562979760.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
78,K_tot (2MASS LGA),4.619,0.025,0.025,mag,138000000000000.0,9.471,0.22061,0.22061,,,1306998000000000.0,30444180000000.0,30444180000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
79,K_20 (2MASS LGA),4.745,0.017,0.017,mag,138000000000000.0,8.4333,0.13309,0.13309,,,1163795400000000.0,18366420000000.0,18366420000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
80,K_Kron (2MASS LGA),4.687,0.019,0.019,mag,138000000000000.0,8.896,0.15705,0.15705,,,1227648000000000.0,21672900000000.0,21672900000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
81,K_s_14arcsec (2MASS),8.047,0.015,0.015,mag,138000000000000.0,0.4029,0.0056051,0.0056051,,,55600200000000.0,773503800000.0,773503800000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux in fixed aperture,20032MASX.C.......:
82,F_K (total),4.13,3.54,3.54,log(mJy),137000003000000.0,13.49,3.4929,3.4929,,,1848130040470000.0,478527310478700.0,478527310478700.0,,,"1.0m, 2.1m",InSb detector,2.194,microns,corrected to total flux from single aperture measurements,1995ApJ...453..616S
83,K (RGO),7.4,0.06,0.06,mag,136891999000000.0,0.7127,0.04049,0.04049,,,97562927687300.0,5542757039510.0,5542757039510.0,,,"74in, 40in",Photometer,2.19,microns,flux in fixed aperture,1973MNRAS.164..155G
84,K (RGO),7.53,0.05,0.05,mag,136891999000000.0,0.6323,0.0298,0.0298,,,86556810967700.0,4079381570200.0,4079381570200.0,,,"74in, 40in",Photometer,2.19,microns,flux in fixed aperture,1973MNRAS.164..155G
85,K (RGO),7.44,0.05,0.05,mag,136891999000000.0,0.6869,0.03237,0.03237,,,94031114113100.0,4431194007630.0,4431194007630.0,,,"74in, 40in",Photometer,2.19,microns,flux in fixed aperture,1973MNRAS.164..155G
86,K (RGO),7.7,0.05,0.05,mag,136891999000000.0,0.5406,0.02548,0.02548,,,74003814659400.0,3488008134520.0,3488008134520.0,,,"74in, 40in",Photometer,2.19,microns,flux in fixed aperture,1973MNRAS.164..155G
87,K (RGO),8.32,0.1,0.1,mag,136891999000000.0,0.3054,0.02947,0.02947,,,41806816494600.0,4034207210530.0,4034207210530.0,,,"74in, 40in",Photometer,2.19,microns,flux in fixed aperture,1973MNRAS.164..155G
88,K (AAO),9.01,0.03,0.03,mag,136891999000000.0,0.1618,0.004532,0.004532,,,22149125438200.0,620394539468.0,620394539468.0,,,AAT,AAO IR photometer,2.19,microns,flux in fixed aperture,1982MNRAS.199..953W
89,K,7.38,0.12,0.12,mag,136891999000000.0,0.726,0.08484,0.08484,,,99383591274000.0,11613917195160.0,11613917195160.0,,,"1.88m, 1.5m, 1m",Photometer,2.19,microns,flux in fixed aperture,1976MNRAS.175..191G
90,K (Johnson),7.37,0.03,0.03,mag,135042001000000.0,0.7518,0.02106,0.02106,,,101524576351800.0,2843984541060.0,2843984541060.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
91,K (Johnson),6.85,0.03,0.03,mag,135042001000000.0,1.214,0.034,0.034,,,163940989214000.0,4591428034000.0,4591428034000.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
92,K (Johnson),6.72,0.03,0.03,mag,135042001000000.0,1.368,0.03833,0.03833,,,184737457368000.0,5176159898330.0,5176159898330.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
93,K (Johnson),7.21,0.03,0.03,mag,135042001000000.0,0.8712,0.02441,0.02441,,,117648591271200.0,3296375244410.0,3296375244410.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
94,W1 (WISE),6.272,0.064,0.064,Jy,89300003717120.0,6.272,0.064,0.064,,,560089623313777.0,5715200237895.68,5715200237895.68,,,WISE,1024x1024 pixel detector array,3.4,microns,flux in fixed aperture,2013AJ....145....6J
95,L,6.6,0.12,0.12,mag,88174302900000.0,0.6414,0.07496,0.07496,,,56554997880060.0,6609545745384.0,6609545745384.0,,,"1.88m, 1.5m, 1m",Photometer,3.4,microns,flux in fixed aperture,1976MNRAS.175..191G
96,L (RGO),6.62,0.19,0.19,mag,85655002500000.0,0.6297,0.1204,0.1204,,,53936955074250.0,10312862301000.0,10312862301000.0,,,"74in, 40in",Photometer,3.5,microns,flux in fixed aperture,1973MNRAS.164..155G
97,L (RGO),7.88,0.2,0.2,mag,85655002500000.0,0.1973,0.03991,0.03991,,,16899731993250.0,3418491149775.0,3418491149775.0,,,"74in, 40in",Photometer,3.5,microns,flux in fixed aperture,1973MNRAS.164..155G
98,3.6 microns (IRAC),3.56,0.107,0.107,Jy,84399999700000.0,3.56,0.107,0.107,,,300463998932000.0,9030799967900.0,9030799967900.0,,,Spitzer,IRAC,3.55,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
99,3.6 microns IRAC AB,6.937,0.001,0.001,mag,84399999680512.0,6.099,0.005617,0.005617,,,514755598051443.0,474074798205.436,474074798205.436,,,Spitzer,IRAC,3.55,microns,total flux; beam filling or dilution corrected,2018ApJS..234...18B
100,3.6 microns (IRAC),6.23,0.84,0.84,Jy,84399999680512.0,6.23,0.84,0.84,,,525811998009590.0,70895999731630.1,70895999731630.1,,,Spitzer,IRAC,3.55,microns,flux in fixed aperture,2009ApJ...703..517D
101,IRAC-1 (Spitzer),6.083,0.123,0.123,Jy,84399999680512.0,6.083,0.123,0.123,,,513405198056554.0,10381199960703.0,10381199960703.0,,,Spitzer,IRAC,3.55,microns,flux in fixed aperture,2013AJ....145....6J
102,4.5 microns (IRAC),2.32,0.0697,0.0697,Jy,66699999100000.0,2.32,0.0697,0.0697,,,154743997912000.0,4648989937270.0,4648989937270.0,,,Spitzer,IRAC,4.493,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
103,IRAC-2 (Spitzer),4.048,0.079,0.079,Jy,66699999051776.0,4.048,0.079,0.079,,,270001596161589.0,5269299925090.3,5269299925090.3,,,Spitzer,IRAC,4.493,microns,flux in fixed aperture,2013AJ....145....6J
104,4.5 microns (IRAC),4.11,0.56,0.56,Jy,66699999051776.0,4.11,0.56,0.56,,,274136996102799.0,37351999468994.6,37351999468994.6,,,Spitzer,IRAC,4.493,microns,flux in fixed aperture,2009ApJ...703..517D
105,W2 (WISE),3.953,0.04,0.04,Jy,65099997904896.0,3.953,0.04,0.04,,,257340291718054.0,2603999916195.84,2603999916195.84,,,WISE,1024x1024 pixel detector array,4.6,microns,flux in fixed aperture,2013AJ....145....6J
106,IRAC-3 (Spitzer),6.35,0.168,0.168,Jy,52300001312768.0,6.35,0.168,0.168,,,332105008336077.0,8786400220545.02,8786400220545.02,,,Spitzer,IRAC,5.731,microns,flux in fixed aperture,2013AJ....145....6J
107,5.8 microns (IRAC),9.49,1.18,1.18,Jy,52300001312768.0,9.49,1.18,1.18,,,496327012458168.0,61714001549066.2,61714001549066.2,,,Spitzer,IRAC,5.731,microns,flux in fixed aperture,2009ApJ...703..517D
108,5.8 microns (IRAC),11.0,0.329,0.329,Jy,52300001300000.0,11.0,0.329,0.329,,,575300014300000.0,17206700427700.0,17206700427700.0,,,Spitzer,IRAC,5.731,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
109,LW2 (ISOCAM),,,,mJy,44400000400000.0,,,,,2.753,,,,,122233201101200.0,ISO,ISOCAM,6.75,microns,flux in fixed aperture,2004A&A...419..501F
110,7 microns (ISO),18464.9,899.7,899.7,mJy,44400000400000.0,18.465,0.8997,0.8997,,,819846007386000.0,39946680359880.0,39946680359880.0,,,ISO,ISOCAM,7.0,microns,flux integrated from map or image,2001A&A...369..473R
111,7.8 microns (CTIO),,27.0,27.0,W/cm^2/um,38434999600000.0,1.983,0.5355,0.5355,,,76216604206800.0,20581942285800.0,20581942285800.0,,,"1.5m, 4m",Bolometer,7.8,microns,flux in fixed aperture,1982ApJ...260...70F
112,8.0 microns (IRAC),21.0,0.631,0.631,Jy,38100000600000.0,21.0,0.631,0.631,,,800100012600000.0,24041100378600.0,24041100378600.0,,,Spitzer,IRAC,7.872,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
113,8.0 microns (IRAC),24.1,3.0,3.0,Jy,38100000571392.0,24.1,3.0,3.0,,,918210013770547.0,114300001714176.0,114300001714176.0,,,Spitzer,IRAC,7.872,microns,flux in fixed aperture,2009ApJ...703..517D
114,IRAC-4 (Spitzer),22.986,0.572,0.572,Jy,38100000571392.0,22.99,0.572,0.572,,,875919013136302.0,21793200326836.2,21793200326836.2,,,Spitzer,IRAC,7.872,microns,flux in fixed aperture,2013AJ....145....6J
115,8.6 microns (CTIO),,10.0,10.0,W/cm^2/um,34859600800000.0,1.154,0.1154,0.1154,,,40227979323200.0,4022797932320.0,4022797932320.0,,,"1.5m, 4m",Bolometer,8.6,microns,flux in fixed aperture,1982ApJ...260...70F
