No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
18,20-40 keV (INTEGRAL),1.087e-10,,,erg/cm^2/s,7.2499999034038e+18,1.49931036480382e-06,,,,,10870000000000.0,,,,,INTEGRAL,"IBI/ISGRI, JEM-X, OMC",30.0,keV,modelled datum,2009A&A...505..417B
19,10-50 keV (Suzaku),2.31,,,log(erg/cm^2/s),7.2499999034038e+18,2.81655176166458e-06,,,,,20420000000000.0,,,,,Suzaku,"XIS, HXD/PIN",30.0,keV,modelled datum,2011ApJ...727...19F
20,20-40 keV (INTEGRAL),9.493e-11,2.72e-12,2.72e-12,erg/cm^2/s,7.2499999034038e+18,1.30937932779049e-06,3.75172418791756e-08,3.75172418791756e-08,,,9493000000000.0,272000000000.0,272000000000.0,,,INTEGRAL,IBIS/ISGRI,30.0,keV,flux integrated from map or image,2010A&A...522A..68T
21,20-40 keV (INTEGRAL),14.1,0.2,0.2,mCrab,7.2499999e+18,1.47172415823068e-06,2.08827589087277e-08,2.08827589087277e-08,,,10670000000000.0,151400000000.0,151400000000.0,,,INTEGRAL,IBIS,30.0,keV,flux integrated from map or image,2007ApJS..170..175B
22,20-40 keV (INTEGRAL),1.06e-10,1.51e-12,1.51e-12,erg/cm^2/s,7.2499999e+18,1.46206898568371e-06,2.08827589087277e-08,2.08827589087277e-08,,,10600000000000.0,151400000000.0,151400000000.0,,,INTEGRAL,IBIS/ISGRI,30.0,keV,flux integrated from map or image,2006ApJ...636..765B
23,20-40 keV (INTEGRAL),1.073e-10,1.8e-12,1.8e-12,erg/cm^2/s,7.2499999e+18,1.48000002041379e-06,2.4827586549346e-08,2.4827586549346e-08,,,10730000000000.0,180000000000.0,180000000000.0,,,INTEGRAL,JEM-X,30.0,keV,flux integrated from map or image,2006ApJ...638..642B
24,10-20 keV (MAXI),3.9e-11,3e-12,3e-12,erg/cm^2/s,3.62999998082921e+18,1.07438017096328e-06,8.26446285356371e-08,8.26446285356371e-08,,,3900000000000.0,300000000000.0,300000000000.0,,,MAXI,GSC,15.0,keV,from fitting to map,2018ApJS..235....7H
25,4-10 keV (MAXI),2.21e-11,1.1e-12,1.1e-12,erg/cm^2/s,1.68999994942659e+18,1.30769234682513e-06,6.5088759344237e-08,6.5088759344237e-08,,,2210000000000.0,110000000000.0,110000000000.0,,,MAXI,GSC,7.0,keV,from fitting to map,2018ApJS..235....7H
26,3-10 keV (INTEGRAL),,,,erg/cm^2/s,1.56999994e+18,,,,1.27388539900199e-06,,,,,2000000000000.0,,INTEGRAL,JEM-X,6.5,keV,almost certainly an error for I,2005A&A...444..431S
27,2-10 keV (Swift),9.844e-10,,,erg/cm^2/s,1.45000006314413e+18,6.78896522159772e-05,,,,,98440000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
28,2-10 keV (Swift),1.27e-11,,,erg/cm^2/s,1.45000006314413e+18,8.75862030823761e-07,,,,,1270000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
29,2-10 keV (Suzaku),1.73e-11,,,erg/cm^2/s,1.4500000631441e+18,1.19310339631901e-06,,,,,1730000000000.0,,,,,Suzaku,"XIS, HXD",6.0,keV,total flux; beam filling or dilution corrected,2009ApJ...691..131Y
30,2-10 keV (RXTE),2.63e-11,,,erg/cm^2/s,1.4500000631441e+18,1.81379302446184e-06,,,,,2630000000000.0,,,,,RXTE,"PCA, HEXTE",6.0,keV,modelled datum,2011ApJS..193....3R
31,2-10 keV (Chandra),1.6e-11,,,erg/cm^2/s,1.4500000631441e+18,1.10344822780949e-06,,,,,1600000000000.0,,,,,Chandra,HETGS,6.0,keV,modelled datum,2011ApJ...738..147S
32,2-10 keV (INTEGRAL),1.29e-11,7.3e-12,7.3e-12,erg/cm^2/s,1.45000006e+18,8.89655135600477e-07,5.03448255029727e-07,5.03448255029727e-07,,,1290000000000.0,730000000000.0,730000000000.0,,,INTEGRAL,JEM-X,6.0,keV,flux integrated from map or image,2006ApJ...638..642B
33,2-10 keV,4e-13,,,W/m^2,1.45000006e+18,2.75862057550536e-05,,,,,40000000000000.0,,,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
34,2-10 keV,1.4e-14,,,W/m^2,1.45000006e+18,9.65517201426874e-07,,,,,1400000000000.0,,,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
35,0.3-8 keV (Chandra),4.82e-12,,,erg/cm^2/s,9.99999984306749e+17,4.82000007564147e-07,,,,,482000000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
36,3-4 keV (MAXI),2.7e-12,3e-13,3e-13,erg/cm^2/s,8.45999980538757e+17,3.19148943511862e-07,3.54609937235402e-08,3.54609937235402e-08,,,270000000000.0,30000000000.0,30000000000.0,,,MAXI,GSC,3.5,keV,from fitting to map,2018ApJS..235....7H
37,0.1-2.4 keV (ROSAT),1.29e-11,1.78e-12,1.78e-12,erg/cm^2/s,3.25000003e+17,3.96923073259172e-06,5.47692302636686e-07,5.47692302636686e-07,,,1290000000000.0,178000000000.0,178000000000.0,,,ROSAT,?,1.3,keV,flux integrated from map or image,1994A&A...281..355B
38,F330W (HST/ACS),11.88,,,mag,907999976000000.0,0.06427,,,,,58357158457520.0,,,,,HST,ACS,3300.0,A,flux in fixed aperture,2007AJ....134..648M
39,F330W (HST/ACS),14.12,,,mag,907999976000000.0,0.008166,,,,,7414727804016.0,,,,,HST,ACS,3300.0,A,flux in fixed aperture,2007AJ....134..648M
40,F330W (HST/ACS),9.71,,,mag,907999976000000.0,0.4743,,,,,430664388616800.0,,,,,HST,ACS,3300.0,A,flux in fixed aperture,2007AJ....134..648M
41,U (U_T),12.87,0.31,0.31,mag,818999999000000.0,0.01287,0.004305,0.004305,,,10540529987130.0,3525794995695.0,3525794995695.0,,,Literature compilation,Literature compilation,3660.0,A,from multi-aperture data,1991RC3.9.C...0000d
42,B (m_B),10.92,0.21,0.21,mag,681000015000000.0,0.1826,0.03896,0.03896,,,124350602739000.0,26531760584400.0,26531760584400.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
43,B (Cousins) (B_T),10.89,0.09,0.09,mag,681000015000000.0,0.1884,0.01628,0.01628,,,128300402826000.0,11086680244200.0,11086680244200.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
44,B (Cousins) (B_25),11.18,0.09,0.09,mag,681000015000000.0,0.1437,0.01242,0.01242,,,97859702155500.0,8458020186300.0,8458020186300.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
45,B (B_T^0),8.32,,,mag,681000015000000.0,2.002,,,,,1363362030030000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
46,B (B_T),12.1,0.3,0.3,mag,681000015000000.0,0.06158,0.0196,0.0196,,,41935980923700.0,13347600294000.0,13347600294000.0,,,Literature compilation,Literature compilation,4400.0,A,from multi-aperture data,1991RC3.9.C...0000d
47,B_J,10.5104,,,mag,640999978000000.0,0.2469,,,,,158262894568200.0,,,,,UKST,Photographic plates,4680.0,A,flux in fixed aperture,2005MNRAS.361...34D
48,V (Johnson),11.16,,,mag,542120000000000.0,0.1251,,,,,67819212000000.0,,,,,Literature compilation,Literature compilation,5530.0,A,flux in fixed aperture,1988VIrPh.C...0000d
49,V (V_T),10.64,0.3,0.3,mag,542000009000000.0,0.2019,0.06462,0.06462,,,109429801817100.0,35024040581580.0,35024040581580.0,,,Literature compilation,Literature compilation,5530.0,A,from multi-aperture data,1991RC3.9.C...0000d
50,R (Cousins) (R_25),8.57,0.09,0.09,mag,468000004000000.0,1.15,0.09939,0.09939,,,538200004600000.0,46514520397560.0,46514520397560.0,,,1m Schmidt,PDS,6400.0,A,modelled datum,1989ESOLV.C...0000L
51,R,10.648,,,mag,468000004000000.0,0.1696,,,,,79372800678400.0,,,,,UKST,Photographic plates,6400.0,A,flux in fixed aperture,2005MNRAS.361...34D
52,R' (Johnson),10.18,,,mag,448120010000000.0,0.2355,,,,,105532262355000.0,,,,,Literature compilation,Literature compilation,6690.0,A,flux in fixed aperture,1988VIrPh.C...0000d
53,I,10.0331,,,mag,378999994000000.0,0.2473,,,,,93726698516200.0,,,,,UKST,Photographic plates,7900.0,A,flux in fixed aperture,2005MNRAS.361...34D
54,I' (Johnson),9.2,,,mag,374740997000000.0,0.468,,,,,175378786596000.0,,,,,Literature compilation,Literature compilation,8000.0,A,flux in fixed aperture,1988VIrPh.C...0000d
55,J (IRSF),7.502,0.02,0.02,mag,240000004259840.0,1.591,0.02931,0.02931,,,381840006777406.0,7034400124855.91,7034400124855.91,,,IRSF 1.4m,SIRIUS,1.25,microns,flux in fixed aperture,2016MNRAS.462.3386S
56,J_tot (2MASS LGA),6.235,0.026,0.026,mag,240000004000000.0,5.1044,0.12371,0.12371,,,1225056020417600.0,29690400494840.0,29690400494840.0,,,1.3m,256x256 NICMOS3,1.25,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
57,J_20 (2MASS LGA),6.311,0.016,0.016,mag,240000004000000.0,4.7593,0.070654,0.070654,,,1142232019037200.0,16956960282616.0,16956960282616.0,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
58,J_Kron (2MASS LGA),6.326,0.016,0.016,mag,240000004000000.0,4.694,0.069684,0.069684,,,1126560018776000.0,16724160278736.0,16724160278736.0,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
59,J_14arcsec (2MASS),8.806,0.015,0.015,mag,240000004000000.0,0.47813,0.0066515,0.0066515,,,114751201912520.0,1596360026606.0,1596360026606.0,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
60,J (VLT),,,,mJy,237000003000000.0,,,,0.0016,,,,,379200004800.0,,VLT,NaCo,1.265,microns,flux in fixed aperture,2004ApJ...614..135P
61,H (IRSF),6.491,0.02,0.02,mag,184000006062080.0,2.594,0.04778,0.04778,,,477296015725036.0,8791520289646.18,8791520289646.18,,,IRSF 1.4m,SIRIUS,1.63,microns,flux in fixed aperture,2016MNRAS.462.3386S
62,H_14arcsec (2MASS),7.744,0.015,0.015,mag,181999994000000.0,0.8179,0.011378,0.011378,,,148857795092600.0,2070795931732.0,2070795931732.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux in fixed aperture,20032MASX.C.......:
63,H_20 (2MASS LGA),5.415,0.016,0.016,mag,181999994000000.0,6.9871,0.10373,0.10373,,,1271652158077400.0,18878859377620.0,18878859377620.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
64,H_Kron (2MASS LGA),5.428,0.016,0.016,mag,181999994000000.0,6.904,0.10249,0.10249,,,1256527958576000.0,18653179385060.0,18653179385060.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
65,H_tot (2MASS LGA),5.353,0.023,0.023,mag,181999994000000.0,7.3978,0.15838,0.15838,,,1346399555613200.0,28825159049720.0,28825159049720.0,,,1.3m,256x256 NICMOS3,1.65,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
66,K_s (IRSF),6.092,0.02,0.02,mag,140000003883008.0,2.439,0.04493,0.04493,,,341460009470657.0,6290200174463.55,6290200174463.55,,,IRSF 1.4m,SIRIUS,2.14,microns,flux in fixed aperture,2016MNRAS.462.3386S
67,K_20 (2MASS LGA),5.039,0.016,0.016,mag,138000000000000.0,6.4327,0.095497,0.095497,,,887712600000000.0,13178586000000.0,13178586000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
68,K_s_14arcsec (2MASS),7.186,0.015,0.015,mag,138000000000000.0,0.89042,0.012387,0.012387,,,122877960000000.0,1709406000000.0,1709406000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux in fixed aperture,20032MASX.C.......:
69,K_s (VLT),19.0,,,mJy,138000000000000.0,0.019,,,,,2622000000000.0,,,,,VLT,NaCo,2.18,microns,flux in fixed aperture,2004ApJ...614..135P
70,K_Kron (2MASS LGA),5.05,0.016,0.016,mag,138000000000000.0,6.3679,0.094534,0.094534,,,878770200000000.0,13045692000000.0,13045692000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
71,K_tot (2MASS LGA),4.984,0.025,0.025,mag,138000000000000.0,6.767,0.15763,0.15763,,,933846000000000.0,21752940000000.0,21752940000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
72,K (VLT/SINFONI),3.1e-14,,,W/m^2/um,135999997000000.0,0.05005,,,,,6806799849850.0,,,,,VLT,SINFONI,2.2,microns,flux in fixed aperture,2006A&A...454..481M
73,2.42 microns (VLT),31.0,,,mJy,124000001000000.0,0.031,,,,,3844000031000.0,,,,,VLT,NaCo,2.42,microns,flux in fixed aperture,2004ApJ...614..135P
74,W1 (WISE),4.237,0.102,0.102,mag,89420884686512.0,6.25052905445309,0.587208900983682,0.587208900983682,,,558927837807942.0,52508739421755.2,52508739421755.2,,,WISE,1024x1024 pixel detector array,3.3526,microns,from fitting to map,2013wise.rept....1C
75,W1 (WISE),7.039,0.007,0.007,mag,89420884686512.0,0.473278502596643,0.003051339269758,0.003051339269758,,,42320982405299.5,272853456980.456,272853456980.456,,,WISE,1024x1024 pixel detector array,3.3526,microns,flux in fixed aperture,2013wise.rept....1C
76,W1 (WISE),6.095,0.006,0.006,mag,89420884686512.0,1.12905936731353,0.00623941264387539,0.00623941264387539,,,100961487488769.0,557933798539.546,557933798539.546,,,WISE,1024x1024 pixel detector array,3.3526,microns,flux in fixed aperture,2013wise.rept....1C
77,L' (VLT),380.0,,,mJy,78900000500000.0,0.38,,,,,29982000190000.0,,,,,VLT,NaCo,3.8,microns,flux in fixed aperture,2004ApJ...614..135P
78,W2 (WISE),6.585,0.009,0.009,mag,65132627531068.0,0.399015986035798,0.00330756574072446,0.00330756574072446,,,25988959597411.5,215430447425.127,215430447425.127,,,WISE,1024x1024 pixel detector array,4.6028,microns,flux in fixed aperture,2013wise.rept....1C
79,W2 (WISE),5.63,0.008,0.008,mag,65132627531068.0,0.961590790880404,0.00708526278605304,0.00708526278605304,,,62630934819718.5,461481782003.73,461481782003.73,,,WISE,1024x1024 pixel detector array,4.6028,microns,flux in fixed aperture,2013wise.rept....1C
80,W2 (WISE),3.444,0.127,0.127,mag,65132627531068.0,7.20095829141573,0.842305616227955,0.842305616227955,,,469017334261537.0,54861577969102.1,54861577969102.1,,,WISE,1024x1024 pixel detector array,4.6028,microns,from fitting to map,2013wise.rept....1C
81,M' (VLT),1900.0,,,mJy,62700000400000.0,1.9,,,,,119130000760000.0,,,,,VLT,NaCo,4.78,microns,flux in fixed aperture,2004ApJ...614..135P
82,6 microns (ISO),4.6688,,,Jy,50000000200000.0,4.669,,,,,233450000933800.0,,,,,ISO,ISOPHOT-S,6.0,microns,flux integrated from map or image,2004A&A...418..465L
83,PAH1 (VLT),8349.8,371.8,371.8,mJy,34900000374784.0,8.35,0.3718,0.3718,,,291415003129446.0,12975820139344.7,12975820139344.7,,,VLT,VISIR,8.59,microns,flux in fixed aperture,2014MNRAS.439.1648A
84,PAH1 (VLT),7623.4,431.2,431.2,mJy,34900000374784.0,7.623,0.4312,0.4312,,,266042702856978.0,15048880161606.9,15048880161606.9,,,VLT,VISIR,8.59,microns,flux in fixed aperture,2014MNRAS.439.1648A
85,PAH1 (VLT),6694.3,158.8,158.8,mJy,34900000374784.0,6.694,0.1588,0.1588,,,233620602508804.0,5542120059515.7,5542120059515.7,,,VLT,VISIR,8.59,microns,flux in fixed aperture,2014MNRAS.439.1648A
86,PAH1 (VLT),5843.5,133.8,133.8,mJy,34900000374784.0,5.843,0.1338,0.1338,,,203920702189863.0,4669620050146.1,4669620050146.1,,,VLT,VISIR,8.59,microns,flux in fixed aperture,2014MNRAS.439.1648A
87,PAH1 (VLT),7006.3,277.1,277.1,mJy,34900000374784.0,7.006,0.2771,0.2771,,,244509402625737.0,9670790103852.65,9670790103852.65,,,VLT,VISIR,8.59,microns,flux in fixed aperture,2014MNRAS.439.1648A
88,PAH1 (VLT),6779.0,254.9,254.9,mJy,34900000374784.0,6.779,0.2549,0.2549,,,236587102540661.0,8896010095532.44,8896010095532.44,,,VLT,VISIR,8.59,microns,flux in fixed aperture,2014MNRAS.439.1648A
89,PAH1 (VLT),6879.6,121.2,121.2,mJy,34900000374784.0,6.88,0.1212,0.1212,,,240112002578514.0,4229880045423.82,4229880045423.82,,,VLT,VISIR,8.59,microns,flux in fixed aperture,2014MNRAS.439.1648A
90,8.9 microns (TIMMI2),7950.0,1590.0,1590.0,mJy,34300001000000.0,7.95,1.59,1.59,,,272685007950000.0,54537001590000.0,54537001590000.0,,,3.6m,TIMMI2,8.73,microns,flux in fixed aperture,2005A&A...438..803G
91,8.8 microns GeminiS,8.44,,,Jy,34300001000000.0,8.44,,,,,289492008440000.0,,,,,Gemini South,T-ReCS,8.74,microns,flux in fixed aperture,2005ApJ...618L..17P
92,8.8 microns GeminiS,8.16,,,Jy,34300001000000.0,8.16,,,,,279888008160000.0,,,,,Gemini South,T-ReCS,8.74,microns,flux in fixed aperture,2005ApJ...618L..17P
93,8.8 microns GeminiS,7.95,,,Jy,34300001000000.0,7.95,,,,,272685007950000.0,,,,,Gemini South,T-ReCS,8.74,microns,flux in fixed aperture,2005ApJ...618L..17P
94,8.8 microns GeminiS,5.51,,,Jy,34300001000000.0,5.51,,,,,188993005510000.0,,,,,Gemini South,T-ReCS,8.74,microns,flux in fixed aperture,2005ApJ...618L..17P
95,Si2 (GeminiS),6421.0,70.1,70.1,mJy,34300000993280.0,6.421,0.0701,0.0701,,,220240306377851.0,2404430069628.93,2404430069628.93,,,Gemini South,T-ReCS,8.74,microns,flux in fixed aperture,2014MNRAS.439.1648A
96,8.9 microns TIMMI2,4700.0,15.0,15.0,mJy,33699999514624.0,4.7,0.705,0.705,,,158389997718733.0,23758499657809.9,23758499657809.9,,,3.6m,TIMMI2,8.9,microns,flux in fixed aperture,2008A&A...484..341R
97,10.4 microns TIMMI2,6650.0,1330.0,1330.0,mJy,28900000300000.0,6.65,1.33,1.33,,,192185001995000.0,38437000399000.0,38437000399000.0,,,3.6m,TIMMI2,10.38,microns,flux in fixed aperture,2005A&A...438..803G
98,N (CTIO),5620.0,15.0,15.0,mJy,28900000268288.0,5.62,0.843,0.843,,,162418001507779.0,24362700226166.8,24362700226166.8,,,Blanco 4m,OSCIR,10.36,microns,from fitting to map,2009ApJ...702.1127R
99,N (GeminiS),8189.7,1429.9,1429.9,mJy,28900000268288.0,8.19,1.43,1.43,,,236691002197279.0,41327000383651.8,41327000383651.8,,,Gemini South,T-ReCS,10.36,microns,flux in fixed aperture,2014MNRAS.439.1648A
100,10.4 microns TIMMI2,4.1,10.0,10.0,Jy,28799999700000.0,4.1,0.41,0.41,,,118079998770000.0,11807999877000.0,11807999877000.0,,,3.6m,TIMMI2,10.4,microns,from multi-aperture data,2004A&A...414..123S
101,SIV (VLT),4497.7,72.9,72.9,mJy,28600000577536.0,4.498,0.0729,0.0729,,,128642802597757.0,2084940042102.37,2084940042102.37,,,VLT,VISIR,10.49,microns,flux in fixed aperture,2014MNRAS.439.1648A
102,SIV_2 (VLT),5920.3,160.3,160.3,mJy,27800000004096.0,5.92,0.1603,0.1603,,,164576000024248.0,4456340000656.59,4456340000656.59,,,VLT,VISIR,10.77,microns,flux in fixed aperture,2014MNRAS.439.1648A
103,W3 (WISE),-0.358,0.231,0.231,mag,25931809044356.8,44.045499678205,9.37107041385981,9.37107041385981,,,1142179486918490.0,243008808513434.0,243008808513434.0,,,WISE,1024x1024 pixel detector array,11.5608,microns,from fitting to map,2013wise.rept....1C
104,W3 (WISE),3.917,0.011,0.011,mag,25931809044356.8,0.858818796911927,0.00870101478115093,0.00870101478115093,,,22270725045224.3,225633053796.932,225633053796.932,,,WISE,1024x1024 pixel detector array,11.5608,microns,flux in fixed aperture,2013wise.rept....1C
105,W3 (WISE),2.524,0.007,0.007,mag,25931809044356.8,3.09814358329558,0.0199744698463844,0.0199744698463844,,,80340467794020.3,517974137818.703,517974137818.703,,,WISE,1024x1024 pixel detector array,11.5608,microns,flux in fixed aperture,2013wise.rept....1C
106,11.9 microns TIMMI2,16650.0,3330.0,3330.0,mJy,25700000100000.0,16.65,3.33,3.33,,,427905001665000.0,85581000333000.0,85581000333000.0,,,3.6m,TIMMI2,11.66,microns,flux in fixed aperture,2005A&A...438..803G
107,11.8 microns (VLT),11400.0,,,mJy,25400000380928.0,11.4,,,,,289560004342579.0,,,,,VLT,VISIR,11.8,microns,flux in fixed aperture,2010MNRAS.402..879R
108,PAH2_2 (VLT),12492.9,224.5,224.5,mJy,25199999188992.0,12.49,0.2245,0.2245,,,314747989870510.0,5657399817928.7,5657399817928.7,,,VLT,VISIR,11.88,microns,flux in fixed aperture,2014MNRAS.439.1648A
109,PAH2_2 (VLT),13170.9,787.0,787.0,mJy,25199999188992.0,13.17,0.787,0.787,,,331883989319025.0,19832399361736.7,19832399361736.7,,,VLT,VISIR,11.88,microns,flux in fixed aperture,2014MNRAS.439.1648A
110,11.9 microns TIMMI2,9700.0,15.0,15.0,mJy,25199999188992.0,9.7,1.455,1.455,,,244439992133222.0,36665998819983.4,36665998819983.4,,,3.6m,TIMMI2,11.9,microns,flux in fixed aperture,2008A&A...484..341R
111,PAH2_2 (VLT),11653.6,384.7,384.7,mJy,25199999188992.0,11.65,0.3847,0.3847,,,293579990551757.0,9694439688005.22,9694439688005.22,,,VLT,VISIR,11.88,microns,flux in fixed aperture,2014MNRAS.439.1648A
112,PAH2_2 (VLT),11605.1,237.2,237.2,mJy,25199999188992.0,11.61,0.2372,0.2372,,,292571990584197.0,5977439807628.9,5977439807628.9,,,VLT,VISIR,11.88,microns,flux in fixed aperture,2014MNRAS.439.1648A
113,PAH2_2 (VLT),12285.1,221.3,221.3,mJy,25199999188992.0,12.29,0.2213,0.2213,,,309707990032712.0,5576759820523.93,5576759820523.93,,,VLT,VISIR,11.88,microns,flux in fixed aperture,2014MNRAS.439.1648A
114,PAH2_2 (VLT),13655.8,601.4,601.4,mJy,25199999188992.0,13.66,0.6014,0.6014,,,344231988921631.0,15155279512259.8,15155279512259.8,,,VLT,VISIR,11.88,microns,flux in fixed aperture,2014MNRAS.439.1648A
115,PAH2_2 (VLT),12425.0,480.6,480.6,mJy,25199999188992.0,12.43,0.4806,0.4806,,,313235989919171.0,12111119610229.6,12111119610229.6,,,VLT,VISIR,11.88,microns,flux in fixed aperture,2014MNRAS.439.1648A
