No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-12 keV (XMM),2.59e-13,,,erg/cm^2/s,1.49000002e+18,1.73825501022476e-08,,,,,25900000000.0,,,,,XMM-Newton,"EPIC (MOS, pn)",6.15,keV,total flux; beam filling or dilution corrected,2006A&A...448...43T
2,2-10 keV (XMM),3e-13,,,erg/cm^2/s,1.45000006314413e+18,2.06896542714274e-08,,,,,30000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
3,0.3-8 keV (Chandra),2.71e-14,,,erg/cm^2/s,9.99999984306749e+17,2.71000004252871e-09,,,,,2710000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
4,2-7 keV Chandra,3.5779e-14,2.06e-14,2.06e-14,erg/cm^2/s,9.18835911992269e+17,3.89393127628723e-09,2.2419604318017e-09,2.2419604318017e-09,,,3577883895.4826,2059993758.0051,2059993758.0051,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
5,2-7 keV Chandra,3.0506e-14,1.9681e-14,1.9681e-14,erg/cm^2/s,9.18835911992269e+17,3.3200948197796e-09,2.14199665792227e-09,2.14199665792227e-09,,,3050622351.633,1968143452.6664,1968143452.6664,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
6,2-7 keV Chandra,3.0506e-14,1.9681e-14,1.9681e-14,erg/cm^2/s,9.18835911992269e+17,3.3200948197796e-09,2.14199665792227e-09,2.14199665792227e-09,,,3050622351.633,1968143452.6664,1968143452.6664,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
7,2-7 keV Chandra,3.5779e-14,2.06e-14,2.06e-14,erg/cm^2/s,9.18835911992269e+17,3.89393127628723e-09,2.2419604318017e-09,2.2419604318017e-09,,,3577883895.4826,2059993758.0051,2059993758.0051,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
8,0.5-7 keV Chandra,4.1343e-14,1.4041e-14,1.4041e-14,erg/cm^2/s,5.56137525679531e+17,7.43392781455741e-09,2.52473020117042e-09,2.52473020117042e-09,,,4134286220.8682,1404097207.0873,1404097207.0873,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
9,0.5-7 keV Chandra,4.1343e-14,1.4041e-14,1.4041e-14,erg/cm^2/s,5.56137525679531e+17,7.43392781455741e-09,2.52473020117042e-09,2.52473020117042e-09,,,4134286220.8682,1404097207.0873,1404097207.0873,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
10,0.5-7 keV Chandra,3.7251e-14,1.1973e-14,1.1973e-14,erg/cm^2/s,5.56137525679531e+17,6.6981338096934e-09,2.15297158168726e-09,2.15297158168726e-09,,,3725083563.5933,1197348288.2979,1197348288.2979,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
