No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.01-1 TeV (Fermi),3.62e-12,1.9e-12,1.9e-12,erg/cm^2/s,1.22000004571812e+26,2.96721300356115e-15,1.55737699081939e-15,1.55737699081939e-15,,,362000000000.0,190000000000.0,190000000000.0,,,Fermi,LAT,0.51,TeV,from fitting to map,2017ApJS..232...18A
2,100 MeV-100 GeV LAT,1.3e-11,0.0,0.0,erg/cm^2/s,1.2099999965805e+25,1.07438016832549e-13,,,,,1300000000000.0,,,,,Fermi,LAT,50050.0,MeV,from fitting to map,2010ApJS..188..405A
3,0.1-100 GeV (Fermi),8.6e-12,9e-13,9e-13,erg/cm^2/s,1.20999999658047e+25,7.10743803661496e-14,7.43801654994589e-24,7.43801654994589e-24,,,860000000000.0,90.0,90.0,,,Fermi,LAT,50.05,GeV,from fitting to map,2015ApJS..218...23A
4,0.1-100 GeV (Fermi),7.6e-12,1.3e-12,1.3e-12,erg/cm^2/s,1.20999999658047e+25,6.28099175328764e-14,1.07438016832552e-14,1.07438016832552e-14,,,760000000000.0,130000000000.0,130000000000.0,,,Fermi,LAT,50.05,GeV,modelled datum,2012ApJS..199...31N
5,2-7 keV Chandra,2.6823e-13,1.2721e-14,1.2721e-14,erg/cm^2/s,9.18835911992269e+17,2.91918378300757e-08,1.3845231415364e-09,1.3845231415364e-09,,,26822508935.328,1272149583.428,1272149583.428,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
6,2-7 keV Chandra,2.1884e-13,1.0061e-14,1.0061e-14,erg/cm^2/s,9.18835911992269e+17,2.38174034605519e-08,1.09496650103557e-09,1.09496650103557e-09,,,21884285629.964,1006094543.58,1006094543.58,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
7,2-7 keV Chandra,2.7557e-13,1.3373e-14,1.3373e-14,erg/cm^2/s,9.18835911992269e+17,2.99917254063921e-08,1.4554452730492e-09,1.4554452730492e-09,,,27557474366.004,1337315384.817,1337315384.817,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
8,2-7 keV Chandra,2.1211e-13,9.8782e-15,9.8782e-15,erg/cm^2/s,9.18835911992269e+17,2.30846056404056e-08,1.0750788059972e-09,1.0750788059972e-09,,,21210964676.584,987821015.172,987821015.172,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
9,0.5-7 keV Chandra,1.352e-13,7.1406e-15,7.1406e-15,erg/cm^2/s,5.56137525679531e+17,2.43104639205676e-08,1.28396610960663e-09,1.28396610960663e-09,,,13519961252.906,714061735.253002,714061735.253002,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
10,0.5-7 keV Chandra,2.6208e-13,1.1553e-14,1.1553e-14,erg/cm^2/s,5.56137525679531e+17,4.71250440276082e-08,2.07738286772207e-09,2.07738286772207e-09,,,26208005383.053,1155310567.944,1155310567.944,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
11,0.5-7 keV Chandra,2.0306e-13,8.4276e-15,8.4276e-15,erg/cm^2/s,5.56137525679531e+17,3.65130130392663e-08,1.5153758872021e-09,1.5153758872021e-09,,,20306256726.762,842757396.383,842757396.383,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
12,0.5-7 keV Chandra,2.4977e-13,1.2892e-14,1.2892e-14,erg/cm^2/s,5.56137525679531e+17,4.49116536404824e-08,2.31812569243149e-09,2.31812569243149e-09,,,24977055929.794,1289196686.803,1289196686.803,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
13,0.2-4 keV (EINSTEIN),6.881e-12,,,erg/cm^2/s,5.24599984e+17,1.31166607126698e-06,,,,,688100000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
14,0.2-4 keV (EINSTEIN),3.498e-12,,,erg/cm^2/s,5.24599984e+17,6.66793767954061e-07,,,,,349800000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
15,1.2-2 keV Chandra,2.3723e-15,1.06e-15,1.06e-15,erg/cm^2/s,3.77206321765247e+17,6.28914242631462e-10,2.81004236069396e-10,2.81004236069396e-10,,,237230428.16879,105996574.28819,105996574.28819,,,Chandra,"ACIS, HRC-I",1.56,keV,flux in fixed aperture,2020CSC...C2..0000:
16,1.2-2 keV Chandra,4.2412e-15,9.2624e-16,9.2624e-16,erg/cm^2/s,3.77206321765247e+17,1.12437341911056e-09,2.45552815667825e-10,2.45552815667825e-10,,,424120761.71331,92624074.39716,92624074.39716,,,Chandra,"ACIS, HRC-I",1.56,keV,flux in fixed aperture,2020CSC...C2..0000:
17,1.2-2 keV Chandra,9.1767e-16,5.1479e-16,5.1479e-16,erg/cm^2/s,3.77206321765247e+17,2.43281048799792e-10,1.36474734692567e-10,1.36474734692567e-10,,,91767149.572961,51479132.687271,51479132.687271,,,Chandra,"ACIS, HRC-I",1.56,keV,from fitting to map,2020CSC...C2..0000:
18,1.2-2 keV Chandra,1.9137e-15,5.1944e-16,5.1944e-16,erg/cm^2/s,3.77206321765247e+17,5.07337780679559e-10,1.37705969041598e-10,1.37705969041598e-10,,,191371018.14268,51943562.0673,51943562.0673,,,Chandra,"ACIS, HRC-I",1.56,keV,from fitting to map,2020CSC...C2..0000:
