No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
45,J (2MASS) AB,11.97,0.05,0.05,mag,243000005361664.0,0.05914,0.002723,0.002723,,,14371020317088.8,661689014599.811,661689014599.811,,,1.3m,256x256 NICMOS3,12320.0,A,flux in fixed aperture,2014ApJS..212...18B
46,J (2MASS) AB,11.93,0.05,0.05,mag,243000005361664.0,0.0612,0.002818,0.002818,,,14871600328133.8,684774015109.169,684774015109.169,,,1.3m,256x256 NICMOS3,12320.0,A,flux in fixed aperture,2014ApJS..212...18B
47,F_J (total),1.9,1.31,1.31,log(mJy),240999993000000.0,0.079433,0.020567,0.020567,,,19143352443969.0,4956646856031.0,4956646856031.0,,,"1.0m, 2.1m",InSb detector,1.244,microns,corrected to total flux from single aperture measurements,1995ApJ...453..616S
48,J_20 (2MASS LGA),11.21,0.019,0.019,mag,240000004000000.0,0.052233,0.00092214,0.00092214,,,12535920208932.0,221313603688.56,221313603688.56,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
49,J_tot (2MASS LGA),11.035,0.026,0.026,mag,240000004000000.0,0.061368,0.0014874,0.0014874,,,14728320245472.0,356976005949.6,356976005949.6,,,1.3m,256x256 NICMOS3,1.25,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
50,J_Kron (2MASS LGA),11.21,0.019,0.019,mag,240000004000000.0,0.052233,0.00092214,0.00092214,,,12535920208932.0,221313603688.56,221313603688.56,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
51,J_14arcsec (2MASS),12.041,0.017,0.017,mag,240000004000000.0,0.024296,0.00038343,0.00038343,,,5831040097184.0,92023201533.72,92023201533.72,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
52,H (ESO/SPM),45.1,3.0,3.0,mJy,190000008000000.0,0.0451,0.0030036,0.0030036,,,8569000360800.0,570684024028.8,570684024028.8,,,"1.0m, 2.1m",InSb detector,1.58,microns,flux in fixed aperture,1995ApJ...453..616S
53,F_H (total),2.16,1.57,1.57,log(mJy),184000006000000.0,0.14454,0.037426,0.037426,,,26595360867240.0,6886384224556.0,6886384224556.0,,,"1.0m, 2.1m",InSb detector,1.634,microns,corrected to total flux from single aperture measurements,1995ApJ...453..616S
54,H (2MASS) AB,11.73,0.06,0.06,mag,181999994142720.0,0.07371,0.004093,0.004093,,,13415219568259.9,744925976026.153,744925976026.153,,,1.3m,256x256 NICMOS3,16440.0,A,flux in fixed aperture,2014ApJS..212...18B
55,H (2MASS) AB,11.76,0.06,0.06,mag,181999994142720.0,0.07201,0.003998,0.003998,,,13105819578217.3,727635976582.595,727635976582.595,,,1.3m,256x256 NICMOS3,16440.0,A,flux in fixed aperture,2014ApJS..212...18B
56,H (UH),10.93,0.07,0.07,mag,181999994000000.0,0.04416,0.002847,0.002847,,,8037119735040.0,518153982918.0,518153982918.0,,,2.2m,QUIRC,1.65,microns,flux in fixed aperture,2000ApJ...529..170S
57,H_14arcsec (2MASS),11.107,0.017,0.017,mag,181999994000000.0,0.03694,0.00058296,0.00058296,,,6723079778360.0,106098716502.24,106098716502.24,,,1.3m,256x256 NICMOS3,1.65,microns,flux in fixed aperture,20032MASX.C.......:
58,H (UH),11.6,0.1,0.1,mag,181999994000000.0,0.02383,0.002194,0.002194,,,4337059857020.0,399307986836.0,399307986836.0,,,2.2m,QUIRC,1.65,microns,flux in fixed aperture,2000ApJ...529..170S
59,H_Kron (2MASS LGA),10.412,0.019,0.019,mag,181999994000000.0,0.070065,0.0012369,0.0012369,,,12751829579610.0,225115792578.6,225115792578.6,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
60,H_tot (2MASS LGA),10.306,0.028,0.028,mag,181999994000000.0,0.07725,0.0020181,0.0020181,,,14059499536500.0,367294187891.4,367294187891.4,,,1.3m,256x256 NICMOS3,1.65,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
61,H_20 (2MASS LGA),10.413,0.019,0.019,mag,181999994000000.0,0.07,0.0012358,0.0012358,,,12739999580000.0,224915592585.2,224915592585.2,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
62,K' (UH),10.62,0.07,0.07,mag,141000001000000.0,0.04011,0.002586,0.002586,,,5655510040110.0,364626002586.0,364626002586.0,,,2.2m,QUIRC,2.12,microns,flux in fixed aperture,2000ApJ...529..170S
63,K' (UH),10.9,0.1,0.1,mag,141000001000000.0,0.03099,0.002855,0.002855,,,4369590030990.0,402555002855.0,402555002855.0,,,2.2m,QUIRC,2.12,microns,flux in fixed aperture,2000ApJ...529..170S
64,Ks (2MASS) AB,11.66,0.05,0.05,mag,138999997923328.0,0.07872,0.003625,0.003625,,,10942079836524.4,503874992472.064,503874992472.064,,,1.3m,256x256 NICMOS3,21590.0,A,flux in fixed aperture,2014ApJS..212...18B
65,Ks (2MASS) AB,11.64,0.05,0.05,mag,138999997923328.0,0.07997,0.003683,0.003683,,,11115829833928.5,511936992351.617,511936992351.617,,,1.3m,256x256 NICMOS3,21590.0,A,flux in fixed aperture,2014ApJS..212...18B
66,K_s_14arcsec (2MASS),10.548,0.018,0.018,mag,138000000000000.0,0.040253,0.00067287,0.00067287,,,5554914000000.0,92856060000.0,92856060000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux in fixed aperture,20032MASX.C.......:
67,K_Kron (2MASS LGA),9.957,0.023,0.023,mag,138000000000000.0,0.069374,0.0014853,0.0014853,,,9573612000000.0,204971400000.0,204971400000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
68,K_tot (2MASS LGA),9.852,0.036,0.036,mag,138000000000000.0,0.076418,0.0025763,0.0025763,,,10545684000000.0,355529400000.0,355529400000.0,,,1.3m,256x256 NICMOS3,2.17,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
69,K_20 (2MASS LGA),9.957,0.023,0.023,mag,138000000000000.0,0.069374,0.0014853,0.0014853,,,9573612000000.0,204971400000.0,204971400000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
70,F_K (total),2.09,1.5,1.5,log(mJy),137000003000000.0,0.12303,0.031855,0.031855,,,16855110369090.0,4364135095565.0,4364135095565.0,,,"1.0m, 2.1m",InSb detector,2.194,microns,corrected to total flux from single aperture measurements,1995ApJ...453..616S
71,K (ESO/SPM),41.4,2.76,2.76,mJy,135999997000000.0,0.0414,0.0027572,0.0027572,,,5630399875800.0,374979191728.4,374979191728.4,,,"1.0m, 2.1m",InSb detector,2.21,microns,flux in fixed aperture,1995ApJ...453..616S
72,W1 (WISE),10.068,0.022,0.022,mag,89499996520448.0,0.02907,0.0005891,0.0005891,,,2601764898849.42,52724447950.1959,52724447950.1959,,,WISE,1024x1024 pixel detector array,3.35,microns,from fitting to map,2014A&A...570A.110Z
73,W1 (WISE),9.39,0.011,0.011,mag,89499996520448.0,0.05429,0.00055,0.00055,,,4858954811095.12,49224998086.2464,49224998086.2464,,,WISE,1024x1024 pixel detector array,3.35,microns,flux in fixed aperture,2017ApJ...850...68C
74,3.4 microns WISE AB,12.31,0.1,0.1,mag,89300003717120.0,0.04321,0.00398,0.00398,,,3858653160616.76,355414014794.138,355414014794.138,,,WISE,1024x1024 pixel detector array,33570.0,A,flux in fixed aperture,2014ApJS..212...18B
75,3.4 microns WISE AB,12.3,0.1,0.1,mag,89300003717120.0,0.04359,0.004015,0.004015,,,3892587162029.26,358539514924.237,358539514924.237,,,WISE,1024x1024 pixel detector array,33570.0,A,flux in fixed aperture,2014ApJS..212...18B
76,3.6 microns IRAC AB,12.26,0.1,0.1,mag,84600000872448.0,0.04533,0.004175,0.004175,,,3834918039548.07,353205003642.47,353205003642.47,,,Spitzer,IRAC,35440.0,A,flux in fixed aperture,2014ApJS..212...18B
77,3.6 microns IRAC AB,12.25,0.1,0.1,mag,84600000872448.0,0.04571,0.00421,0.00421,,,3867066039879.6,356166003673.006,356166003673.006,,,Spitzer,IRAC,35440.0,A,flux in fixed aperture,2014ApJS..212...18B
78,4.5 microns IRAC AB,12.36,0.1,0.1,mag,66799999647744.0,0.0415,0.003822,0.003822,,,2772199985381.38,255309598653.678,255309598653.678,,,Spitzer,IRAC,44870.0,A,flux in fixed aperture,2014ApJS..212...18B
79,4.5 microns IRAC AB,12.35,0.1,0.1,mag,66799999647744.0,0.04177,0.003847,0.003847,,,2790235985286.27,256979598644.871,256979598644.871,,,Spitzer,IRAC,44870.0,A,flux in fixed aperture,2014ApJS..212...18B
80,W2 (WISE),8.941,0.019,0.019,mag,65199998500864.0,0.04556,0.0007973,0.0007973,,,2970511931699.36,51983958804.7389,51983958804.7389,,,WISE,1024x1024 pixel detector array,4.6,microns,flux in fixed aperture,2017ApJ...850...68C
81,W2 (WISE),9.327,0.019,0.019,mag,65199998500864.0,0.03193,0.0005588,0.0005588,,,2081835952132.59,36433759162.2828,36433759162.2828,,,WISE,1024x1024 pixel detector array,4.6,microns,from fitting to map,2014A&A...570A.110Z
82,4.6 microns WISE AB,12.42,0.1,0.1,mag,65099997904896.0,0.0391,0.003602,0.003602,,,2545409918081.43,234490192453.435,234490192453.435,,,WISE,1024x1024 pixel detector array,46060.0,A,flux in fixed aperture,2014ApJS..212...18B
83,4.6 microns WISE AB,12.43,0.1,0.1,mag,65099997904896.0,0.03885,0.003578,0.003578,,,2529134918605.21,232927792503.718,232927792503.718,,,WISE,1024x1024 pixel detector array,46060.0,A,flux in fixed aperture,2014ApJS..212...18B
84,5.8 microns IRAC AB,11.27,0.1,0.1,mag,52499998310400.0,0.1132,0.01043,0.01043,,,5942999808737.28,547574982377.472,547574982377.472,,,Spitzer,IRAC,57100.0,A,flux in fixed aperture,2014ApJS..212...18B
85,5.8 microns IRAC AB,11.26,0.1,0.1,mag,52499998310400.0,0.1138,0.01048,0.01048,,,5974499807723.52,550199982292.992,550199982292.992,,,Spitzer,IRAC,57100.0,A,flux in fixed aperture,2014ApJS..212...18B
86,6 microns (Spitzer),69.3,,,mJy,50000000188416.0,0.0693,,,,,3465000013057.23,,,,,Spitzer,IRS,6.0,microns,flux integrated from map or image,2009ApJS..182..628V
87,LW2 (ISOCAM),191.0,10.0,10.0,mJy,44400000400000.0,0.191,0.0191,0.0191,,,8480400076400.0,848040007640.0,848040007640.0,,,ISO,ISOCAM,6.75,microns,flux in fixed aperture,2004A&A...419..501F
88,8.0 microns IRAC AB,10.16,0.1,0.1,mag,38200001167360.0,0.3135,0.02887,0.02887,,,11975700365967.4,1102834033701.68,1102834033701.68,,,Spitzer,IRAC,78410.0,A,flux in fixed aperture,2014ApJS..212...18B
89,8.0 microns IRAC AB,10.16,0.1,0.1,mag,38200001167360.0,0.3147,0.02898,0.02898,,,12021540367368.2,1107036033830.09,1107036033830.09,,,Spitzer,IRAC,78410.0,A,flux in fixed aperture,2014ApJS..212...18B
90,7.9 microns Spitzer,582.2,,,mJy,37899999379456.0,0.5822,,,,,22065379638719.3,,,,,Spitzer,IRS,7.9,microns,flux integrated from map or image,2011ApJ...730...19S
91,8 microns (Spitzer),500.0,5.0,5.0,mJy,37500001189888.0,0.5,0.025,0.025,,,18750000594944.0,937500029747.2,937500029747.2,,,Spitzer,IRS,8.0,microns,peak flux,2009ApJ...698.1682W
92,10 microns (ISO),0.147,30.0,30.0,Jy,30000000500000.0,0.147,0.0441,0.0441,,,4410000073500.0,1323000022050.0,1323000022050.0,,,ISO,ISOPHOT,10.0,microns,flux in fixed aperture,2001A&A...379..823K
93,10.8 microns MIRLIN,142.0,8.0,8.0,mJy,27800000000000.0,0.142,0.008,0.008,,,3947600000000.0,222400000000.0,222400000000.0,,,Hale 5m,MIRLIN,10.8,microns,flux in fixed aperture,2004ApJ...605..156G
94,W3 (WISE),4.587,0.015,0.015,mag,25899999166464.0,0.4633,0.006401,0.006401,,,11999469613822.8,165785894664.536,165785894664.536,,,WISE,1024x1024 pixel detector array,11.56,microns,from fitting to map,2014A&A...570A.110Z
95,W3 (WISE),4.411,0.018,0.018,mag,25899999166464.0,0.5449,0.009033,0.009033,,,14112909545806.2,233954692470.669,233954692470.669,,,WISE,1024x1024 pixel detector array,11.56,microns,total flux; beam filling or dilution corrected,2017ApJ...850...68C
96,12 microns WISE AB,9.66,0.1,0.1,mag,25400000380928.0,0.497,0.04577,0.04577,,,12623800189321.2,1162558017435.07,1162558017435.07,,,WISE,1024x1024 pixel detector array,118100.0,A,flux in fixed aperture,2014ApJS..212...18B
97,12 microns WISE AB,9.66,0.1,0.1,mag,25400000380928.0,0.4957,0.04566,0.04566,,,12590780188826.0,1159764017393.17,1159764017393.17,,,WISE,1024x1024 pixel detector array,118100.0,A,flux in fixed aperture,2014ApJS..212...18B
98,12 microns (ISO),0.6,30.0,30.0,Jy,25199999200000.0,0.6,0.18,0.18,,,15119999520000.0,4535999856000.0,4535999856000.0,,,ISO,ISOPHOT,12.0,microns,flux in fixed aperture,2001A&A...379..823K
99,12 microns (IRAS),0.61,0.021,0.021,Jy,25000000100000.0,0.61,0.021,0.021,,,15250000061000.0,525000002100.0,525000002100.0,,,IRAS,Survey array,12.0,microns,total flux; beam filling or dilution corrected,2003AJ....126.1607S
100,12 microns (IRAS),0.4837,5.0,5.0,Jy,24979999600000.0,0.4837,0.02419,0.02419,,,12082825806520.0,604266190324.0,604266190324.0,,,IRAS,Survey array,12.0,microns,flux in fixed aperture,1990IRASF.C...0000M
101,12 microns (IRAS),0.64,0.029,0.029,Jy,24979999600000.0,0.64,0.029,0.029,,,15987199744000.0,724419988400.0,724419988400.0,,,IRAS,Survey array,12.0,microns,integrated from scans,1989AJ.....98..766S
102,14 microns (IRS),0.93,,,Jy,21399999600000.0,0.93,,,,,19901999628000.0,,,,,Spitzer,IRS,14.0,microns,flux integrated from map or image,2007ApJ...659..296L
103,LW3 (ISOCAM),765.0,20.0,20.0,mJy,19999999700000.0,0.765,0.153,0.153,,,15299999770500.0,3059999954100.0,3059999954100.0,,,ISO,ISOCAM,15.0,microns,flux in fixed aperture,2004A&A...419..501F
104,15 microns (Spitzer),1116.3,,,mJy,19999999655936.0,1.116,,,,,22319999616024.6,,,,,Spitzer,IRS,15.0,microns,flux integrated from map or image,2009ApJS..182..628V
105,15 microns (ISO),1.14,30.0,30.0,Jy,19800000600000.0,1.14,0.342,0.342,,,22572000684000.0,6771600205200.0,6771600205200.0,,,ISO,ISOPHOT,15.0,microns,flux in fixed aperture,2001A&A...379..823K
106,18 microns (AKARI),2.261,,,Jy,16699999911936.0,2.261,,,,,37758699800887.3,,,,,AKARI,IRC,18.0,microns,not reported in paper,2015ApJ...814...11T
107,20 microns (Spitzer),2148.1,,,mJy,15000000266240.0,2.148,,,,,32220000571883.5,,,,,Spitzer,IRS,20.0,microns,flux integrated from map or image,2009ApJS..182..628V
108,W4 (WISE),0.367,0.013,0.013,mag,13600000311296.0,5.964,0.07141,0.07141,,,81110401856569.3,971176022229.647,971176022229.647,,,WISE,1024x1024 pixel detector array,22.08,microns,total flux; beam filling or dilution corrected,2017ApJ...850...68C
109,W4 (WISE),0.644,0.008,0.008,mag,13600000311296.0,4.621,0.03405,0.03405,,,62845601438498.8,463080010599.629,463080010599.629,,,WISE,1024x1024 pixel detector array,22.08,microns,from fitting to map,2014A&A...570A.110Z
110,22 microns WISE AB,7.43,0.1,0.1,mag,13499999715328.0,3.861,0.3556,0.3556,,,52123498900881.4,4800599898770.64,4800599898770.64,,,WISE,1024x1024 pixel detector array,221400.0,A,flux in fixed aperture,2014ApJS..212...18B
111,22 microns WISE AB,7.14,0.1,0.1,mag,13499999715328.0,5.05,0.4652,0.4652,,,68174998562406.4,6280199867570.59,6280199867570.59,,,WISE,1024x1024 pixel detector array,221400.0,A,flux in fixed aperture,2014ApJS..212...18B
112,22 microns WISE AB,7.14,0.1,0.1,mag,13499999715328.0,5.043,0.4645,0.4645,,,68080498564399.1,6270749867769.86,6270749867769.86,,,WISE,1024x1024 pixel detector array,221400.0,A,flux in fixed aperture,2014ApJS..212...18B
113,22 microns WISE AB,7.43,0.1,0.1,mag,13499999715328.0,3.856,0.3551,0.3551,,,52055998902304.8,4793849898912.97,4793849898912.97,,,WISE,1024x1024 pixel detector array,221400.0,A,flux in fixed aperture,2014ApJS..212...18B
114,24 microns MIPS AB,7.03,0.1,0.1,mag,12799999737856.0,5.573,0.5133,0.5133,,,71334398539071.5,6570239865441.49,6570239865441.49,,,Spitzer,MIPS,235100.0,A,flux in fixed aperture,2014ApJS..212...18B
115,24 microns MIPS AB,7.04,0.1,0.1,mag,12799999737856.0,5.566,0.5126,0.5126,,,71244798540906.5,6561279865624.99,6561279865624.99,,,Spitzer,MIPS,235100.0,A,flux in fixed aperture,2014ApJS..212...18B
