No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),9e-14,,,erg/cm^2/s,1.45000006314413e+18,6.20689628142823e-09,,,,,9000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,2-10 keV (ASCA),4e-13,,,erg/cm^2/s,1.45000006e+18,2.75862057550536e-08,,,,,40000000000.0,,,,,ASCA,GIS,6.0,keV,flux integrated from map or image,2001ApJS..133....1U
3,0.3-10 keV (Chandra),1.37e-14,6.4e-15,6.4e-15,erg/cm^2/s,1.2499999975633e+18,1.0960000021365e-09,5.12000000998072e-10,5.12000000998072e-10,,,1370000000.0,640000000.0,640000000.0,,,Chandra,ACIS-S3,5.15,keV,from fitting to map,2011ApJ...734...33J
4,0.7-7 keV (ASCA),6.1e-13,,,erg/cm^2/s,9.30999995e+17,6.55209455720781e-08,,,,,61000000000.0,,,,,ASCA,GIS,3.85,keV,flux integrated from map or image,2001ApJS..133....1U
5,2-7 keV Chandra,5.1473e-14,8.4038e-15,8.4038e-15,erg/cm^2/s,9.18835911992269e+17,5.60202588253191e-09,9.14616470617522e-10,9.14616470617522e-10,,,5147342560.7805,840382458.903001,840382458.903001,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
6,0.5-7 keV Chandra,2.4575e-13,7.5989e-15,7.5989e-15,erg/cm^2/s,5.56137525679531e+17,4.4187996413716e-08,1.36636442698146e-09,1.36636442698146e-09,,,24574602990.26,759886531.597997,759886531.597997,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
7,0.2-4 keV (EINSTEIN),7.65e-13,,,erg/cm^2/s,5.24599984e+17,1.45825395221514e-07,,,,,76500000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
8,1.2-2 keV Chandra,4.3146e-14,2.4057e-15,2.4057e-15,erg/cm^2/s,3.77206321765247e+17,1.14382307364041e-08,6.37767348483406e-10,6.37767348483406e-10,,,4314572943.5812,240569875.6634,240569875.6634,,,Chandra,"ACIS, HRC-I",1.56,keV,flux in fixed aperture,2020CSC...C2..0000:
9,0.7-2 keV (ASCA),3e-13,,,erg/cm^2/s,3.26000009e+17,9.20245373367459e-08,,,,,30000000000.0,,,,,ASCA,GIS,1.35,keV,flux integrated from map or image,2001ApJS..133....1U
10,0.5-1.2 keV Chandra,1.5155e-13,4.4892e-15,4.4892e-15,erg/cm^2/s,2.22455010271813e+17,6.81256670539611e-08,2.01802548676012e-09,2.01802548676012e-09,,,15154895964.263,448919880.386001,448919880.386001,,,Chandra,"ACIS, HRC-I",0.92,keV,flux in fixed aperture,2020CSC...C2..0000:
