No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,FUV (GALEX) AB,13.45,,,mag,1980000060000000.0,0.0151,,,,,29898000906000.0,,,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2007ApJS..173..404B
2,FUV (GALEX) AB,13.44,,,mag,1980000060000000.0,0.0153,,,,,30294000918000.0,,,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2007ApJS..173..404B
3,FUV (GALEX),13.66,0.63,0.63,mJy,1960000004030500.0,0.01366,0.00063,0.00063,,,26773600055056.6,1234800002539.22,1234800002539.22,,,GALEX,FUV detector,1528.0,A,flux in fixed aperture,2011ApJ...741..124H
4,FUV (GALEX) AB,13.59,0.01,0.01,mag,1960000004030460.0,0.01331,0.0001225,0.0001225,,,26087600053645.4,240100000493.731,240100000493.731,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
5,NUV (GALEX),22.41,0.62,0.62,mJy,1319999947931600.0,0.02241,0.00062,0.00062,,,29581198833147.2,818399967717.592,818399967717.592,,,GALEX,NUV detector,2271.0,A,flux in fixed aperture,2011ApJ...741..124H
6,NUV (GALEX) AB,12.96,0.01,0.01,mag,1300000030064640.0,0.02377,0.0002189,0.0002189,,,30901000714636.5,284570006581.15,284570006581.15,,,GALEX,NUV detector,2310.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
7,U (U_T^0),10.5,,,mag,818999999000000.0,0.1142,,,,,93529799885800.0,,,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
8,U (U_T),10.98,0.12,0.12,mag,818999999000000.0,0.0734,0.008609,0.008609,,,60114599926600.0,7050770991391.0,7050770991391.0,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
9,B (B_T),11.0,0.12,0.12,mag,681000015000000.0,0.1696,0.01982,0.01982,,,115497602544000.0,13497420297300.0,13497420297300.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
10,B (m_B),11.02,0.25,0.25,mag,681000015000000.0,0.1665,0.04311,0.04311,,,113386502497500.0,29357910646650.0,29357910646650.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
