No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,100 MeV-100 GeV LAT,1.43e-11,4.6e-12,4.6e-12,erg/cm^2/s,1.2099999965805e+25,1.18181818515804e-13,3.80165290330558e-14,3.80165290330558e-14,,,1430000000000.0,460000000000.0,460000000000.0,,,Fermi,LAT,50050.0,MeV,from fitting to map,2010ApJS..188..405A
2,100-200 keV INTEGRAL,1.0756e-10,2.39e-11,2.39e-11,erg/cm^2/s,3.6300000358048e+19,2.96418729858619e-07,6.58402197362546e-08,6.58402197362546e-08,,,10760000000000.0,2390000000000.0,2390000000000.0,,,INTEGRAL,IBIS/ISGRI,150.0,keV,flux integrated from map or image,2010A&A...522A..68T
3,100-150 keV INTEGRAL,6e-11,3e-12,3e-12,erg/cm^2/s,3.02000000071002e+19,1.98675496642032e-07,9.9337748321016e-09,9.9337748321016e-09,,,6000000000000.0,300000000000.0,300000000000.0,,,INTEGRAL,IBIS,125.0,keV,not reported in paper,2015MNRAS.448.3766K
4,14-195 keV (Swift),1.6803e-09,,,erg/cm^2/s,2.53000000496374e+19,6.64031619250561e-06,,,,,168000000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
5,14-195 keV (Swift),1.94e-10,,,erg/cm^2/s,2.53000000496374e+19,7.6679841746791e-07,,,,,19400000000000.0,,,,,Swift,"BAT, XRT",104.5,keV,modelled datum,2008ApJ...681..113T
6,14-195 keV (XMM),3.01e-10,,,erg/cm^2/s,2.53000000496374e+19,1.18972331782392e-06,,,,,30100000000000.0,,,,,Swift,BAT,104.5,keV,not reported in paper,2012A&A...537A..87C
7,14-195 keV (Swift),2.849e-10,,,erg/cm^2/s,2.53000000496374e+19,1.12608695431241e-06,,,,,28490000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
8,14-195 keV (Swift),2.8211e-10,2.7913e-10,2.7913e-10,erg/cm^2/s,2.53000000496374e+19,1.11501976065823e-06,1.10316205317162e-06,1.10316205317162e-06,,,28210000000000.0,27910000000000.0,27910000000000.0,,,Swift,BAT,104.5,keV,from fitting to map,2018ApJS..235....4O
9,14-195 keV (Swift),3.298e-10,7.7e-12,7.7e-12,erg/cm^2/s,2.5300000049637e+19,1.30355730969547e-06,3.04347825489845e-08,3.04347825489845e-08,,,32980000000000.0,770000000000.0,770000000000.0,,,Swift,BAT,104.5,keV,flux integrated from map or image,2010ApJS..186..378T
10,15-150 keV (Swift),2.4e-10,3.4e-12,3.4e-12,erg/cm^2/s,1.9899999378467e+19,1.20603018842149e-06,1.70854276693044e-08,1.70854276693044e-08,,,24000000000000.0,340000000000.0,340000000000.0,,,Swift,BAT,82.5,keV,modelled datum,2010A&A...524A..64C
