No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),1.02e-12,,,erg/cm^2/s,1.45000006314413e+18,7.03448245228533e-08,,,,,102000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,2-10 keV,1.1e-15,,,W/m^2,1.45000006e+18,7.58620658263973e-08,,,,,110000000000.0,,,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
3,2-10 keV (ASCA),8.3e-13,,,erg/cm^2/s,1.45000006e+18,5.72413769417361e-08,,,,,83000000000.0,,,,,ASCA,GIS,6.0,keV,flux integrated from map or image,2001ApJS..133....1U
4,2-10 keV,9e-16,,,W/m^2,1.45000006e+18,6.20689629488705e-08,6.20689629488705e-08,6.20689629488705e-08,,,90000000000.0,90000000000.0,90000000000.0,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
5,0.7-7 keV (ASCA),1.19e-12,,,erg/cm^2/s,9.30999995e+17,1.27819549558644e-07,,,,,119000000000.0,,,,,ASCA,GIS,3.85,keV,flux integrated from map or image,2001ApJS..133....1U
6,0.7-2 keV (ASCA),5.7e-13,,,erg/cm^2/s,3.26000009e+17,1.74846620939817e-07,,,,,57000000000.0,,,,,ASCA,GIS,1.35,keV,flux integrated from map or image,2001ApJS..133....1U
7,0.1-2.4 keV (ROSAT),1.45e-12,2.51e-13,2.51e-13,erg/cm^2/s,3.25000003e+17,4.46153842035503e-07,7.72307685178698e-08,7.72307685178698e-08,,,145000000000.0,25100000000.0,25100000000.0,,,ROSAT,?,1.3,keV,flux integrated from map or image,1994A&A...281..355B
8,FUV (GALEX) AB,14.68,0.08,0.08,mag,1980000056115200.0,0.004876,0.0003592,0.0003592,,,9654480273617.71,711216020156.58,711216020156.58,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2010A&A...511A..29M
9,FUV (GALEX),-2.078,0.001,0.001,log(Jy),1980000056115200.0,0.008356,1.924e-05,1.924e-05,,,16544880468898.6,38095201079.6564,38095201079.6564,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2010ApJ...725.2029H
10,FUV (GALEX),14.72,0.01,0.01,mag,1949999977988100.0,0.0006739,6.207e-06,6.207e-06,,,1314104985166.18,12103649863.3721,12103649863.3721,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
11,FUV (GALEX),14.65,0.03,0.03,mag,1949999977988100.0,0.0007188,1.986e-05,1.986e-05,,,1401659984177.85,38726999562.8437,38726999562.8437,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
12,NUV (GALEX) AB,13.75,0.02,0.02,mag,1319999950000000.0,0.01148,0.0002115,0.0002115,,,15153599426000.0,279179989425.0,279179989425.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
13,NUV (GALEX),-1.832,0.001,0.001,log(Jy),1319999947931600.0,0.01472,3.39e-05,3.39e-05,,,19430399233553.2,44747998234.8812,44747998234.8812,,,GALEX,NUV detector,2271.0,A,flux in fixed aperture,2010ApJ...725.2029H
14,NUV (GALEX) AB,13.94,0.04,0.04,mag,1319999947931600.0,0.009639,0.0003551,0.0003551,,,12723479498112.7,468731981510.511,468731981510.511,,,GALEX,NUV detector,2267.0,A,flux in fixed aperture,2010A&A...511A..29M
15,NUV (GALEX),13.68,0.03,0.03,mag,1290000004022270.0,0.00266,7.349e-05,7.349e-05,,,3431400010699.24,94802100295.5966,94802100295.5966,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
16,NUV (GALEX),13.85,0.01,0.01,mag,1290000004022270.0,0.002274,2.095e-05,2.095e-05,,,2933460009146.64,27025500084.2666,27025500084.2666,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
17,U (U_T^0),10.68,,,mag,818999999000000.0,0.09676,,,,,79246439903240.0,,,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
18,U (U_T),11.05,0.1,0.1,mag,818999999000000.0,0.06881,0.006777,0.006777,,,56355389931190.0,5550362993223.0,5550362993223.0,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
19,B (Cousins) (B_T),10.8,0.09,0.09,mag,681000015000000.0,0.2043,0.01766,0.01766,,,139128303064500.0,12026460264900.0,12026460264900.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
20,B (B_T),10.76,0.1,0.1,mag,681000015000000.0,0.2115,0.02041,0.02041,,,144031503172500.0,13899210306150.0,13899210306150.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
21,B (m_B),10.74,0.15,0.15,mag,681000015000000.0,0.2155,0.03192,0.03192,,,146755503232500.0,21737520478800.0,21737520478800.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
22,B (Cousins) (B_26),10.82,0.09,0.09,mag,681000015000000.0,0.1993,0.01722,0.01722,,,135723302989500.0,11726820258300.0,11726820258300.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
23,B (Cousins) (B_25),10.87,0.09,0.09,mag,681000015000000.0,0.1907,0.01649,0.01649,,,129866702860500.0,11229690247350.0,11229690247350.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
24,B (B_T^0),10.45,,,mag,681000015000000.0,0.2815,,,,,191701504222500.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
