No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,14-195 keV (Swift),4.7e-11,,,erg/cm^2/s,2.53000000496374e+19,1.85770750623669e-07,,,,,4700000000000.0,,,,,Swift,"BAT, XRT",104.5,keV,modelled datum,2008ApJ...681..113T
2,14-195 keV (Swift),6.9e-11,6.569e-11,6.569e-11,erg/cm^2/s,2.53000000496374e+19,2.72727272192195e-07,2.59644268265294e-07,2.59644268265294e-07,,,6900000000000.0,6569000000000.0,6569000000000.0,,,Swift,BAT,104.5,keV,from fitting to map,2018ApJS..235....4O
3,14-195 keV (Swift),3.482e-10,,,erg/cm^2/s,2.53000000496374e+19,1.37628458228003e-06,,,,,34820000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
4,14-195 keV (Swift),7.22e-11,,,erg/cm^2/s,2.53000000496374e+19,2.85375493511253e-07,,,,,7220000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
5,14-195 keV (Swift),7.3e-11,6.2e-12,6.2e-12,erg/cm^2/s,2.5300000049637e+19,2.88537548841022e-07,2.45059288056759e-08,2.45059288056759e-08,,,7300000000000.0,620000000000.0,620000000000.0,,,Swift,BAT,104.5,keV,flux integrated from map or image,2010ApJS..186..378T
6,15-150 keV (Swift),6.4e-11,4.7e-12,4.7e-12,erg/cm^2/s,1.9899999378467e+19,3.21608050245729e-07,2.36180911899208e-08,2.36180911899208e-08,,,6400000000000.0,470000000000.0,470000000000.0,,,Swift,BAT,82.5,keV,modelled datum,2010A&A...524A..64C
7,14-150 keV (Swift),3.047e-10,,,erg/cm^2/s,1.98000009949437e+19,1.53888881156022e-06,,,,,30470000000000.0,,,,,Swift,BAT,82.0,keV,modelled datum,2017ApJS..233...17R
8,40-100 keV INTEGRAL,3.65e-11,,,erg/cm^2/s,1.6899999494266e+19,2.15976337824058e-07,,,,,3650000000000.0,,,,,INTEGRAL,"IBI/ISGRI, JEM-X, OMC",70.0,keV,modelled datum,2009A&A...505..417B
9,17-60 keV (INTEGRAL),4.66e-11,1.38e-11,1.38e-11,erg/cm^2/s,9.31000036e+18,5.00537037573219e-07,1.48227706405803e-07,1.48227706405803e-07,,,4660000000000.0,1380000000000.0,1380000000000.0,,,INTEGRAL,IBIS/ISGRI,38.5,keV,flux integrated from map or image,2007A&A...462...57S
10,15-55 keV (Swift),4.2e-11,3.5e-12,3.5e-12,erg/cm^2/s,8.4599998053876e+18,4.96453912129561e-07,4.13711593441301e-08,4.13711593441301e-08,,,4200000000000.0,350000000000.0,350000000000.0,,,Swift,BAT,35.0,keV,flux integrated from map or image,2009ApJ...699..603A
11,20-50 keV (Swift),1.289e-10,,,erg/cm^2/s,8.45999980538757e+18,1.52364069698811e-06,,,,,12890000000000.0,,,,,Swift,BAT,35.0,keV,modelled datum,2017ApJS..233...17R
12,20-40 keV (INTEGRAL),2.09e-11,,,erg/cm^2/s,7.2499999034038e+18,2.88275865909842e-07,,,,,2090000000000.0,,,,,INTEGRAL,"IBI/ISGRI, JEM-X, OMC",30.0,keV,modelled datum,2009A&A...505..417B
13,2-10 keV (Swift),4.111e-10,,,erg/cm^2/s,1.45000006314413e+18,2.83517229032794e-05,,,,,41110000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
14,2-10 keV (XMM),1.91e-12,,,erg/cm^2/s,1.45000006314413e+18,1.31724132194755e-07,,,,,191000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
15,2-10 keV (Swift),2e-12,,,erg/cm^2/s,1.45000006314413e+18,1.37931028476183e-07,,,,,200000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
16,2-10 keV (Chandra),2.9e-12,,,erg/cm^2/s,1.4500000631441e+18,1.99999991290469e-07,,,,,290000000000.0,,,,,Chandra,HETGS,6.0,keV,modelled datum,2011ApJ...738..147S
17,2-10 keV (XMM),2.521e-12,1.177e-12,1.177e-12,erg/cm^2/s,1.4500000631441e+18,1.73862061394232e-07,8.11724102582353e-08,8.11724102582353e-08,,,252100000000.0,117700000000.0,117700000000.0,,,XMM-Newton,EPIC,6.0,keV,flux integrated from map or image,2009A&A...506.1107G
