No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-8 keV (Chandra),7.21e-13,1.5e-14,1.5e-14,erg/cm^2/s,1.00400001e+18,7.18127482887176e-08,1.49402388950175e-09,1.49402388950175e-09,,,72100000000.0,1500000000.0,1500000000.0,,,Chandra,ACIS-S3,4.15,keV,flux integrated from map or image,2005MNRAS.358.1423O
2,0.3-8 keV (Chandra),2.05e-13,1e-14,1e-14,erg/cm^2/s,1.00400001e+18,2.04183264898573e-08,9.96015926334503e-10,9.96015926334503e-10,,,20500000000.0,1000000000.0,1000000000.0,,,Chandra,ACIS-S3,4.15,keV,flux integrated from map or image,2005MNRAS.358.1423O
3,0.2-4 keV (EINSTEIN),1.931e-12,,,erg/cm^2/s,5.24599984e+17,3.68089984539534e-07,,,,,193100000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
4,0.2-4 keV (EINSTEIN),,,,erg/cm^2/s,5.24599984e+17,,,,5.29927580020666e-07,,,,,278000000000.0,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
5,1457 A (HST/STIS),1.73e-14,5.0,5.0,erg/cm^2/s/A,2060000000000000.0,0.001227,6.133e-05,6.133e-05,,,2527620000000.0,126339800000.0,126339800000.0,,,HST,STIS,1457.0,A,flux integrated from map or image,2006ApJS..164...52S
6,1482A (IUE),1.17e-14,1.6e-15,1.6e-15,erg/cm^2/s/A,2022890000000000.0,0.0008583,0.0001174,0.0001174,,,1736246487000.0,237487286000.0,237487286000.0,,,IUE,"SWP, LWR, LWP",1482.0,A,flux in fixed aperture,1993ApJS...86....5K
7,FUV (GALEX) AB,15.38,0.01,0.01,mag,1980000060000000.0,0.002559,2.357e-05,2.357e-05,,,5066820153540.0,46668601414.2,46668601414.2,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
8,FUV (GALEX),372.46,17.16,17.16,mJy,1960000004030500.0,0.3725,0.01716,0.01716,,,730100001501361.0,33633600069163.4,33633600069163.4,,,GALEX,FUV detector,1528.0,A,flux in fixed aperture,2011ApJ...741..124H
9,FUV (GALEX),10.0,0.02,0.02,mag,1949999977988100.0,0.05207,0.0009592,0.0009592,,,101536498853840.0,1870439978886.19,1870439978886.19,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
10,FUV (GALEX),10.01,0.01,0.01,mag,1949999977988100.0,0.0516,0.0004752,0.0004752,,,100619998864186.0,926639989539.945,926639989539.945,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
11,1913A (IUE),8.1e-15,1.2e-15,1.2e-15,erg/cm^2/s/A,1567129950000000.0,0.0009901,0.0001467,0.0001467,,,1551615363495.0,229897963665.0,229897963665.0,,,IUE,"SWP, LWR, LWP",1913.0,A,flux in fixed aperture,1993ApJS...86....5K
12,NUV (GALEX) AB,14.82,0.01,0.01,mag,1319999950000000.0,0.004286,3.947e-05,3.947e-05,,,5657519785700.0,52100398026.5,52100398026.5,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
13,NUV (GALEX),671.21,18.62,18.62,mJy,1319999947931600.0,0.6712,0.01862,0.01862,,,885983965051690.0,24578399030486.4,24578399030486.4,,,GALEX,NUV detector,2271.0,A,flux in fixed aperture,2011ApJ...741..124H
14,NUV (GALEX),9.23,0.01,0.01,mag,1290000004022270.0,0.1603,0.001476,0.001476,,,206787000644770.0,1904040005936.87,1904040005936.87,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
15,NUV (GALEX),9.21,0.04,0.04,mag,1290000004022270.0,0.1632,0.006014,0.006014,,,210528000656434.0,7758060024189.93,7758060024189.93,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
16,2373A (IUE),6.9e-15,1.3e-15,1.3e-15,erg/cm^2/s/A,1263350000000000.0,0.001298,0.0002445,0.0002445,,,1639828300000.0,308889075000.0,308889075000.0,,,IUE,"SWP, LWR, LWP",2373.0,A,flux in fixed aperture,1993ApJS...86....5K
17,2700A (IUE),1.33e-14,7e-16,7e-16,erg/cm^2/s/A,1110339980000000.0,0.003238,0.0001704,0.0001704,,,3595280855240.0,189201932592.0,189201932592.0,,,IUE,"SWP, LWR, LWP",2700.0,A,flux in fixed aperture,1993ApJS...86....5K
18,U (U_T),11.72,0.09,0.09,mag,818999999000000.0,0.03713,0.00329,0.00329,,,30409469962870.0,2694509996710.0,2694509996710.0,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
19,B (B_T),11.86,0.09,0.09,mag,681000015000000.0,0.07681,0.006638,0.006638,,,52307611152150.0,4520478099570.0,4520478099570.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
20,B (B_T^0),9.42,,,mag,681000015000000.0,0.7268,,,,,494950810902000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
21,m_p,11.8,0.4,0.4,mag,681000015000000.0,0.081173,0.036157,0.036157,,,55278814217595.0,24622917542355.0,24622917542355.0,,,Oschin Schmidt,Photographic plates,4400.0,A,estimated by eye,1968CGCG4.C...0000Z
22,B (m_B),11.71,0.18,0.18,mag,681000015000000.0,0.08819,0.0159,0.0159,,,60057391322850.0,10827900238500.0,10827900238500.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
23,V (Johnson),11.51,0.06,0.06,mag,542120000000000.0,0.09059,0.005147,0.005147,,,49110650800000.0,2790291640000.0,2790291640000.0,,,60in,Photographic plates,5530.0,A,flux in fixed aperture,1977ApJ...214..359K
24,V (Johnson),11.99,0.06,0.06,mag,542120000000000.0,0.05822,0.003308,0.003308,,,31562226400000.0,1793332960000.0,1793332960000.0,,,60in,Photographic plates,5530.0,A,flux in fixed aperture,1977ApJ...214..359K
25,V (V_T),11.03,0.09,0.09,mag,542000009000000.0,0.141,0.01226,0.01226,,,76422001269000.0,6644920110340.0,6644920110340.0,,,Literature compilation,Literature compilation,5530.0,A,multiple methods,1991RC3.9.C...0000d
26,R_c (OHP),8.98,0.07,0.07,mag,468000004112384.0,0.788,0.05081,0.05081,,,368784003240559.0,23779080208950.2,23779080208950.2,,,1.2m,CCD,6400.0,A,total flux; beam filling or dilution corrected,2015MNRAS.453.2965B
27,R (Johnson),10.69,0.04,0.04,mag,428275013000000.0,0.1472,0.005526,0.005526,,,63042081913600.0,2366647721838.0,2366647721838.0,,,60in,Photographic plates,7000.0,A,flux in fixed aperture,1977ApJ...214..359K
28,R (Johnson),11.21,0.04,0.04,mag,428275013000000.0,0.09121,0.003423,0.003423,,,39062963935730.0,1465985369499.0,1465985369499.0,,,60in,Photographic plates,7000.0,A,flux in fixed aperture,1977ApJ...214..359K
29,J_24,9.06,,,mag,240999993000000.0,0.3784,,,,,91194397351200.0,,,,,"CFHT, 2.1m","CFHT-IR, CAMILA",12450.0,A,total flux; beam filling or dilution corrected,2005AJ....130.1593V
30,J_tot,8.94,,,mag,240999993000000.0,0.4226,,,,,101846597041800.0,,,,,"CFHT, 2.1m","CFHT-IR, CAMILA",12450.0,A,total flux; beam filling or dilution corrected,2005AJ....130.1593V
31,J (CFHT),9.09,,,mag,240999993000000.0,0.3681,,,,,88712097423300.0,,,,,CFHT,CFHT-IR,12450.0,A,total flux; beam filling or dilution corrected,2006AJ....131.1318V
32,J_tot (2MASS LGA),8.823,0.018,0.018,mag,240000004000000.0,0.4707,0.0078685,0.0078685,,,112968001882800.0,1888440031474.0,1888440031474.0,,,1.3m,256x256 NICMOS3,1.25,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
33,J_Kron (2MASS LGA),8.89,0.016,0.016,mag,240000004000000.0,0.44253,0.0065698,0.0065698,,,106207201770120.0,1576752026279.2,1576752026279.2,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
34,J_20 (2MASS LGA),8.957,0.016,0.016,mag,240000004000000.0,0.41605,0.0061764,0.0061764,,,99852001664200.0,1482336024705.6,1482336024705.6,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
35,J_14arcsec (2MASS),11.117,0.015,0.015,mag,240000004000000.0,0.056904,0.00079161,0.00079161,,,13656960227616.0,189986403166.44,189986403166.44,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
36,H_Kron (2MASS LGA),8.241,0.018,0.018,mag,181999994000000.0,0.51749,0.0086504,0.0086504,,,94183176895060.0,1574372748097.6,1574372748097.6,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
37,H_20 (2MASS LGA),8.305,0.017,0.017,mag,181999994000000.0,0.48787,0.0076988,0.0076988,,,88792337072780.0,1401181553807.2,1401181553807.2,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
38,H_14arcsec (2MASS),10.417,0.016,0.016,mag,181999994000000.0,0.069743,0.0010354,0.0010354,,,12693225581542.0,188442793787.6,188442793787.6,,,1.3m,256x256 NICMOS3,1.65,microns,flux in fixed aperture,20032MASX.C.......:
39,H_tot (2MASS LGA),8.176,0.021,0.021,mag,181999994000000.0,0.54941,0.01073,0.01073,,,99992616703540.0,1952859935620.0,1952859935620.0,,,1.3m,256x256 NICMOS3,1.65,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
40,K_s (CFHT),8.14,,,mag,141000001000000.0,0.3698,,,,,52141800369800.0,,,,,CFHT,CFHT-IR,21200.0,A,total flux; beam filling or dilution corrected,2006AJ....131.1318V
41,Ks_tot,8.04,,,mag,141000001000000.0,0.4055,,,,,57175500405500.0,,,,,"CFHT, 2.1m","CFHT-IR, CAMILA",21200.0,A,total flux; beam filling or dilution corrected,2005AJ....130.1593V
42,Ks_23,8.12,,,mag,141000001000000.0,0.3767,,,,,53114700376700.0,,,,,"CFHT, 2.1m","CFHT-IR, CAMILA",21200.0,A,total flux; beam filling or dilution corrected,2005AJ....130.1593V
43,K_20 (2MASS LGA),7.997,0.017,0.017,mag,138000000000000.0,0.42189,0.0066579,0.0066579,,,58220820000000.0,918790200000.0,918790200000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
44,K_tot (2MASS LGA),7.858,0.022,0.022,mag,138000000000000.0,0.47951,0.0098153,0.0098153,,,66172380000000.0,1354511400000.0,1354511400000.0,,,1.3m,256x256 NICMOS3,2.17,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
45,K_Kron (2MASS LGA),7.929,0.018,0.018,mag,138000000000000.0,0.44915,0.0075084,0.0075084,,,61982700000000.0,1036159200000.0,1036159200000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
46,K_s_14arcsec (2MASS),10.127,0.016,0.016,mag,138000000000000.0,0.059319,0.00088058,0.00088058,,,8186022000000.0,121520040000.0,121520040000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux in fixed aperture,20032MASX.C.......:
47,W1 (WISE),7.484,0.011,0.011,mag,89499996520448.0,0.3141,0.003183,0.003183,,,28111948907072.7,284878488924.586,284878488924.586,,,WISE,1024x1024 pixel detector array,3.35,microns,flux in fixed aperture,2017ApJ...850...68C
48,3.6 microns (IRAC),0.287,0.00861,0.00861,Jy,84399999700000.0,0.287,0.00861,0.00861,,,24222799913900.0,726683997417.0,726683997417.0,,,Spitzer,IRAC,3.55,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
49,4.5 microns (IRAC),0.207,0.00622,0.00622,Jy,66699999100000.0,0.207,0.00622,0.00622,,,13806899813700.0,414873994402.0,414873994402.0,,,Spitzer,IRAC,4.493,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
