No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
26,K_tot (2MASS LGA),4.559,0.043,0.043,mag,138000000000000.0,10.009,0.40436,0.40436,,,1381242000000000.0,55801680000000.0,55801680000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
27,K_20 (2MASS LGA),4.879,0.02,0.02,mag,138000000000000.0,7.4541,0.13858,0.13858,,,1028665800000000.0,19124040000000.0,19124040000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
28,K_s_14arcsec (2MASS),8.587,0.015,0.015,mag,138000000000000.0,0.24502,0.0034085,0.0034085,,,33812760000000.0,470373000000.0,470373000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux in fixed aperture,20032MASX.C.......:
29,K_Kron (2MASS LGA),4.591,0.032,0.032,mag,138000000000000.0,9.7184,0.29069,0.29069,,,1341139200000000.0,40115220000000.0,40115220000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
30,2.2 microns,0.389,0.026,0.026,Jy,136269003000000.0,0.389,0.026,0.026,,,53008642167000.0,3542994078000.0,3542994078000.0,,,1.5m,InSb detector,2.2,microns,flux in fixed aperture,1980ApJ...236..441B
31,2.2 microns,0.324,0.022,0.022,Jy,136269003000000.0,0.324,0.022,0.022,,,44151156972000.0,2997918066000.0,2997918066000.0,,,1.5m,InSb detector,2.2,microns,flux in fixed aperture,1980ApJ...236..441B
32,2.2 microns,0.17,0.012,0.012,Jy,136269003000000.0,0.17,0.012,0.012,,,23165730510000.0,1635228036000.0,1635228036000.0,,,1.5m,InSb detector,2.2,microns,flux in fixed aperture,1980ApJ...236..441B
33,2.2 microns,0.1,0.007,0.007,Jy,136269003000000.0,0.1,0.007,0.007,,,13626900300000.0,953883021000.0,953883021000.0,,,1.5m,InSb detector,2.2,microns,flux in fixed aperture,1980ApJ...236..441B
34,2.2 microns,0.071,0.0047,0.0047,Jy,136269003000000.0,0.0708,0.0047,0.0047,,,9647845412400.0,640464314100.0,640464314100.0,,,1.5m,InSb detector,2.2,microns,flux in fixed aperture,1980ApJ...236..441B
35,2.2 microns,0.219,0.015,0.015,Jy,136269003000000.0,0.219,0.015,0.015,,,29842911657000.0,2044035045000.0,2044035045000.0,,,1.5m,InSb detector,2.2,microns,flux in fixed aperture,1980ApJ...236..441B
36,2.2 microns,0.209,0.014,0.014,Jy,136269003000000.0,0.209,0.014,0.014,,,28480221627000.0,1907766042000.0,1907766042000.0,,,1.5m,InSb detector,2.2,microns,flux in fixed aperture,1980ApJ...236..441B
37,W1 (WISE),3.974,0.012,0.012,mag,89499996520448.0,7.964,0.08802,0.08802,,,712777972288848.0,7877789693729.83,7877789693729.83,,,WISE,1024x1024 pixel detector array,3.35,microns,flux in fixed aperture,2017ApJ...850...68C
38,W1 (WISE),7.671,0.078,0.078,Jy,89300003717120.0,7.671,0.078,0.078,,,685020328514028.0,6965400289935.36,6965400289935.36,,,WISE,1024x1024 pixel detector array,3.4,microns,flux in fixed aperture,2013AJ....145....6J
39,3.5 microns,0.042,0.0062,0.0062,Jy,85655002500000.0,0.0417,0.0062,0.0062,,,3571813604250.0,531061015500.0,531061015500.0,,,1.5m,InSb detector,3.5,microns,flux in fixed aperture,1980ApJ...236..441B
40,3.6 microns (IRAC),8.79,0.264,0.264,Jy,84399999700000.0,8.79,0.264,0.264,,,741875997363000.0,22281599920800.0,22281599920800.0,,,Spitzer,IRAC,3.55,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
41,IRAC-1 (Spitzer),7.68,0.155,0.155,Jy,84399999680512.0,7.68,0.155,0.155,,,648191997546332.0,13081999950479.4,13081999950479.4,,,Spitzer,IRAC,3.55,microns,flux in fixed aperture,2013AJ....145....6J
42,4.5 microns (IRAC),3.78,0.113,0.113,Jy,66699999100000.0,3.78,0.113,0.113,,,252125996598000.0,7537099898300.0,7537099898300.0,,,Spitzer,IRAC,4.493,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
43,IRAC-2 (Spitzer),5.168,0.101,0.101,Jy,66699999051776.0,5.168,0.101,0.101,,,344705595099578.0,6736699904229.38,6736699904229.38,,,Spitzer,IRAC,4.493,microns,flux in fixed aperture,2013AJ....145....6J
44,W2 (WISE),3.892,0.02,0.02,mag,65199998500864.0,4.766,0.0878,0.0878,,,310743192855118.0,5724559868375.86,5724559868375.86,,,WISE,1024x1024 pixel detector array,4.6,microns,flux in fixed aperture,2017ApJ...850...68C
45,W2 (WISE),4.83,0.049,0.049,Jy,65099997904896.0,4.83,0.049,0.049,,,314432989880648.0,3189899897339.9,3189899897339.9,,,WISE,1024x1024 pixel detector array,4.6,microns,flux in fixed aperture,2013AJ....145....6J
46,IRAC-3 (Spitzer),7.806,0.218,0.218,Jy,52300001312768.0,7.806,0.218,0.218,,,408253810247467.0,11401400286183.4,11401400286183.4,,,Spitzer,IRAC,5.731,microns,flux in fixed aperture,2013AJ....145....6J
47,5.8 microns (IRAC),9.25,0.277,0.277,Jy,52300001300000.0,9.25,0.277,0.277,,,483775012025000.0,14487100360100.0,14487100360100.0,,,Spitzer,IRAC,5.731,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
48,6 microns (IRS),0.38,,,Jy,50000000200000.0,0.38,,,,,19000000076000.0,,,,,Spitzer,IRS,6.0,microns,flux integrated from map or image,2006ApJ...653.1129B
49,8.0 microns (IRAC),28.8,0.863,0.863,Jy,38100000600000.0,28.8,0.863,0.863,,,1097280017280000.0,32880300517800.0,32880300517800.0,,,Spitzer,IRAC,7.872,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
50,IRAC-4 (Spitzer),22.219,0.553,0.553,Jy,38100000571392.0,22.22,0.553,0.553,,,846582012696330.0,21069300315979.8,21069300315979.8,,,Spitzer,IRAC,7.872,microns,flux in fixed aperture,2013AJ....145....6J
51,8.7 microns,0.347,0.0583,0.0583,Jy,34458900100000.0,0.347,0.0583,0.0583,,,11957238334700.0,2008953875830.0,2008953875830.0,,,Hale 5m,Germanium bolometer,8.7,microns,flux in fixed aperture,1980ApJ...236..441B
52,9.5 microns,0.199,0.055,0.055,Jy,31556999600000.0,0.199,0.055,0.055,,,6279842920400.0,1735634978000.0,1735634978000.0,,,Hale 5m,Germanium bolometer,9.5,microns,flux in fixed aperture,1980ApJ...236..441B
53,10 microns,1.622,0.273,0.273,Jy,29979201000000.0,1.622,0.273,0.273,,,48626264022000.0,8184321873000.0,8184321873000.0,,,Hale 5m,Photometer,10.0,microns,flux in fixed aperture,1980ApJ...236..441B
54,11.2 microns,0.371,0.062,0.062,Jy,26767200900000.0,0.371,0.062,0.062,,,9930631533900.0,1659566455800.0,1659566455800.0,,,Hale 5m,Germanium bolometer,11.2,microns,flux in fixed aperture,1980ApJ...236..441B
55,W3 (WISE),0.107,0.034,0.034,mag,25899999166464.0,28.7,0.8988,0.8988,,,743329976077517.0,23278919250817.8,23278919250817.8,,,WISE,1024x1024 pixel detector array,11.56,microns,total flux; beam filling or dilution corrected,2017ApJ...850...68C
56,W3 (WISE),28.363,0.287,0.287,Jy,25400000380928.0,28.36,0.287,0.287,,,720344010803118.0,7289800109326.34,7289800109326.34,,,WISE,1024x1024 pixel detector array,12.0,microns,flux in fixed aperture,2013AJ....145....6J
57,12 microns (IRAS),14.92,0.034,0.034,Jy,25000000100000.0,14.92,0.034,0.034,,,373000001492000.0,850000003400.0,850000003400.0,,,IRAS,Survey array,12.0,microns,total flux; beam filling or dilution corrected,2003AJ....126.1607S
58,12 microns (IRAS),23.66,15.0,15.0,Jy,24979999600000.0,23.66,3.549,3.549,,,591026790536000.0,88654018580400.0,88654018580400.0,,,IRAS,Survey array,12.0,microns,flux integrated from map or image,1988ApJS...68...91R
59,12 microns (IRAS),3.654,5.0,5.0,Jy,24979999600000.0,3.654,0.1827,0.1827,,,91276918538400.0,4563845926920.0,4563845926920.0,,,IRAS,Survey array,12.0,microns,flux in fixed aperture,1990IRASF.C...0000M
60,12.5 microns,0.49,0.083,0.083,Jy,23983399400000.0,0.49,0.083,0.083,,,11751865706000.0,1990622150200.0,1990622150200.0,,,Hale 5m,Germanium bolometer,12.5,microns,flux in fixed aperture,1980ApJ...236..441B
61,15 microns (IRS),2.71,,,Jy,19999999700000.0,2.71,,,,,54199999187000.0,,,,,Spitzer,IRS,15.0,microns,flux integrated from map or image,2006ApJ...653.1129B
62,18 microns (AKARI),8.835,,,Jy,16699999911936.0,8.835,,,,,147544499221955.0,,,,,AKARI,IRC,18.0,microns,not reported in paper,2015ApJ...814...11T
63,20 microns,1.122,0.363,0.363,Jy,14989600500000.0,1.122,0.363,0.363,,,16818331761000.0,5441224981500.0,5441224981500.0,,,Hale 5m,Photometer,20.0,microns,flux in fixed aperture,1980ApJ...236..441B
64,20 microns,6.166,1.278,1.278,Jy,14989600500000.0,6.166,1.278,1.278,,,92425876683000.0,19156709439000.0,19156709439000.0,,,Hale 5m,Photometer,20.0,microns,flux in fixed aperture,1980ApJ...236..441B
65,W4 (WISE),-1.833,0.012,0.012,mag,13600000311296.0,45.24,0.5001,0.5001,,,615264014083031.0,6801360155679.13,6801360155679.13,,,WISE,1024x1024 pixel detector array,22.08,microns,total flux; beam filling or dilution corrected,2017ApJ...850...68C
66,W4 (WISE),41.821,0.424,0.424,Jy,13499999715328.0,41.82,0.424,0.424,,,564569988095017.0,5723999879299.07,5723999879299.07,,,WISE,1024x1024 pixel detector array,22.0,microns,flux in fixed aperture,2013AJ....145....6J
67,24 microns (MIPS),38.9,0.778,0.778,Jy,12700000200000.0,38.9,0.778,0.778,,,494030007780000.0,9880600155600.0,9880600155600.0,,,Spitzer,MIPS,23.68,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
68,MIPS-24 (Spitzer),39.486,0.698,0.698,Jy,12700000190464.0,39.49,0.698,0.698,,,501523007521423.0,8864600132943.87,8864600132943.87,,,Spitzer,MIPS,23.68,microns,flux in fixed aperture,2013AJ....145....6J
69,25 microns (IRAS),34.48,0.038,0.038,Jy,12000000200000.0,34.48,0.038,0.038,,,413760006896000.0,456000007600.0,456000007600.0,,,IRAS,Survey array,25.0,microns,total flux; beam filling or dilution corrected,2003AJ....126.1607S
70,25 microns (IRAS),45.2,15.0,15.0,Jy,11989999900000.0,45.2,6.78,6.78,,,541947995480000.0,81292199322000.0,81292199322000.0,,,IRAS,Survey array,25.0,microns,flux integrated from map or image,1988ApJS...68...91R
71,25 microns (IRAS),19.24,5.0,5.0,Jy,11989999900000.0,19.24,0.1827,0.1827,,,230687598076000.0,2190572981730.0,2190572981730.0,,,IRAS,Survey array,25.0,microns,flux in fixed aperture,1990IRASF.C...0000M
72,30 microns (IRS),27.26,,,Jy,9989999560000.0,27.26,,,,,272327388005600.0,,,,,Spitzer,IRS,30.0,microns,flux integrated from map or image,2006ApJ...653.1129B
73,50 microns,75.0,15.0,15.0,Jy,5995849840000.0,75.0,15.0,15.0,,,449688738000000.0,89937747600000.0,89937747600000.0,,,91cm,Multichannel photometer,50.0,microns,flux in fixed aperture,1980ApJ...236..441B
74,60 microns (IRAS),180.8,0.07,0.07,Jy,4999999910000.0,180.8,0.07,0.07,,,903999983728000.0,349999993700.0,349999993700.0,,,IRAS,Survey array,60.0,microns,total flux; beam filling or dilution corrected,2003AJ....126.1607S
75,60 microns (IRAS),255.96,15.0,15.0,Jy,4996999940000.0,255.96,38.394,38.394,,,1279032104642400.0,191854815696360.0,191854815696360.0,,,IRAS,Survey array,60.0,microns,flux integrated from map or image,1988ApJS...68...91R
76,60 microns (IRAS),84.2,5.0,5.0,Jy,4996999940000.0,84.2,4.21,4.21,,,420747394948000.0,21037369747400.0,21037369747400.0,,,IRAS,Survey array,60.0,microns,flux in fixed aperture,1990IRASF.C...0000M
77,70 microns (PACS),448.0,22.0,22.0,Jy,4279999922176.0,448.0,22.0,22.0,,,1917439965134850.0,94159998287872.0,94159998287872.0,,,Herschel,PACS,70.0,microns,flux in fixed aperture,2012ApJ...745...95D
78,70 microns (MIPS),404.0,20.2,20.2,Jy,4200000130000.0,404.0,20.2,20.2,,,1696800052520000.0,84840002626000.0,84840002626000.0,,,Spitzer,MIPS,71.42,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
79,FIR (IRAS),1.67e-11,,,W/m^2,3632999960000.0,459.675204620701,,,,,1670000000000000.0,,,,,IRAS,?,82.5,microns,flux integrated from map or image,1988ApJS...68...91R
80,90 microns (AKARI),86.555,,,Jy,3330000027648.0,86.56,,,,,288244802393211.0,,,,,AKARI,FIS,90.0,microns,not reported in paper,2015ApJ...814...11T
81,100 microns (PACS),847.0,42.0,42.0,Jy,3000000053248.0,847.0,42.0,42.0,,,2541000045101060.0,126000002236416.0,126000002236416.0,,,Herschel,PACS,100.0,microns,flux in fixed aperture,2012ApJ...745...95D
82,100 microns (IRAS),391.66,0.434,0.434,Jy,3000000050000.0,391.7,0.434,0.434,,,1175100019585000.0,1302000021700.0,1302000021700.0,,,IRAS,Survey array,100.0,microns,total flux; beam filling or dilution corrected,2003AJ....126.1607S
83,100 microns (IRAS),661.68,15.0,15.0,Jy,2997999890000.0,661.68,99.252,99.252,,,1983716567215200.0,297557485082280.0,297557485082280.0,,,IRAS,Survey array,100.0,microns,flux integrated from map or image,1988ApJS...68...91R
84,100 microns (IRAS),132.8,4.0,4.0,Jy,2997999890000.0,132.8,5.312,5.312,,,398134385392000.0,15925375415680.0,15925375415680.0,,,IRAS,Survey array,100.0,microns,flux in fixed aperture,1990IRASF.C...0000M
85,100 microns,140.0,30.0,30.0,Jy,2997919940000.0,140.0,30.0,30.0,,,419708791600000.0,89937598200000.0,89937598200000.0,,,91cm,Multichannel photometer,100.0,microns,flux in fixed aperture,1980ApJ...236..441B
86,160 microns (MIPS),878.0,105.0,105.0,Jy,1920000070000.0,878.0,105.0,105.0,,,1685760061460000.0,201600007350000.0,201600007350000.0,,,Spitzer,MIPS,155.9,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
87,160 microns (PACS),1110.0,60.0,60.0,Jy,1870000029696.0,1110.0,60.0,60.0,,,2075700032962560.0,112200001781760.0,112200001781760.0,,,Herschel,PACS,160.0,microns,flux in fixed aperture,2012ApJ...745...95D
88,200 microns,,,,Jy,1498959970000.0,,,,300.0,,,,,449687991000000.0,,91cm,Multichannel photometer,200.0,microns,flux in fixed aperture,1980ApJ...236..441B
89,250 microns (SPIRE),595.0,42.0,42.0,Jy,1199999942656.0,595.0,42.0,42.0,,,713999965880320.0,50399997591552.0,50399997591552.0,,,Herschel,SPIRE,250.0,microns,flux in fixed aperture,2012ApJ...745...95D
90,350 microns (SPIRE),261.0,19.0,19.0,Jy,856999985152.0,261.0,19.0,19.0,,,223676996124672.0,16282999717888.0,16282999717888.0,,,Herschel,SPIRE,350.0,microns,flux in fixed aperture,2012ApJ...745...95D
91,500 microns (SPIRE),102.0,7.0,7.0,Jy,599999971328.0,102.0,7.0,7.0,,,61199997075456.0,4199999799296.0,4199999799296.0,,,Herschel,SPIRE,500.0,microns,flux in fixed aperture,2012ApJ...745...95D
92,1 mm,,,,Jy,299792007000.0,,,,8.0,,,,,2398336056000.0,,Hale 5m,Photometer,1.0,mm,flux in fixed aperture,1980ApJ...236..441B
93,1.3 mm (NRAO),0.25,0.15,0.15,Jy,230999998000.0,0.25,0.15,0.15,,,57749999500.0,34649999700.0,34649999700.0,,,12m,Schottky diode heterodyne system,1.3,mm,not reported in paper,1987ApJ...318..645T
94,38.25 GHz (GBT),26.01,2.2,2.2,mJy,38300000256.0,0.02601,0.0022,0.0022,,,996183006.65856,84260000.5632,84260000.5632,,,GBT,CCB,38.25,GHz,flux integrated from map or image,2014ApJ...780...19R
95,38.25 GHz (GBT),25.25,2.21,2.21,mJy,38300000256.0,0.02525,0.00221,0.00221,,,967075006.464,84643000.56576,84643000.56576,,,GBT,CCB,38.25,GHz,flux integrated from map or image,2014ApJ...780...19R
96,34.75 GHz (GBT),27.82,1.08,1.08,mJy,34800001024.0,0.02782,0.00108,0.00108,,,968136028.48768,37584001.10592,37584001.10592,,,GBT,CCB,34.75,GHz,flux integrated from map or image,2014ApJ...780...19R
97,34.75 GHz (GBT),27.82,1.1,1.1,mJy,34800001024.0,0.02782,0.0011,0.0011,,,968136028.48768,38280001.1264,38280001.1264,,,GBT,CCB,34.75,GHz,flux integrated from map or image,2014ApJ...780...19R
98,31.25 GHz (GBT),31.03,0.87,0.87,mJy,31299999744.0,0.03103,0.00087,0.00087,,,971238992.05632,27230999.77728,27230999.77728,,,GBT,CCB,31.25,GHz,flux integrated from map or image,2014ApJ...780...19R
99,31.25 GHz (GBT),30.1,0.87,0.87,mJy,31299999744.0,0.0301,0.00087,0.00087,,,942129992.2944,27230999.77728,27230999.77728,,,GBT,CCB,31.25,GHz,flux integrated from map or image,2014ApJ...780...19R
100,27.75 GHz (GBT),33.1,3.5,3.5,mJy,27800000512.0,0.0331,0.0035,0.0035,,,920180016.9472,97300001.792,97300001.792,,,GBT,CCB,27.75,GHz,flux integrated from map or image,2014ApJ...780...19R
101,27.75 GHz (GBT),35.59,3.46,3.46,mJy,27299999744.0,0.03559,0.00346,0.00346,,,971606990.88896,94457999.11424,94457999.11424,,,GBT,CCB,27.25,GHz,flux integrated from map or image,2014ApJ...780...19R
102,3.6 cm (Effelsberg),430.0,110.0,110.0,mJy,8400000000.0,0.43,0.11,0.11,,,3612000000.0,924000000.0,924000000.0,,,Effelsberg,?,3.6,cm,flux integrated from map or image,2017ApJ...836..185T
103,5 GHz (NRAO),142.0,16.0,16.0,mJy,5000000000.0,0.142,0.016,0.016,,,710000000.0,80000000.0,80000000.0,,,91.4m,A.I.L. parametric receiver,5.0,GHz,flux integrated from map or image,1975AJ.....80..771S
104,6 cm,0.08,0.01,0.01,Jy,4996539900.0,0.08,0.01,0.01,,,399723192.0,49965399.0,49965399.0,,,5km,?,6.0,cm,flux integrated from map or image,1980ApJ...236..441B
105,4.85 GHz,124.0,20.0,20.0,mJy,4849999870.0,0.124,0.02,0.02,,,601399983.88,96999997.4,96999997.4,,,Green Bank 91m,?,4.85,GHz,modelled datum,1991ApJS...75.1011G
106,4.85 GHz,277.0,15.0,15.0,mJy,4849999870.0,0.277,0.04155,0.04155,,,1343449963.99,201517494.5985,201517494.5985,,,Green Bank 91m,?,4.85,GHz,flux integrated from map or image,1991ApJS...75....1B
107,4.8 GHz (Effelsberg),856.0,,,mJy,4800000000.0,0.856,,,,,4108800000.0,,,,,Effelsberg,?,4.8,GHz,flux integrated from map or image,2009ApJ...693.1392S
108,11 cm,0.1,0.01,0.01,Jy,2725390080.0,0.1,0.01,0.01,,,272539008.0,27253900.8,27253900.8,,,5km,?,11.0,cm,flux integrated from map or image,1980ApJ...236..441B
109,1.49 GHz (VLA),2250.0,,,mJy,1490000000.0,2.25,,,,,3352500000.0,,,,,VLA,"C, D configurations",1.49,GHz,total flux; beam filling or dilution corrected,1996ApJS..103...81C
110,1.49 GHz (VLA),209.0,,,mJy,1490000000.0,0.209,,,,,311410000.0,,,,,VLA,"C, D configurations",1.49,GHz,flux integrated from map or image,1996ApJS..103...81C
111,1.43 GHz (VLA),0.131,0.006,0.006,Jy,1430000000.0,0.131,0.006,0.006,,,187330000.0,8580000.0,8580000.0,,,VLA,A configuration,1.425,GHz,total flux; beam filling or dilution corrected,2006AJ....131..701L
112,20 cm (Effelsberg),1800.0,300.0,300.0,mJy,1400000000.0,1.8,0.3,0.3,,,2520000000.0,420000000.0,420000000.0,,,Effelsberg,?,20.0,cm,flux integrated from map or image,2017ApJ...836..185T
113,1.4GHz,191.9,7.3,7.3,mJy,1400000000.0,0.1919,0.0073,0.0073,,,268660000.0,10220000.0,10220000.0,,,VLA,"D, DnC configurations",1.4,GHz,flux integrated from map or image,1998AJ....115.1693C
114,1.4 GHz (VLA),2400.0,,,mJy,1400000000.0,2.4,,,,,3360000000.0,,,,,VLA,?,1.4,GHz,flux integrated from map or image,2002AJ....124..675C
115,1.40 GHz,2475.0,,,mJy,1400000000.0,2.475,,,,,3465000000.0,,,,,Green Bank 91m,?,1.4,GHz,flux integrated from map or image,1992ApJS...79..331W
116,57.5 MHz,8.0,3.0,3.0,Jy,57500000.0,8.0,3.0,3.0,,,460000000.0,172500000.0,172500000.0,,,TPT array,?,57.5,MHz,flux integrated from map or image,1990ApJ...352...30I
