No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,14-195 keV (Swift),1.68e-11,1.37e-11,1.37e-11,erg/cm^2/s,2.53000000496374e+19,6.64031619250561e-08,5.41501975222184e-08,5.41501975222184e-08,,,1680000000000.0,1370000000000.0,1370000000000.0,,,Swift,BAT,104.5,keV,from fitting to map,2018ApJS..235....4O
2,14-195 keV (Swift),1.79e-11,,,erg/cm^2/s,2.53000000496374e+19,7.07509880034824e-08,,,,,1790000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
3,14-195 keV (Swift),3.084e-10,,,erg/cm^2/s,2.53000000496374e+19,1.21897232962424e-06,,,,,30840000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
4,14-150 keV (Swift),2.699e-10,,,erg/cm^2/s,1.98000009949437e+19,1.3631312446344e-06,,,,,26990000000000.0,,,,,Swift,BAT,82.0,keV,modelled datum,2017ApJS..233...17R
5,20-50 keV (Swift),8.83e-11,,,erg/cm^2/s,8.45999980538757e+18,1.0437352485962e-06,,,,,8830000000000.0,,,,,Swift,BAT,35.0,keV,modelled datum,2017ApJS..233...17R
6,2-10 keV (Swift),7.59e-11,,,erg/cm^2/s,1.45000006314413e+18,5.23448253067114e-06,,,,,7590000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
7,2-10 keV (Swift),6e-13,,,erg/cm^2/s,1.45000006314413e+18,4.13793085428549e-08,,,,,60000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
8,2-10 keV,1.3e-15,,,W/m^2,1.45000006e+18,8.9655168703924e-08,,,,,130000000000.0,,,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
9,2-8 keV (ASCA),1.12e-12,,,erg/cm^2/s,1.21000004e+18,9.25619804111742e-08,,,,,112000000000.0,,,,,ASCA,GIS,5.0,keV,modelled datum,2007AJ....134.1263C
10,0.3-8 keV (Chandra),3.77e-13,,,erg/cm^2/s,9.9999998430675e+17,3.77000005916355e-08,,,,,37700000000.0,,,,,Chandra,"ACIS-S, ACIS-I",4.15,keV,flux integrated from map or image,2011ApJS..192...10L
