No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),4.58e-13,7.7e-14,7.7e-14,erg/cm^2/s,1.45000006314413e+18,3.15862055210459e-08,5.31034459633304e-09,5.31034459633304e-09,,,45800000000.0,7700000000.0,7700000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",6.0,keV,modelled datum,2011A&A...535A..93P
2,2-10 keV (XMM),8.3e-13,,,erg/cm^2/s,1.45000006314413e+18,5.72413768176159e-08,,,,,83000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
3,2-10 keV (ASCA),9.3e-13,,,erg/cm^2/s,1.45000006e+18,6.41379283804995e-08,,,,,93000000000.0,,,,,ASCA,GIS,6.0,keV,flux integrated from map or image,2001ApJS..133....1U
4,2-7 keV (Chandra),6.8e-13,,,erg/cm^2/s,1.090000027562e+18,6.23853195234274e-08,,,,,68000000000.0,,,,,Chandra,ACIS-S,4.5,keV,modelled datum,2011A&A...529A.106I
5,0.7-7 keV (ASCA),1.42e-12,,,erg/cm^2/s,9.30999995e+17,1.52524168380903e-07,,,,,142000000000.0,,,,,ASCA,GIS,3.85,keV,flux integrated from map or image,2001ApJS..133....1U
6,0.2-4 keV (EINSTEIN),4.8e-13,,,erg/cm^2/s,5.24599984e+17,9.14982871978128e-08,,,,,48000000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
7,0.7-2 keV (ASCA),7.1e-13,,,erg/cm^2/s,3.26000009e+17,2.17791405030299e-07,,,,,71000000000.0,,,,,ASCA,GIS,1.35,keV,flux integrated from map or image,2001ApJS..133....1U
8,0.5-2 keV (Chandra),6.2e-13,,,erg/cm^2/s,3.0200000694295e+17,2.05298008525252e-07,,,,,62000000000.0,,,,,Chandra,ACIS-S,1.25,keV,modelled datum,2011A&A...529A.106I
9,0.5-2 keV (XMM),3e-13,5.9e-14,5.9e-14,erg/cm^2/s,3.02000006942949e+17,9.93377460606063e-08,1.95364233919192e-08,1.95364233919192e-08,,,30000000000.0,5900000000.0,5900000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",1.25,keV,modelled datum,2011A&A...535A..93P
10,900 A (FUSE),,,,erg/cm^2/s/A,3330000082174000.0,,,,7.067e-05,,,,,235331105807.237,,FUSE,?,900.0,A,flux integrated from map or image,2009ApJS..181..272G
11,1030 A (FUSE),5.6e-14,,,erg/cm^2/s/A,2910000060000000.0,0.001984,,,,,5773440119040.0,,,,,FUSE,?,1030.0,A,flux integrated from map or image,2006ApJS..165..229F
12,1150 A (FUSE),7e-14,7e-15,7e-15,erg/cm^2/s/A,2610000090000000.0,0.003092,0.0003092,0.0003092,,,8070120278280.0,807012027828.0,807012027828.0,,,FUSE,?,1150.0,A,modelled datum,2007MNRAS.381..228P
13,1150 A (FUSE),7.4e-14,,,erg/cm^2/s/A,2610000086171600.0,0.003269,,,,,8532090281694.96,,,,,FUSE,"LWRS, MDRS",1150.0,A,flux integrated from map or image,2009ApJS..181..272G
