No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (Chandra),-13.32,,,log(erg/cm^2/s),1.45000006e+18,3.30068951859216e-09,,,,,4786000000.0,,,,,Chandra,ACIS-S,6.0,keV,flux integrated from map or image,2006A&A...460...45G
2,0.2-2 keV (ROSAT),6.405e-14,14.8,14.8,erg/cm^2/s,3.15000014e+17,2.03333324296297e-08,2.99999986666667e-09,2.99999986666667e-09,,,6405000000.0,945000000.0,945000000.0,,,ROSAT,PSPC,1.3,keV,flux integrated from map or image,2000WGA...C...0000W
3,FUV (GALEX),0.06,0.01,0.01,mJy,1949999977988100.0,6e-05,1e-05,1e-05,,,116999998679.286,19499999779.881,19499999779.881,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2011A&A...533A.142B
4,FUV (GALEX) AB,18.4771,0.183495,0.183495,mag,1948500000000000.0,0.000147633953160408,2.49448363123104e-05,2.49448363123104e-05,,,287664757733.056,48605013554.5369,48605013554.5369,,,GALEX,FUV detector,1538.6,A,flux integrated from map or image,2012GASC..C...0000S
5,FUV (GALEX) AB,21.3854,0.333565,0.333565,mag,1948500000000000.0,1.01359917622108e-05,3.11327080309561e-06,3.11327080309561e-06,,,19749979948.6677,6066208159.83181,6066208159.83181,,,GALEX,FUV detector,1538.6,A,flux in fixed aperture,2012GASC..C...0000S
6,UVW2 (Swift/UVOT),0.1,0.01,0.01,mJy,1479999961956350.0,0.0001,1e-05,1e-05,,,147999996195.635,14799999619.5635,14799999619.5635,,,Swift,UVOT,2030.0,A,flux in fixed aperture,2014ApJS..212....9T
7,UVM2 (Swift-UVOT),0.389,0.019,0.019,mJy,1340000000016400.0,0.000389,1.9e-05,1.9e-05,,,521260000006.38,25460000000.3116,25460000000.3116,,,Swift,UVOT,2231.0,A,flux integrated from map or image,2010ApJ...716..556T
8,UVM2 (Swift/UVOT),0.11,0.01,0.01,mJy,1340000000016380.0,0.00011,1e-05,1e-05,,,147400000001.802,13400000000.1638,13400000000.1638,,,Swift,UVOT,2231.0,A,flux in fixed aperture,2014ApJS..212....9T
9,NUV (GALEX) AB,16.1909,0.030418,0.030418,mag,1294600000000000.0,0.00121245673113822,3.39599528984922e-05,3.39599528984922e-05,,,1569646484131.54,43964555022.388,43964555022.388,,,GALEX,NUV detector,2315.7,A,flux integrated from map or image,2012GASC..C...0000S
10,NUV (GALEX) AB,19.7611,0.091854,0.091854,mag,1294600000000000.0,4.52466311166122e-05,3.82696505947081e-06,3.82696505947081e-06,,,58576288643.5662,4954388965.99091,4954388965.99091,,,GALEX,NUV detector,2315.7,A,flux in fixed aperture,2012GASC..C...0000S
11,NUV (GALEX),0.28,0.03,0.03,mJy,1290000004022270.0,0.00028,3e-05,3e-05,,,361200001126.236,38700000120.6681,38700000120.6681,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2011A&A...533A.142B
12,UVW1 (Swift/UVOT),0.2,0.01,0.01,mJy,1140000016039940.0,0.0002,1e-05,1e-05,,,228000003207.988,11400000160.3994,11400000160.3994,,,Swift,UVOT,2634.0,A,flux in fixed aperture,2014ApJS..212....9T
13,UVW1 (Swift-UVOT),0.83,0.037,0.037,mJy,1140000016039900.0,0.00083,3.7e-05,3.7e-05,,,946200013313.117,42180000593.4763,42180000593.4763,,,Swift,UVOT,2634.0,A,flux integrated from map or image,2010ApJ...716..556T
14,U (U_T),14.32,0.1,0.1,mag,818999999000000.0,0.003386,0.0003418,0.0003418,,,2773133996614.0,279934199658.2,279934199658.2,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
15,U (U_T^0),14.28,,,mag,818999999000000.0,0.003513,,,,,2877146996487.0,,,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
16,103a-O (POSS-I O),15.01,,,mag,739999981000000.0,0.003775,,,,,2793499928275.0,,,,,Oschin Schmidt,Photographic plates,4050.0,A,integrated from scans,2006ApJ...651...93K
17,B (B_T),13.93,0.1,0.1,mag,681000015000000.0,0.01141,0.001101,0.001101,,,7770210171150.0,749781016515.0,749781016515.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
18,B_I_ (24.5),13.98,,,mag,681000015000000.0,0.0109,,,,,7422900163500.0,,,,,CFHT,FOCAS1,4400.0,A,flux integrated from map or image,1989ApJS...70..687H
19,B_TC_,13.42,,,mag,681000015000000.0,0.018256,,,,,12432336273840.0,,,,,CFHT,FOCAS1,4400.0,A,modelled datum,1989ApJS...70..687H
20,B (B_T^0),13.87,,,mag,681000015000000.0,0.01206,,,,,8212860180900.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
21,B_T_,13.9,0.09,0.09,mag,681000015000000.0,0.011733,0.012747,0.012747,,,7990173175995.0,8680707191205.0,8680707191205.0,,,CFHT,FOCAS1,4400.0,A,modelled datum,1989ApJS...70..687H
22,B_J,14.3576,,,mag,640999978000000.0,0.007138,,,,,4575457842964.0,,,,,UKST,Photographic plates,4680.0,A,flux in fixed aperture,2005MNRAS.361...34D
23,V (Johnson),14.06,0.02,0.02,mag,542120000000000.0,0.008652,0.0001608,0.0001608,,,4690422240000.0,87172896000.0,87172896000.0,,,"90cm, 1.5m",Photometer,5530.0,A,flux in fixed aperture,1979ApJS...39...61P
24,V (Johnson),13.73,0.02,0.02,mag,542120000000000.0,0.01172,0.000218,0.000218,,,6353646400000.0,118182160000.0,118182160000.0,,,"90cm, 1.5m",Photometer,5530.0,A,flux in fixed aperture,1979ApJS...39...61P
