No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,14-195 keV (Swift),6e-11,,,erg/cm^2/s,2.53000000496374e+19,2.37154149732343e-07,,,,,6000000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
2,14-195 keV (Swift),7.2e-11,,,erg/cm^2/s,2.53000000496374e+19,2.84584979678812e-07,,,,,7200000000000.0,,,,,Swift,"BAT, XRT",104.5,keV,modelled datum,2008ApJ...681..113T
3,14-195 keV (Swift),6.41e-11,,,erg/cm^2/s,2.53000000496374e+19,2.53359683297387e-07,,,,,6410000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
4,14-195 keV (Swift),6.352e-11,6.15e-11,6.15e-11,erg/cm^2/s,2.53000000496374e+19,2.51067193183307e-07,2.43083003475652e-07,2.43083003475652e-07,,,6352000000000.0,6150000000000.0,6150000000000.0,,,Swift,BAT,104.5,keV,from fitting to map,2018ApJS..235....4O
5,14-195 keV (Swift),7.19e-11,4.4e-12,4.4e-12,erg/cm^2/s,2.5300000049637e+19,2.84189722762596e-07,1.73913043137054e-08,1.73913043137054e-08,,,7190000000000.0,440000000000.0,440000000000.0,,,Swift,BAT,104.5,keV,flux integrated from map or image,2010ApJS..186..378T
6,15-150 keV (Swift),5.6e-11,3.2e-12,3.2e-12,erg/cm^2/s,1.9899999378467e+19,2.81407043965013e-07,1.60804025122865e-08,1.60804025122865e-08,,,5600000000000.0,320000000000.0,320000000000.0,,,Swift,BAT,82.5,keV,modelled datum,2010A&A...524A..64C
7,14-150 keV (Swift),5.25e-11,,,erg/cm^2/s,1.98000009949437e+19,2.65151501827737e-07,,,,,5250000000000.0,,,,,Swift,BAT,82.0,keV,modelled datum,2017ApJS..233...17R
8,40-100 keV INTEGRAL,2.2e-11,,,erg/cm^2/s,1.6899999494266e+19,1.30177518688473e-07,,,,,2200000000000.0,,,,,INTEGRAL,"IBI/ISGRI, JEM-X, OMC",70.0,keV,modelled datum,2009A&A...505..417B
9,20-100 keV (Suzaku),7.2e-11,,,erg/cm^2/s,1.4499999806808e+19,4.96551730753781e-07,,,,,7200000000000.0,,,,,Suzaku,XIS,60.0,keV,modelled datum,2009ApJ...705L...1R
10,17-60 keV (INTEGRAL),3.3e-11,6.5e-12,6.5e-12,erg/cm^2/s,9.31000036e+18,3.54457558796485e-07,6.98173979447623e-08,6.98173979447623e-08,,,3300000000000.0,650000000000.0,650000000000.0,,,INTEGRAL,IBIS/ISGRI,38.5,keV,flux integrated from map or image,2007A&A...462...57S
11,15-55 keV (Swift),3.12e-11,1.7e-12,1.7e-12,erg/cm^2/s,8.4599998053876e+18,3.68794334724817e-07,2.00945631100061e-08,2.00945631100061e-08,,,3120000000000.0,170000000000.0,170000000000.0,,,Swift,BAT,35.0,keV,flux integrated from map or image,2009ApJ...699..603A
12,20-50 keV (Swift),2.53e-11,,,erg/cm^2/s,8.45999980538757e+18,2.99054380401856e-07,,,,,2530000000000.0,,,,,Swift,BAT,35.0,keV,modelled datum,2017ApJS..233...17R
13,20-40 keV (INTEGRAL),1.5e-11,,,erg/cm^2/s,7.2499999034038e+18,2.06896554480748e-07,,,,,1500000000000.0,,,,,INTEGRAL,"IBI/ISGRI, JEM-X, OMC",30.0,keV,modelled datum,2009A&A...505..417B
14,20-40 keV (INTEGRAL),2.102e-11,8.76e-12,8.76e-12,erg/cm^2/s,7.2499999034038e+18,2.89931038345688e-07,1.20827587816757e-07,1.20827587816757e-07,,,2102000000000.0,876000000000.0,876000000000.0,,,INTEGRAL,IBIS/ISGRI,30.0,keV,flux integrated from map or image,2010A&A...522A..68T
15,10-50 keV (Suzaku),1.77,,,log(erg/cm^2/s),7.2499999034038e+18,8.12137941855095e-07,,,,,5888000000000.0,,,,,Suzaku,"XIS, HXD/PIN",30.0,keV,modelled datum,2011ApJ...727...19F
16,2-10 keV (Swift),3.09e-11,,,erg/cm^2/s,1.45000006314413e+18,2.13103438995703e-06,,,,,3090000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
17,2-10 keV (Swift),1.74e-11,,,erg/cm^2/s,1.45000006314413e+18,1.19999994774279e-06,,,,,1740000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
18,2-10 keV (XMM),1.296e-11,,,erg/cm^2/s,1.45000006314413e+18,8.93793064525665e-07,,,,,1296000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
19,2-10 keV (Suzaku),1.3e-11,,,erg/cm^2/s,1.4500000631441e+18,8.96551685095207e-07,,,,,1300000000000.0,,,,,Suzaku,XIS,6.0,keV,modelled datum,2009ApJ...705L...1R
20,2-10 keV (XMM),1.37e-11,,,erg/cm^2/s,1.4500000631441e+18,9.44827545061872e-07,,,,,1370000000000.0,,,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",6.0,keV,flux integrated from map or image,2009ApJ...696..160R
21,2-10 keV (Swift),8.8e-13,,,erg/cm^2/s,1.4500000631441e+18,6.06896525295217e-08,,,,,88000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2009ApJ...690.1322W
22,2-10 keV,6.6e-15,,,W/m^2,1.45000006e+18,4.55172394958384e-07,4.55172394958384e-07,4.55172394958384e-07,,,660000000000.0,660000000000.0,660000000000.0,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
23,2-10 keV,2.31e-14,,,W/m^2,1.45000006e+18,1.59310338235434e-06,,,,,2310000000000.0,,,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
24,0.5-10 keV (Suzaku),1.278e-11,8.3e-13,8.3e-13,erg/cm^2/s,1.2699999766336e+18,1.00629923111306e-06,6.53543319110988e-08,6.53543319110988e-08,,,1278000000000.0,83000000000.0,83000000000.0,,,Suzaku,"XIS, HXD/PIN",5.25,keV,modelled datum,2010MNRAS.408..601W
