No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-8 keV (Chandra),4.56e-14,2.7e-15,2.7e-15,erg/cm^2/s,9.9999998430675e+17,4.56000007156122e-09,2.70000004237178e-10,2.70000004237178e-10,,,4560000000.0,270000000.0,270000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
2,FUV (GALEX) AB,13.49,0.01,0.01,mag,1980000060000000.0,0.01459,0.0001344,0.0001344,,,28888200875400.0,266112008064.0,266112008064.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
3,FUV (GALEX) AB,12.943,0.003,0.003,mag,1980000056115200.0,0.02414,6.671e-05,6.671e-05,,,47797201354620.9,132085803743.445,132085803743.445,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2009ApJ...703.1569M
4,FUV (GALEX),17.09,0.79,0.79,mJy,1960000004030500.0,0.01709,0.00079,0.00079,,,33496400068881.2,1548400003184.1,1548400003184.1,,,GALEX,FUV detector,1528.0,A,flux in fixed aperture,2011ApJ...741..124H
5,FUV (GALEX) AB,15.09,0.1,0.1,mag,1960000004030460.0,0.003334,0.0003071,0.0003071,,,6534640013437.55,601916001237.754,601916001237.754,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
6,FUV (GALEX) AB,14.63,0.1,0.1,mag,1960000004030460.0,0.005126,0.0004722,0.0004722,,,10046960020660.1,925512001903.183,925512001903.183,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
7,FUV (GALEX) AB,13.07,0.03,0.03,mag,1960000004030460.0,0.02148,0.0005935,0.0005935,,,42100800086574.3,1163260002392.08,1163260002392.08,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
8,FUV (GALEX),22.19,3.07,3.07,mJy,1960000000000000.0,0.02219,0.00307,0.00307,,,43492400000000.0,6017200000000.0,6017200000000.0,,,GALEX,FUV detector,1528.0,A,flux integrated from map or image,2007ApJ...655..863D
9,FUV (GALEX),13.12,0.05,0.05,mag,1949999977988100.0,0.002942,0.0001355,0.0001355,,,5736899935240.99,264224997017.388,264224997017.388,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
10,FUV (GALEX),13.23,0.01,0.01,mag,1949999977988100.0,0.002658,2.448e-05,2.448e-05,,,5183099941492.37,47735999461.1487,47735999461.1487,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
11,FUV (GALEX) AB,13.05,0.06,0.06,mag,1949999977988100.0,0.02188,0.001209,0.001209,,,42665999518379.6,2357549973387.61,2357549973387.61,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2011ApJS..192....6L
12,UV_1650 (m_T),11.05,0.24,0.24,mag,1817000010000000.0,0.012537,0.0031014,0.0031014,,,22779729125370.0,5635243831014.0,5635243831014.0,,,IUE,ULDA,1650.0,A,multiple methods,1995A&AS..114..527R
13,NUV (GALEX),44.66,6.18,6.18,mJy,1319999950000000.0,0.04466,0.00618,0.00618,,,58951197767000.0,8157599691000.0,8157599691000.0,,,GALEX,NUV detector,2271.0,A,flux integrated from map or image,2007ApJ...655..863D
14,NUV (GALEX) AB,12.73,0.01,0.01,mag,1319999950000000.0,0.02938,0.0002706,0.0002706,,,38781598531000.0,357191986470.0,357191986470.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
15,NUV (GALEX) AB,12.222,0.002,0.002,mag,1319999947931600.0,0.04691,8.64e-05,8.64e-05,,,61921197557471.4,114047995501.29,114047995501.29,,,GALEX,NUV detector,2267.0,A,flux in fixed aperture,2009ApJ...703.1569M
16,NUV (GALEX),34.79,0.96,0.96,mJy,1319999947931600.0,0.03479,0.00096,0.00096,,,45922798188540.4,1267199950014.34,1267199950014.34,,,GALEX,NUV detector,2271.0,A,flux in fixed aperture,2011ApJ...741..124H
17,NUV (GALEX) AB,13.66,0.1,0.1,mag,1310000056107010.0,0.01243,0.001145,0.001145,,,16283300697410.1,1499950064242.53,1499950064242.53,,,GALEX,NUV detector,2286.0,A,flux in fixed aperture,2014ApJS..212...18B
