No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),2.3e-13,,,erg/cm^2/s,1.45000006314413e+18,1.5862068274761e-08,,,,,23000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,2-10 keV (XMM),2.05e-13,1.73e-13,1.73e-13,erg/cm^2/s,1.4500000631441e+18,1.4137930418809e-08,1.19310339631901e-08,1.19310339631901e-08,,,20500000000.0,17300000000.0,17300000000.0,,,XMM-Newton,EPIC,6.0,keV,flux integrated from map or image,2009A&A...506.1107G
3,2-10 keV (Chandra),,,,erg/cm^2/s,1.45000006e+18,,,,1.51034476508918e-09,,,,,2190000000.0,,Chandra,ACIS-S,6.0,keV,flux integrated from map or image,2004A&A...418..429F
4,2-10 keV (ASCA),8.4e-13,,,erg/cm^2/s,1.45000006e+18,5.79310320856125e-08,,,,,84000000000.0,,,,,ASCA,GIS,6.0,keV,from fitting to map,2005ApJS..161..185U
5,2-10 keV (Chandra),,,,log(erg/cm^2/s),1.45000006e+18,,,,1.06827581786445e-09,,,,,1549000000.0,,Chandra,ACIS,6.0,keV,flux integrated from map or image,2006A&A...455..173P
6,0.3-8 keV (Chandra),3.4e-14,2.1e-15,2.1e-15,erg/cm^2/s,9.9999998430675e+17,3.40000005335705e-09,2.10000003295583e-10,2.10000003295583e-10,,,3400000000.0,210000000.0,210000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
7,0.7-7 keV (ASCA),1.08e-12,,,erg/cm^2/s,9.30999995e+17,1.16004297078433e-07,,,,,108000000000.0,,,,,ASCA,GIS,3.85,keV,from fitting to map,2005ApJS..161..185U
8,2-7 keV Chandra,5.8887e-15,1.5588e-15,1.5588e-15,erg/cm^2/s,9.18835911992269e+17,6.40887591303054e-10,1.69646715344928e-10,1.69646715344928e-10,,,588870534.43947,155877494.41045,155877494.41045,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
9,2-7 keV Chandra,2.4809e-14,5.3565e-15,5.3565e-15,erg/cm^2/s,9.18835911992269e+17,2.70005871432153e-09,5.82967222410335e-10,5.82967222410335e-10,,,2480910911.2063,535651219.465,535651219.465,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
10,2-7 keV Chandra,2.4809e-14,5.3565e-15,5.3565e-15,erg/cm^2/s,9.18835911992269e+17,2.70005871432153e-09,5.82967222410335e-10,5.82967222410335e-10,,,2480910911.2063,535651219.465,535651219.465,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
11,2-7 keV Chandra,5.8887e-15,1.5588e-15,1.5588e-15,erg/cm^2/s,9.18835911992269e+17,6.40887591303054e-10,1.69646715344928e-10,1.69646715344928e-10,,,588870534.43947,155877494.41045,155877494.41045,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
12,0.5-7 keV Chandra,1.1268e-14,1.3638e-15,1.3638e-15,erg/cm^2/s,5.56137525679531e+17,2.02615910304769e-09,2.45230771979032e-10,2.45230771979032e-10,,,1126823110.202,136382034.7489,136382034.7489,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
13,0.5-7 keV Chandra,1.1268e-14,1.3638e-15,1.3638e-15,erg/cm^2/s,5.56137525679531e+17,2.02615910304769e-09,2.45230771979032e-10,2.45230771979032e-10,,,1126823110.202,136382034.7489,136382034.7489,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
14,0.5-7 keV Chandra,2.4377e-14,2.7904e-15,2.7904e-15,erg/cm^2/s,5.56137525679531e+17,4.38320362671495e-09,5.01738085675577e-10,5.01738085675577e-10,,,2437664019.5108,279035377.5068,279035377.5068,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
15,0.5-7 keV Chandra,2.4377e-14,2.7904e-15,2.7904e-15,erg/cm^2/s,5.56137525679531e+17,4.38320362671495e-09,5.01738085675577e-10,5.01738085675577e-10,,,2437664019.5108,279035377.5068,279035377.5068,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
16,1.2-2 keV Chandra,1.4153e-15,4.0742e-16,4.0742e-16,erg/cm^2/s,3.77206321765247e+17,3.75192592885141e-10,1.08009988860859e-10,1.08009988860859e-10,,,141525017.91577,40742050.61211,40742050.61211,,,Chandra,"ACIS, HRC-I",1.56,keV,from fitting to map,2020CSC...C2..0000:
