No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV,1.7e-15,,,W/m^2,1.45000006e+18,1.17241374458978e-07,,,,,170000000000.0,,,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
2,2-10 keV (ASCA),2.29e-12,,,erg/cm^2/s,1.45000006e+18,1.57931027947682e-07,,,,,229000000000.0,,,,,ASCA,GIS,6.0,keV,flux integrated from map or image,2001ApJS..133....1U
3,2-10 keV,1.7e-15,,,W/m^2,1.45000006e+18,1.17241374458978e-07,1.17241374458978e-07,1.17241374458978e-07,,,170000000000.0,170000000000.0,170000000000.0,,,Literature compilation,Literature compilation,6.0,keV,flux integrated from map or image,2004A&A...418..465L
4,0.3-8 keV (Chandra),2.085e-12,5.91e-14,5.91e-14,erg/cm^2/s,9.9999998430675e+17,2.08500003272043e-07,5.91000009274711e-09,5.91000009274711e-09,,,208500000000.0,5910000000.0,5910000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
5,0.7-7 keV (ASCA),2.94e-12,,,erg/cm^2/s,9.30999995e+17,3.1578947538018e-07,,,,,294000000000.0,,,,,ASCA,GIS,3.85,keV,flux integrated from map or image,2001ApJS..133....1U
6,0.2-4 keV (EINSTEIN),3.03e-12,,,erg/cm^2/s,5.24599984e+17,5.77582937936193e-07,,,,,303000000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
7,0.7-2 keV (ASCA),1.25e-12,,,erg/cm^2/s,3.26000009e+17,3.83435572236441e-07,,,,,125000000000.0,,,,,ASCA,GIS,1.35,keV,flux integrated from map or image,2001ApJS..133....1U
8,0.1-2.4 keV (ROSAT),2.45e-12,2.96e-13,2.96e-13,erg/cm^2/s,3.25000003e+17,7.53846146887574e-07,9.1076922236213e-08,9.1076922236213e-08,,,245000000000.0,29600000000.0,29600000000.0,,,ROSAT,?,1.3,keV,flux integrated from map or image,1994A&A...281..355B
9,0.2-2 keV (ROSAT),2.865e-12,2.4,2.4,erg/cm^2/s,3.15000014e+17,9.09523769100531e-07,2.1904760931217e-08,2.1904760931217e-08,,,286500000000.0,6900000000.0,6900000000.0,,,ROSAT,PSPC,1.3,keV,flux integrated from map or image,2000WGA...C...0000W
10,1482A (IUE),2.03e-14,3.8e-15,3.8e-15,erg/cm^2/s/A,2022890000000000.0,0.001489,0.0002788,0.0002788,,,3012083210000.0,563981732000.0,563981732000.0,,,IUE,"SWP, LWR, LWP",1482.0,A,flux in fixed aperture,1993ApJS...86....5K
