No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-12 keV (XMM),4.73e-13,,,erg/cm^2/s,1.49000002e+18,3.17449660168461e-08,,,,,47300000000.0,,,,,XMM-Newton,"EPIC (MOS, pn)",6.15,keV,total flux; beam filling or dilution corrected,2006A&A...448...43T
2,2-10 keV (Chandra),5e-15,3e-15,3e-15,erg/cm^2/s,1.4500000631441e+18,3.44827571190464e-10,2.06896542714279e-10,2.06896542714279e-10,,,500000000.0,300000000.0,300000000.0,,,Chandra,ACIS,6.0,keV,flux integrated from map or image,2009A&A...506.1107G
3,2-10 keV (XMM),5.57e-13,5.03e-13,5.03e-13,erg/cm^2/s,1.4500000631441e+18,3.84137914306177e-08,3.46896536617607e-08,3.46896536617607e-08,,,55700000000.0,50300000000.0,50300000000.0,,,XMM-Newton,EPIC,6.0,keV,flux integrated from map or image,2009A&A...506.1107G
4,2-10 keV (Chandra),-13.61,,,log(erg/cm^2/s),1.45000006e+18,1.69310337821641e-09,,,,,2455000000.0,,,,,Chandra,ACIS-S,6.0,keV,flux integrated from map or image,2006A&A...460...45G
5,0.2-4 keV (EINSTEIN),1.641e-12,,,erg/cm^2/s,5.24599984e+17,3.12809769357523e-07,,,,,164100000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
6,0.5-2 keV (XMM),1.11e-13,9.4e-14,9.4e-14,erg/cm^2/s,3.0200000694295e+17,3.67549660424242e-08,3.11258270989899e-08,3.11258270989899e-08,,,11100000000.0,9400000000.0,9400000000.0,,,XMM-Newton,EPIC,1.25,keV,flux integrated from map or image,2009A&A...506.1107G
7,0.5-2 keV (Chandra),3e-15,2e-15,2e-15,erg/cm^2/s,3.0200000694295e+17,9.9337746060606e-10,6.6225164040404e-10,6.6225164040404e-10,,,300000000.0,200000000.0,200000000.0,,,Chandra,ACIS,1.25,keV,flux integrated from map or image,2009A&A...506.1107G
8,0.3-2 keV (XMM),1.32e-13,,,erg/cm^2/s,2.78000005e+17,4.74820135344962e-08,,,,,13200000000.0,,,,,XMM-Newton,"EPIC (MOS, pn)",1.15,keV,flux integrated from map or image,2006A&A...448...43T
9,FUV (GALEX) AB,14.31,0.01,0.01,mag,1960000004030460.0,0.006855,6.314e-05,6.314e-05,,,13435800027628.8,123754400254.483,123754400254.483,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
10,FUV (GALEX) AB,14.23,0.09,0.09,mag,1949999977988100.0,0.007379,0.0006117,0.0006117,,,14389049837574.2,1192814986535.32,1192814986535.32,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2011ApJS..192....6L
11,FUV (GALEX),14.45,0.02,0.02,mag,1949999977988100.0,0.0008642,1.592e-05,1.592e-05,,,1685189980977.32,31043999649.5706,31043999649.5706,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
12,FUV (GALEX),14.71,0.01,0.01,mag,1949999977988100.0,0.0006802,6.265e-06,6.265e-06,,,1326389985027.51,12216749862.0954,12216749862.0954,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
13,NUV (GALEX) AB,13.63,0.01,0.01,mag,1319999950000000.0,0.01282,0.0001181,0.0001181,,,16922399359000.0,155891994095.0,155891994095.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
14,NUV (GALEX) AB,13.16,0.01,0.01,mag,1300000030064640.0,0.01977,0.0001821,0.0001821,,,25701000594377.9,236730005474.771,236730005474.771,,,GALEX,NUV detector,2310.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
15,NUV (GALEX) AB,13.18,0.03,0.03,mag,1290000004022300.0,0.01941,0.0005363,0.0005363,,,25038900078072.8,691827002157.16,691827002157.16,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2011ApJS..192....6L
16,NUV (GALEX),13.75,0.01,0.01,mag,1290000004022270.0,0.002494,2.297e-05,2.297e-05,,,3217260010031.54,29631300092.3915,29631300092.3915,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
17,NUV (GALEX),13.43,0.01,0.01,mag,1290000004022270.0,0.003348,3.084e-05,3.084e-05,,,4318920013466.56,39783600124.0468,39783600124.0468,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
