No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-8 keV (Chandra),6.75e-14,2.9e-15,2.9e-15,erg/cm^2/s,9.9999998430675e+17,6.75000010592944e-09,2.90000004551043e-10,2.90000004551043e-10,,,6750000000.0,290000000.0,290000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
2,0.3-8 keV (Chandra),5.05e-14,,,erg/cm^2/s,9.9999998430675e+17,5.05000007925091e-09,,,,,5050000000.0,,,,,Chandra,"ACIS-S, ACIS-I",4.15,keV,flux integrated from map or image,2011ApJS..192...10L
3,0.3-8 keV (Chandra),4.07e-13,,,erg/cm^2/s,9.99999984306749e+17,4.07000006387153e-08,,,,,40700000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
4,2-7 keV Chandra,1.3895e-14,1.4039e-15,1.4039e-15,erg/cm^2/s,9.18835911992269e+17,1.51218909070294e-09,1.52794788562184e-10,1.52794788562184e-10,,,1389453642.2608,140393338.8962,140393338.8962,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
5,2-7 keV Chandra,1.063e-14,1.2705e-15,1.2705e-15,erg/cm^2/s,9.18835911992269e+17,1.15687536067914e-09,1.38272289067484e-10,1.38272289067484e-10,,,1062978627.091,127049544.82858,127049544.82858,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
6,2-7 keV Chandra,1.2298e-14,2.4596e-15,2.4596e-15,erg/cm^2/s,9.18835911992269e+17,1.33843884887931e-09,2.67687769775883e-10,2.67687769775883e-10,,,1229805680.3559,245961136.0712,245961136.0712,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
7,2-7 keV Chandra,,,,erg/cm^2/s,9.18835911992269e+17,,,,3.26608562914479e-10,,,,,300099676.77001,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
8,0.5-7 keV Chandra,2.694e-14,2.2962e-15,2.2962e-15,erg/cm^2/s,5.56137525679531e+17,4.8441383211792e-09,4.12888383928291e-10,4.12888383928291e-10,,,2694007099.99,229622724.2197,229622724.2197,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
9,0.5-7 keV Chandra,2.7174e-14,1.2488e-15,1.2488e-15,erg/cm^2/s,5.56137525679531e+17,4.88617496298221e-09,2.24556830707488e-10,2.24556830707488e-10,,,2717385253.9502,124884480.2041,124884480.2041,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
10,0.5-7 keV Chandra,6.8268e-15,2.6613e-15,2.6613e-15,erg/cm^2/s,5.56137525679531e+17,1.22753703445199e-09,4.78531386311799e-10,4.78531386311799e-10,,,682679409.02012,266129261.14344,266129261.14344,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
