No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),1.42e-13,4.5e-14,4.5e-14,erg/cm^2/s,1.4500000631441e+18,9.79310302180919e-09,3.10344814071418e-09,3.10344814071418e-09,,,14200000000.0,4500000000.0,4500000000.0,,,XMM-Newton,EPIC,6.0,keV,flux integrated from map or image,2009A&A...506.1107G
2,2-10 keV (Chandra),1.4e-14,9e-15,9e-15,erg/cm^2/s,1.4500000631441e+18,9.655171993333e-10,6.20689628142836e-10,6.20689628142836e-10,,,1400000000.0,900000000.0,900000000.0,,,Chandra,ACIS,6.0,keV,flux integrated from map or image,2009A&A...506.1107G
3,2-10 keV (Chandra),-13.73,,,log(erg/cm^2/s),1.45000006e+18,1.28413787789774e-09,,,,,1862000000.0,,,,,Chandra,ACIS-S,6.0,keV,flux integrated from map or image,2006A&A...460...45G
4,2-10 keV (Chandra),1.16e-14,,,erg/cm^2/s,1.45000006e+18,7.99999966896553e-10,,,,,1160000000.0,,,,,Chandra,ACIS-S,6.0,keV,flux integrated from map or image,2004A&A...418..429F
5,0.3-8 keV (Chandra),3.28e-14,2.8e-15,2.8e-15,erg/cm^2/s,9.9999998430675e+17,3.28000005147386e-09,2.8000000439411e-10,2.8000000439411e-10,,,3280000000.0,280000000.0,280000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
6,0.3-8 keV (Chandra),4.6e-14,,,erg/cm^2/s,9.9999998430675e+17,4.60000007218895e-09,,,,,4600000000.0,,,,,Chandra,"ACIS-S, ACIS-I",4.15,keV,flux integrated from map or image,2011ApJS..192...10L
7,0.3-8 keV (Chandra),3.89e-14,,,erg/cm^2/s,9.99999984306749e+17,3.89000006104675e-09,,,,,3890000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
8,0.2-4 keV (EINSTEIN),8.81e-13,,,erg/cm^2/s,5.24599984e+17,1.67937481294319e-07,,,,,88100000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
9,0.2-2 keV (ROSAT),2.415e-13,10.6,10.6,erg/cm^2/s,3.15000014e+17,7.66666632592594e-08,8.09523773544975e-09,8.09523773544975e-09,,,24150000000.0,2550000000.0,2550000000.0,,,ROSAT,PSPC,1.3,keV,flux integrated from map or image,2000WGA...C...0000W
10,0.5-2 keV (Chandra),4.46e-15,,,erg/cm^2/s,3.02000007e+17,1.47682115782203e-09,,,,,446000000.0,,,,,Chandra,ACIS-S,1.25,keV,flux integrated from map or image,2004A&A...418..429F
11,0.5-2 keV (Chandra),8e-15,5e-15,5e-15,erg/cm^2/s,3.0200000694295e+17,2.64900656161616e-09,1.6556291010101e-09,1.6556291010101e-09,,,800000000.0,500000000.0,500000000.0,,,Chandra,ACIS,1.25,keV,flux integrated from map or image,2009A&A...506.1107G
12,0.5-2 keV (XMM),8.5e-14,2.2e-14,2.2e-14,erg/cm^2/s,3.0200000694295e+17,2.81456947171717e-08,7.28476804444444e-09,7.28476804444444e-09,,,8500000000.0,2200000000.0,2200000000.0,,,XMM-Newton,EPIC,1.25,keV,flux integrated from map or image,2009A&A...506.1107G
13,0.1-2 keV (Chandra),5.2e-14,,,erg/cm^2/s,2.54000002e+17,2.04724407836816e-08,,,,,5200000000.0,,,,,Chandra,ACIS-S,1.05,keV,flux integrated from map or image,2004ApJ...610..213T
