No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),5.9e-13,,,erg/cm^2/s,1.45000006314413e+18,4.0689653400474e-08,,,,,59000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,0.3-8 keV (Chandra),1.009e-13,5.2e-15,5.2e-15,erg/cm^2/s,9.9999998430675e+17,1.00900001583449e-08,5.2000000816049e-10,5.2000000816049e-10,,,10090000000.0,520000000.0,520000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
3,0.3-8 keV (Chandra),1.73e-13,,,erg/cm^2/s,9.99999984306749e+17,1.73000002714932e-08,,,,,17300000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
4,0.5-2.0 keV Chandra,-12.64,0.01,0.01,log(erg/cm^2/s),3.02000006942949e+17,7.5860925408283e-08,1.74668870156566e-09,1.74668870156566e-09,,,22910000000.0,527500000.0,527500000.0,,,Chandra,ACIS,1.25,keV,modelled datum,2018ApJ...857...32B
5,FUV (GALEX) AB,17.7,0.08,0.08,mag,1980000060000000.0,0.000302,2.225e-05,2.225e-05,,,597960018120.0,44055001335.0,44055001335.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
6,FUV (GALEX) AB,17.456,0.006,0.006,mag,1980000056115200.0,0.0003781,2.09e-06,2.09e-06,,,748638021217.157,4138200117.28077,4138200117.28077,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2009ApJ...703.1569M
7,FUV (GALEX),0.41,0.06,0.06,mJy,1960000000000000.0,0.00041,6e-05,6e-05,,,803600000000.0,117600000000.0,117600000000.0,,,GALEX,FUV detector,1528.0,A,flux integrated from map or image,2007ApJ...655..863D
8,FUV (GALEX),17.55,0.08,0.08,mag,1949999977988100.0,4.973e-05,3.664e-06,3.664e-06,,,96973498905.3482,7144799919.3484,7144799919.3484,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
9,FUV (GALEX),17.62,0.02,0.02,mag,1949999977988100.0,4.662e-05,8.589e-07,8.589e-07,,,90908998973.8052,1674854981.09398,1674854981.09398,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
10,FUV (GALEX) AB,17.94,,,mag,1949999977988100.0,0.0002421,,,,,472094994670.919,,,,,GALEX,FUV detector,1539.0,A,total flux; beam filling or dilution corrected,2016ApJ...818..182V
11,NUV (GALEX) AB,16.33,0.05,0.05,mag,1319999950000000.0,0.001067,4.912e-05,4.912e-05,,,1408439946650.0,64838397544.0,64838397544.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
12,NUV (GALEX),1.43,0.21,0.21,mJy,1319999950000000.0,0.00143,0.00021,0.00021,,,1887599928500.0,277199989500.0,277199989500.0,,,GALEX,NUV detector,2271.0,A,flux integrated from map or image,2007ApJ...655..863D
