No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-8 keV (Chandra),1.3e-14,,,erg/cm^2/s,9.99999984306749e+17,1.30000002040123e-09,,,,,1300000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
2,0.2-4 keV (EINSTEIN),1.416e-12,,,erg/cm^2/s,5.24599984e+17,2.69919947233548e-07,,,,,141600000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
3,FUV (GALEX) AB,13.18,0.01,0.01,mag,1980000060000000.0,0.01941,0.0001788,0.0001788,,,38431801164600.0,354024010728.0,354024010728.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
4,FUV (GALEX) AB,12.93,0.0,0.0,mag,1970000030072800.0,0.02444,,,,,48146800734979.2,,,,,GALEX,FUV detector,1525.0,A,flux in fixed aperture,2010AJ....139.1212S
5,FUV (GALEX) AB,12.76,0.01,0.01,mag,1960000004030460.0,0.02858,0.0002632,0.0002632,,,56016800115190.5,515872001060.817,515872001060.817,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
6,FUV (GALEX),12.66,0.02,0.02,mag,1949999977988100.0,0.004494,8.278e-05,8.278e-05,,,8763299901078.52,161420998177.855,161420998177.855,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
7,FUV (GALEX),12.67,0.01,0.01,mag,1949999977988100.0,0.004453,4.101e-05,4.101e-05,,,8683349901981.01,79969499097.292,79969499097.292,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
8,NUV (GALEX) AB,12.35,0.0,0.0,mag,1360000052101100.0,0.04169,,,,,56698402172094.9,,,,,GALEX,NUV detector,2200.0,A,flux in fixed aperture,2010AJ....139.1212S
9,NUV (GALEX) AB,12.84,0.01,0.01,mag,1319999950000000.0,0.02655,0.0002445,0.0002445,,,35045998672500.0,322739987775.0,322739987775.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
10,NUV (GALEX) AB,12.31,0.01,0.01,mag,1300000030064640.0,0.04325,0.0003984,0.0003984,,,56225001300295.7,517920011977.753,517920011977.753,,,GALEX,NUV detector,2310.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
11,NUV (GALEX),12.22,0.01,0.01,mag,1290000004022270.0,0.01021,9.4e-05,9.4e-05,,,13170900041067.4,121260000378.093,121260000378.093,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
12,NUV (GALEX),12.21,0.01,0.01,mag,1290000004022270.0,0.0103,9.486e-05,9.486e-05,,,13287000041429.4,122369400381.553,122369400381.553,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
13,B (Cousins) (B_T),10.89,0.09,0.09,mag,681000015000000.0,0.188,0.01625,0.01625,,,128028002820000.0,11066250243750.0,11066250243750.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
14,B (Cousins) (B_26),10.97,0.09,0.09,mag,681000015000000.0,0.1745,0.01508,0.01508,,,118834502617500.0,10269480226200.0,10269480226200.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
15,B (m_B),10.91,0.12,0.12,mag,681000015000000.0,0.1843,0.02153,0.02153,,,125508302764500.0,14661930322950.0,14661930322950.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
16,B (m_B^0),10.59,,,mag,681000015000000.0,0.2474,,,,,168479403711000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
17,B (Cousins) (B_25),11.08,0.09,0.09,mag,681000015000000.0,0.1573,0.01359,0.01359,,,107121302359500.0,9254790203850.0,9254790203850.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
18,B (Cousins) (B_T),10.94,0.09,0.09,mag,681000015000000.0,0.1786,0.01544,0.01544,,,121626602679000.0,10514640231600.0,10514640231600.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
19,B (Cousins) (B_25),11.07,0.09,0.09,mag,681000015000000.0,0.1584,0.01369,0.01369,,,107870402376000.0,9322890205350.0,9322890205350.0,,,1m Schmidt,PDS,4400.0,A,modelled datum,1989ESOLV.C...0000L
