No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),7e-14,,,erg/cm^2/s,1.45000006314413e+18,4.8275859966664e-09,,,,,7000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,0.3-8 keV (Chandra),,,,erg/cm^2/s,9.9999998430675e+17,,,,6.20000009729815e-10,,,,,620000000.0,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
3,0.2-4 keV (EINSTEIN),4.56e-13,,,erg/cm^2/s,5.24599984e+17,8.69233728379222e-08,,,,,45600000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
4,FUV (GALEX),31.13,1.46,1.46,mJy,1960000004030500.0,0.03113,0.00146,0.00146,,,61014800125469.5,2861600005884.53,2861600005884.53,,,GALEX,FUV detector,1528.0,A,flux in fixed aperture,2011ApJ...741..124H
5,FUV (GALEX) AB,12.59,0.01,0.01,mag,1960000004030460.0,0.03342,0.0003078,0.0003078,,,65503200134698.0,603288001240.576,603288001240.576,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
6,FUV (GALEX) AB,13.92,0.1,0.1,mag,1960000004030460.0,0.009835,0.0009058,0.0009058,,,19276600039639.6,1775368003650.79,1775368003650.79,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
7,FUV (GALEX) AB,14.23,0.1,0.1,mag,1960000004030460.0,0.007394,0.000681,0.000681,,,14492240029801.2,1334760002744.74,1334760002744.74,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
8,UV_1650 (m_T),9.85,0.32,0.32,mag,1817000010000000.0,0.03786,0.012977,0.012977,,,68791620378600.0,23579209129770.0,23579209129770.0,,,IUE,ULDA,1650.0,A,multiple methods,1995A&AS..114..527R
9,m(2000),10.1,0.3,0.3,mag,1498999960000000.0,0.041286,0.01314,0.01314,,,61887712348560.0,19696859474400.0,19696859474400.0,,,Balloon,SCAP 2000,2000.0,A,flux integrated from map or image,1987A&A...180...12D
10,NUV (GALEX),61.82,8.56,8.56,mJy,1319999950000000.0,0.06182,0.00856,0.00856,,,81602396909000.0,11299199572000.0,11299199572000.0,,,GALEX,NUV detector,2271.0,A,flux integrated from map or image,2007ApJ...655..863D
11,NUV (GALEX) AB,12.25,0.01,0.01,mag,1319999950000000.0,0.04571,0.000421,0.000421,,,60337197714500.0,555719978950.0,555719978950.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
12,NUV (GALEX) AB,11.935,0.002,0.002,mag,1319999947931600.0,0.0611,0.0001125,0.0001125,,,80651996818620.8,148499994142.305,148499994142.305,,,GALEX,NUV detector,2267.0,A,flux in fixed aperture,2009ApJ...703.1569M
13,NUV (GALEX),56.3,1.57,1.57,mJy,1319999947931600.0,0.0563,0.00157,0.00157,,,74315997068549.1,2072399918252.61,2072399918252.61,,,GALEX,NUV detector,2271.0,A,flux in fixed aperture,2011ApJ...741..124H
14,NUV (GALEX) AB,13.13,0.1,0.1,mag,1310000056107010.0,0.02034,0.001873,0.001873,,,26645401141216.6,2453630105088.43,2453630105088.43,,,GALEX,NUV detector,2286.0,A,flux in fixed aperture,2014ApJS..212...18B
15,NUV (GALEX) AB,13.44,0.1,0.1,mag,1310000056107010.0,0.01527,0.001406,0.001406,,,20003700856754.0,1841860078886.46,1841860078886.46,,,GALEX,NUV detector,2286.0,A,flux in fixed aperture,2014ApJS..212...18B
16,NUV (GALEX) AB,11.98,0.01,0.01,mag,1300000030064640.0,0.05862,0.0005399,0.0005399,,,76206001762389.2,701870016231.899,701870016231.899,,,GALEX,NUV detector,2310.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
17,NUV (GALEX),12.01,0.01,0.01,mag,1290000004022270.0,0.01238,0.0001141,0.0001141,,,15970200049795.7,147189000458.941,147189000458.941,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
18,NUV (GALEX),11.99,0.01,0.01,mag,1290000004022270.0,0.01261,0.0001162,0.0001162,,,16266900050720.8,149898000467.388,149898000467.388,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
19,UV_2500 (m_T),10.34,0.36,0.36,mag,1198999980000000.0,0.055348,0.02176,0.02176,,,66362250893040.0,26090239564800.0,26090239564800.0,,,IUE,ULDA,2500.0,A,multiple methods,1995A&AS..114..527R
