No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
69,H_tot (2MASS LGA),6.332,0.017,0.017,mag,181999994000000.0,3.0026,0.047385,0.047385,,,546473181984400.0,8624069715690.0,8624069715690.0,,,1.3m,256x256 NICMOS3,1.65,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
70,H (HCO),6.53,0.03,0.03,mag,181691998000000.0,2.395,0.06709,0.06709,,,435152335210000.0,12189716145820.0,12189716145820.0,,,"1m, 0.4m, 0.9m, 1.3m, 2.1m",InSb detector,1.65,microns,flux in fixed aperture,1982ApJS...50..241A
71,H (Johnson),8.04,0.06,0.06,mag,181691998000000.0,0.6537,0.03714,0.03714,,,118772059092600.0,6748040805720.0,6748040805720.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
72,H (HCO),7.15,0.03,0.03,mag,181691998000000.0,1.353,0.0379,0.0379,,,245829273294000.0,6886126724200.0,6886126724200.0,,,"1m, 0.4m, 0.9m, 1.3m, 2.1m",InSb detector,1.65,microns,flux in fixed aperture,1982ApJS...50..241A
73,H (HCO),6.82,0.03,0.03,mag,181691998000000.0,1.833,0.05136,0.05136,,,333041432334000.0,9331701017280.0,9331701017280.0,,,"1m, 0.4m, 0.9m, 1.3m, 2.1m",InSb detector,1.65,microns,flux in fixed aperture,1982ApJS...50..241A
74,H (Johnson),7.15,0.03,0.03,mag,181691998000000.0,1.484,0.04157,0.04157,,,269630925032000.0,7552936356860.0,7552936356860.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
75,H (Johnson),8.33,0.06,0.06,mag,181691998000000.0,0.5005,0.02844,0.02844,,,90936844999000.0,5167320423120.0,5167320423120.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
76,K_tot (2MASS LGA),6.036,0.018,0.018,mag,138000000000000.0,2.568,0.042929,0.042929,,,354384000000000.0,5924202000000.0,5924202000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
77,K_s_14arcsec (2MASS),8.941,0.015,0.015,mag,138000000000000.0,0.17685,0.0024603,0.0024603,,,24405300000000.0,339521400000.0,339521400000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux in fixed aperture,20032MASX.C.......:
78,K_20 (2MASS LGA),6.1,0.016,0.016,mag,138000000000000.0,2.421,0.035942,0.035942,,,334098000000000.0,4959996000000.0,4959996000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
79,K_Kron (2MASS LGA),6.071,0.016,0.016,mag,138000000000000.0,2.4865,0.036914,0.036914,,,343137000000000.0,5094132000000.0,5094132000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
80,F_K (total),3.56,2.97,2.97,log(mJy),137000003000000.0,3.6308,0.9401,0.9401,,,497419610892400.0,128793702820300.0,128793702820300.0,,,"1.0m, 2.1m",InSb detector,2.194,microns,corrected to total flux from single aperture measurements,1995ApJ...453..616S
81,K,8.63,0.12,0.12,mag,136891999000000.0,0.2296,0.02683,0.02683,,,31430402970400.0,3672812333170.0,3672812333170.0,,,"1.88m, 1.5m, 1m",Photometer,2.19,microns,flux in fixed aperture,1976MNRAS.175..191G
82,K (Johnson),9.3,,,mag,135042001000000.0,0.1271,,,,,17163838327100.0,,,,,Literature compilation,Literature compilation,2.22,microns,flux in fixed aperture,1988VIrPh.C...0000d
83,K (Johnson),7.77,0.06,0.06,mag,135042001000000.0,0.5201,0.02955,0.02955,,,70235344720100.0,3990491129550.0,3990491129550.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
84,K (Johnson),6.89,0.03,0.03,mag,135042001000000.0,1.17,0.03277,0.03277,,,157999141170000.0,4425326372770.0,4425326372770.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
85,K (Johnson),8.07,0.06,0.06,mag,135042001000000.0,0.3946,0.02242,0.02242,,,53287573594600.0,3027641662420.0,3027641662420.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
86,3.6 microns (IRAC),1.13,0.0339,0.0339,Jy,84399999700000.0,1.13,0.0339,0.0339,,,95371999661000.0,2861159989830.0,2861159989830.0,,,Spitzer,IRAC,3.55,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
87,3.6 microns IRAC AB,8.37,,,mag,84399999680512.0,1.629,,,,,137487599479554.0,,,,,Spitzer,IRAC,3.55,microns,flux in fixed aperture,2014MNRAS.444..527S
88,3.6 microns IRAC AB,8.38,,,mag,84399999680512.0,1.614,,,,,136221599484346.0,,,,,Spitzer,IRAC,3.55,microns,flux in fixed aperture,2014MNRAS.444..527S
89,3.6 microns IRAC AB,8.4,0.001,0.001,mag,84399999680512.0,1.585,0.00146,0.00146,,,133773999493612.0,123223999533.548,123223999533.548,,,Spitzer,IRAC,3.55,microns,total flux; beam filling or dilution corrected,2018ApJS..234...18B
90,3.6 microns (IRAC),1.61,0.22,0.22,Jy,84399999680512.0,1.61,0.22,0.22,,,135883999485624.0,18567999929712.6,18567999929712.6,,,Spitzer,IRAC,3.55,microns,flux in fixed aperture,2009ApJ...703..517D
91,4.5 microns (IRAC),0.713,0.0214,0.0214,Jy,66699999100000.0,0.713,0.0214,0.0214,,,47557099358300.0,1427379980740.0,1427379980740.0,,,Spitzer,IRAC,4.493,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
92,4.5 microns (IRAC),0.12,,,Jy,66699999100000.0,0.12,,,,,8003999892000.0,,,,,Spitzer,IRAC,4.493,microns,flux integrated from map or image,2005ApJ...628L..29E
93,4.5 microns (IRAC),1.09,0.15,0.15,Jy,66699999051776.0,1.09,0.15,0.15,,,72702998966435.8,10004999857766.4,10004999857766.4,,,Spitzer,IRAC,4.493,microns,flux in fixed aperture,2009ApJ...703..517D
94,5.8 microns (IRAC),2.2,0.28,0.28,Jy,52300001312768.0,2.2,0.28,0.28,,,115060002888090.0,14644000367575.0,14644000367575.0,,,Spitzer,IRAC,5.731,microns,flux in fixed aperture,2009ApJ...703..517D
95,5.8 microns (IRAC),1.56,0.0469,0.0469,Jy,52300001300000.0,1.56,0.0469,0.0469,,,81588002028000.0,2452870060970.0,2452870060970.0,,,Spitzer,IRAC,5.731,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
96,8.0 microns (IRAC),4.34,0.13,0.13,Jy,38100000600000.0,4.34,0.13,0.13,,,165354002604000.0,4953000078000.0,4953000078000.0,,,Spitzer,IRAC,7.872,microns,corrected to total flux from single aperture measurements,2008ApJ...678..804E
97,8.0 microns (IRAC),5.11,0.64,0.64,Jy,38100000571392.0,5.11,0.64,0.64,,,194691002919813.0,24384000365690.9,24384000365690.9,,,Spitzer,IRAC,7.872,microns,flux in fixed aperture,2009ApJ...703..517D
98,10 microns,0.26,0.02,0.02,Jy,29979201000000.0,0.26,0.02,0.02,,,7794592260000.0,599584020000.0,599584020000.0,,,?,?,10.0,microns,flux in fixed aperture,1978BAAS...10..422D
99,10 microns,0.17,0.02,0.02,Jy,29979201000000.0,0.17,0.02,0.02,,,5096464170000.0,599584020000.0,599584020000.0,,,"61in, 90in",?,10.0,microns,flux in fixed aperture,1978ApJ...220L..37R
100,10 microns (IRTF),860.0,,,mJy,29700000800000.0,0.86,,,,,25542000688000.0,,,,,IRTF,Bolometer,10.1,microns,flux in fixed aperture,1989ApJ...344..135H
101,10.5 microns,0.22,0.04,0.04,Jy,28551699000000.0,0.22,0.04,0.04,,,6281373780000.0,1142067960000.0,1142067960000.0,,,61in,?,10.5,microns,flux in fixed aperture,1972ApJ...176L..95R
102,N,3.98,0.15,0.15,Jy,28551699000000.0,0.93,0.15,0.15,,,26553080070000.0,4282754850000.0,4282754850000.0,,,"61in, 90in",Photometer,10.5,microns,flux in fixed aperture,1976ApJ...206L..15R
103,N,4.49,0.08,0.08,Jy,28551699000000.0,0.58,0.08,0.08,,,16559985420000.0,2284135920000.0,2284135920000.0,,,"61in, 90in",Photometer,10.5,microns,flux in fixed aperture,1976ApJ...206L..15R
104,N,5.59,0.03,0.03,Jy,28551699000000.0,0.21,0.03,0.03,,,5995856790000.0,856550970000.0,856550970000.0,,,"61in, 90in",Photometer,10.5,microns,flux in fixed aperture,1976ApJ...206L..15R
105,N,6.3,0.02,0.02,Jy,28551699000000.0,0.11,0.02,0.02,,,3140686890000.0,571033980000.0,571033980000.0,,,"61in, 90in",Photometer,10.5,microns,flux in fixed aperture,1976ApJ...206L..15R
106,10.6 microns,0.47,,,Jy,28282300900000.0,0.47,,,,,13292681423000.0,,,,,"1.54m, 2.29m",?,10.6,microns,flux in fixed aperture,1979ApJ...229..111L
107,12 microns (IRAS),5.0,0.75,0.75,Jy,25000000100000.0,5.0,0.75,0.75,,,125000000500000.0,18750000075000.0,18750000075000.0,,,IRAS,Survey array,12.0,microns,total flux; beam filling or dilution corrected,2007A&A...462..507L
108,12 microns (IRAS),5.29,0.035,0.035,Jy,25000000100000.0,5.29,0.035,0.035,,,132250000529000.0,875000003500.0,875000003500.0,,,IRAS,Survey array,12.0,microns,total flux; beam filling or dilution corrected,2003AJ....126.1607S
109,12 microns (IRAS),5.01,0.035,0.035,Jy,24979999600000.0,5.01,0.035,0.035,,,125149797996000.0,874299986000.0,874299986000.0,,,IRAS,Survey array,12.0,microns,integrated from scans,1989AJ.....98..766S
110,12 microns (IRAS),5.0,15.0,15.0,Jy,24979999600000.0,5.0,0.75,0.75,,,124899998000000.0,18734999700000.0,18734999700000.0,,,IRAS,Survey array,12.0,microns,flux integrated from map or image,1988ApJS...68...91R
111,12 microns (IRAS),1.428,5.0,5.0,Jy,24979999600000.0,1.428,0.0714,0.0714,,,35671439428800.0,1783571971440.0,1783571971440.0,,,IRAS,Survey array,12.0,microns,flux in fixed aperture,1990IRASF.C...0000M
112,20 microns,0.9,0.2,0.2,Jy,14989600500000.0,0.9,0.2,0.2,,,13490640450000.0,2997920100000.0,2997920100000.0,,,"61in, 90in",?,20.0,microns,flux in fixed aperture,1978ApJ...220L..37R
113,20 microns,0.59,0.11,0.11,Jy,14989600500000.0,0.59,0.11,0.11,,,8843864295000.0,1648856055000.0,1648856055000.0,,,?,?,20.0,microns,flux in fixed aperture,1978BAAS...10..422D
114,21 microns,0.22,0.1,0.1,Jy,14275800200000.0,0.2,0.1,0.1,,,2855160040000.0,1427580020000.0,1427580020000.0,,,61in,?,21.0,microns,flux in fixed aperture,1972ApJ...176L..95R
115,21 microns,0.9,0.2,0.2,Jy,14275800200000.0,0.9,0.2,0.2,,,12848220180000.0,2855160040000.0,2855160040000.0,,,"1.54m, 2.29m",?,21.0,microns,flux in fixed aperture,1979ApJ...229..111L
