No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-8 keV (Chandra),,,,erg/cm^2/s,9.9999998430675e+17,,,,6.0000000941595e-11,,,,,60000000.0,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
2,0.2-4 keV (EINSTEIN),1.189e-12,,,erg/cm^2/s,5.24599984e+17,2.26648882246249e-07,,,,,118900000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
3,0.2-4 keV (EINSTEIN),1.912e-12,,,erg/cm^2/s,5.24599984e+17,3.64468177337954e-07,,,,,191200000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
4,0.1-2 keV (Chandra),1.6e-15,,,erg/cm^2/s,2.54000002e+17,6.2992125488251e-10,,,,,160000000.0,,,,,Chandra,ACIS-S,1.05,keV,flux integrated from map or image,2004ApJ...610..213T
5,1482A (IUE),4.4e-15,2.3e-15,2.3e-15,erg/cm^2/s/A,2022890000000000.0,0.0003228,0.0001687,0.0001687,,,652988892000.0,341261543000.0,341261543000.0,,,IUE,"SWP, LWR, LWP",1482.0,A,flux in fixed aperture,1993ApJS...86....5K
6,FUV (GALEX) AB,10.69,0.01,0.01,mag,1980000060000000.0,0.1923,0.001771,0.001771,,,380754011538000.0,3506580106260.0,3506580106260.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
7,FUV (GALEX) AB,10.315,0.002,0.002,mag,1980000056115200.0,0.2717,0.0005004,0.0005004,,,537966015246500.0,990792028080.046,990792028080.046,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2009ApJ...703.1569M
8,FUV (GALEX) AB,12.54,0.1,0.1,mag,1960000004030460.0,0.03495,0.003219,0.003219,,,68502000140864.6,6309240012974.05,6309240012974.05,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
9,FUV (GALEX) AB,11.79,0.1,0.1,mag,1960000004030460.0,0.07006,0.006453,0.006453,,,137317600282374.0,12647880026008.6,12647880026008.6,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
10,FUV (GALEX),258.1,35.7,35.7,mJy,1960000000000000.0,0.2581,0.0357,0.0357,,,505876000000000.0,69972000000000.0,69972000000000.0,,,GALEX,FUV detector,1528.0,A,flux integrated from map or image,2007ApJ...655..863D
11,FUV (GALEX),10.52,0.01,0.01,mag,1949999977988100.0,0.03226,0.0002971,0.0002971,,,62906999289896.1,579344993460.265,579344993460.265,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
12,FUV (GALEX) AB,10.33,0.05,0.05,mag,1949999977988100.0,0.2679,0.01234,0.01234,,,522404994103012.0,24062999728373.2,24062999728373.2,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2011ApJS..192....6L
13,FUV (GALEX),10.42,0.02,0.02,mag,1949999977988100.0,0.03537,0.0006515,0.0006515,,,68971499221439.1,1270424985659.25,1270424985659.25,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
14,1550 A (OAO),8.55,0.53,0.53,mag,1930000060000000.0,0.11077,0.069705,0.069705,,,213786106646200.0,134530654182300.0,134530654182300.0,,,OAO,Photometer,1550.0,A,flux in fixed aperture,1982ApJ...256....1C
15,UV_1650 (m_T),8.11,0.26,0.26,mag,1817000010000000.0,0.18801,0.050871,0.050871,,,341614171880100.0,92432607508710.0,92432607508710.0,,,IUE,ULDA,1650.0,A,multiple methods,1995A&AS..114..527R
16,1910 A (OAO),8.9,0.4,0.4,mag,1570000060000000.0,0.12185,0.054275,0.054275,,,191304507311000.0,85211753256500.0,85211753256500.0,,,OAO,Photometer,1910.0,A,flux in fixed aperture,1982ApJ...256....1C
17,1913A (IUE),2.6e-15,7e-16,7e-16,erg/cm^2/s/A,1567129950000000.0,0.0003178,8.556e-05,8.556e-05,,,498033898110.0,134083638522.0,134083638522.0,,,IUE,"SWP, LWR, LWP",1913.0,A,flux in fixed aperture,1993ApJS...86....5K
18,NUV (GALEX),307.5,42.6,42.6,mJy,1319999950000000.0,0.3075,0.0426,0.0426,,,405899984625000.0,56231997870000.0,56231997870000.0,,,GALEX,NUV detector,2271.0,A,flux integrated from map or image,2007ApJ...655..863D
19,NUV (GALEX) AB,10.5,0.01,0.01,mag,1319999950000000.0,0.2291,0.00211,0.00211,,,302411988545000.0,2785199894500.0,2785199894500.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
20,NUV (GALEX) AB,10.111,0.002,0.002,mag,1319999947931600.0,0.3278,0.0006039,0.0006039,,,432695982931978.0,797147968555.893,797147968555.893,,,GALEX,NUV detector,2267.0,A,flux in fixed aperture,2009ApJ...703.1569M
