No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,FUV (GALEX) AB,17.16,0.23,0.23,mag,1960000004030460.0,0.0004966,0.0001052,0.0001052,,,973336002001.527,206192000424.004,206192000424.004,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
2,NUV (GALEX) AB,15.9,0.03,0.03,mag,1300000030064640.0,0.001585,4.379e-05,4.379e-05,,,2060500047652.45,56927001316.5306,56927001316.5306,,,GALEX,NUV detector,2310.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
3,U (U_T),12.27,0.21,0.21,mag,818999999000000.0,0.02237,0.004821,0.004821,,,18321029977630.0,3948398995179.0,3948398995179.0,,,Literature compilation,Literature compilation,3660.0,A,from multi-aperture data,1991RC3.9.C...0000d
4,U (U_T^0),11.42,,,mag,818999999000000.0,0.04894,,,,,40081859951060.0,,,,,Literature compilation,Literature compilation,3660.0,A,from multi-aperture data,1991RC3.9.C...0000d
5,B (B_T^0),11.29,,,mag,681000015000000.0,0.1298,,,,,88393801947000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
6,B (B_T),12.0,0.2,0.2,mag,681000015000000.0,0.06752,0.01366,0.01366,,,45981121012800.0,9302460204900.0,9302460204900.0,,,Literature compilation,Literature compilation,4400.0,A,from multi-aperture data,1991RC3.9.C...0000d
7,B (m_B),11.9,0.2,0.2,mag,681000015000000.0,0.07403,0.01497,0.01497,,,50414431110450.0,10194570224550.0,10194570224550.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
8,V (Johnson),11.7,0.02,0.02,mag,542120000000000.0,0.07605,0.001414,0.001414,,,41228226000000.0,766557680000.0,766557680000.0,,,"AAT, 40in, 60in",Automatic scanner,5530.0,A,flux in fixed aperture,1977A&A....59..317V
9,V (V_T^0),10.57,,,mag,542000009000000.0,0.2153,,,,,116692601937700.0,,,,,Literature compilation,Literature compilation,5530.0,A,from multi-aperture data,1991RC3.9.C...0000d
10,V (V_T),11.11,0.21,0.21,mag,542000009000000.0,0.1309,0.02738,0.02738,,,70947801178100.0,14839960246420.0,14839960246420.0,,,Literature compilation,Literature compilation,5530.0,A,from multi-aperture data,1991RC3.9.C...0000d
11,r',11.05,0.02,0.02,mag,444928010000000.0,0.1057,0.001965,0.001965,,,47028890657000.0,874283539650.0,874283539650.0,,,"AAT, 40in, 60in",Automatic scanner,6738.0,A,flux in fixed aperture,1977A&A....59..317V
12,J (ESO/SPM),65.3,4.35,4.35,mJy,249999997000000.0,0.0653,0.0043487,0.0043487,,,16324999804100.0,1087174986953.9,1087174986953.9,,,"1.0m, 2.1m",InSb detector,1.198,microns,flux in fixed aperture,1995ApJ...453..616S
13,J (ESO/SPM),60.6,4.04,4.04,mJy,249999997000000.0,0.0606,0.0040357,0.0040357,,,15149999818200.0,1008924987892.9,1008924987892.9,,,"1.0m, 2.1m",InSb detector,1.198,microns,flux in fixed aperture,1995ApJ...453..616S
14,J (2MASS/CTIO),11.707,0.007,0.007,mag,242746929554656.0,0.0330893561716934,0.000213334963121593,0.000213334963121593,,,8032339611618.97,51786407264.4224,51786407264.4224,,,1.3m,256x256 NICMOS3,1.235,microns,flux in fixed aperture,2006AJ....131.1163S
15,J (2MASS/CTIO),12.366,0.083,0.083,mag,242746929554656.0,0.0180338443540658,0.00137861211114435,0.00137861211114435,,,4377660345016.04,334653857027.153,334653857027.153,,,1.3m,256x256 NICMOS3,1.235,microns,flux in fixed aperture,2006AJ....131.1163S
16,F_J (total),2.78,2.19,2.19,log(mJy),240999993000000.0,0.60256,0.15602,0.15602,,,145216955782080.0,37600818907860.0,37600818907860.0,,,"1.0m, 2.1m",InSb detector,1.244,microns,corrected to total flux from single aperture measurements,1995ApJ...453..616S
17,J,8.805,0.015,0.015,mag,240000004000000.0,0.47857,0.0066576,0.0066576,,,114856801914280.0,1597824026630.4,1597824026630.4,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
18,J_14arcsec (2MASS),11.055,0.004,0.004,mag,240000004000000.0,0.060248,0.00022234,0.00022234,,,14459520240992.0,53361600889.36,53361600889.36,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
19,J,8.993,0.016,0.016,mag,240000004000000.0,0.40248,0.0059749,0.0059749,,,96595201609920.0,1433976023899.6,1433976023899.6,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
20,H (ESO/SPM),90.9,6.05,6.05,mJy,190000008000000.0,0.0909,0.0060539,0.0060539,,,17271000727200.0,1150241048431.2,1150241048431.2,,,"1.0m, 2.1m",InSb detector,1.58,microns,flux in fixed aperture,1995ApJ...453..616S
