1.000000000000000e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.167317963549317e-15
1.123324032978028e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.167317963549317e-15
1.261856883066021e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.167317963549317e-15
1.417474162926805e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.167317963549317e-15
1.592282793341092e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.167317963549317e-15
1.788649529057435e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.167313384743912e-15
2.009233002565048e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.167167987212623e-15
2.257019719633919e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.166624121515374e-15
2.535364493970111e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.165442793364397e-15
2.848035868435802e-04 3.081575685313008e-19 2.804949509498061e-18 6.957453843413769e-18 1.218403912033479e-17 1.751042985493357e-17 2.322578682583029e-17 2.888181486831724e-17 3.550258359661848e-17 4.230069202949477e-17 4.876957431205672e-17 7.694152795088899e-17 1.015374666515646e-16 1.332889530242360e-16 1.526483477791703e-16 1.635880366959611e-16 1.720211542668407e-16 1.761827839788303e-16 1.791836667464548e-16 4.099813665428784e-16 1.163399206396385e-15
