107173412598776350      106930838830326670
141006389508689020      144708419184233600
236100351056848860      241388184798269300
344797110396947140      351300657535412160
636885004024977500      646695292579575400
1768951011929360100     1868981805821758000
2095655412232925200     2229195350032339000
2754873011843698700     3030270893006598700
4079998331207334000     4676908898225076000
5679560270109858000     6678691555900782000
7915477868553778000     9555357353340150000
11681877586965348000    14388804147925148000
15356574894964378000    18903543155007890000
21908317837450514000    26994524972224803000
27324241007831052000    34275151836141937000
36469420663938330000    46152750431181850000
41813807926175000000    55677415104876520000
46943289693540040000    67167709915427780000
50767260757682670000    82893105458800700000
53197149136136010000    142261156766376360000
55483323557635800000    217907164981030600000
56662994600760070000    311764784137596500000
57262202744582980000    485757638914447050000
57867747482547330000    731471495124700600000
