1.000000000000000e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
1.123324032978028e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
1.261856883066021e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
1.417474162926805e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
1.592282793341092e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
1.788649529057435e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
2.009233002565048e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
2.257019719633919e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
2.535364493970111e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
2.848035868435802e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
3.199267137797384e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077616952012648e-16
3.593813663804626e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.077359390817207e-16
4.037017258596554e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.071851624409525e-16
4.534878508128582e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.056272662393918e-16
5.094138014816380e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 6.028154954937222e-16
5.722367659350221e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 5.985764847602220e-16
6.428073117284319e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 5.927836258745319e-16
7.220809018385464e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 5.853480638060111e-16
8.111308307896872e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 5.762148693925121e-16
9.111627561154887e-04 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 5.653611517449208e-16
1.023531021899027e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 5.527948753671405e-16
1.149756995397736e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.940844829566082e-16 5.385538048745280e-16
1.291549665014884e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.939504071891756e-16 5.227042741268619e-16
1.450828778495940e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.932813370351241e-16 5.053396135002057e-16
1.629750834620644e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.919463188305115e-16 4.865781493319846e-16
1.830738280295368e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.898837273855562e-16 4.665607436505119e-16
2.056512308348652e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.870616672251471e-16 4.454478826750262e-16
2.310129700083158e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.834703929740204e-16 4.234163545994751e-16
2.595024211399737e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.791191159391259e-16 4.006555830624343e-16
2.915053062825176e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.740340650778001e-16 3.773637032258398e-16
3.274549162877729e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.682568799236191e-16 3.537434826621911e-16
3.678379771828634e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.690992241989107e-17 1.618429891856538e-16 3.299981991730941e-16
4.132012400115334e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.363250954449677e-17 5.683033448166370e-17 1.548598387806333e-16 3.063275921105571e-16
4.641588833612782e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.995720191196551e-17 5.354330607671169e-17 5.643367426158532e-17 1.473849287719153e-16 2.829240027438128e-16
5.214008287999685e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329994636103446e-17 4.989534074344503e-17 5.310347328367536e-17 5.569128160951023e-17 1.395036700174032e-16 2.599688128967195e-16
5.857020818056668e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.329349320815933e-17 4.947154797382824e-17 5.229841643256700e-17 5.460514697223398e-17 1.313071018143858e-16 2.376292798845623e-16
6.579332246575682e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.600764822873160e-17 4.305507860989117e-17 4.866239636301191e-17 5.114107347274289e-17 5.318779353835861e-17 1.228895304418260e-16 2.160558503400481e-16
7.390722033525776e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.596461305425213e-17 4.246714129402231e-17 4.749042934640466e-17 4.965276998303292e-17 5.146009633317147e-17 1.143461589946268e-16 1.953800166749227e-16
8.302175681319744e-03 6.610000000000000e-19 9.740000000000001e-18 2.427489761503062e-17 3.566827878088813e-17 4.153674247636485e-17 4.598448078267252e-17 4.786188952858856e-17 4.944991174756348e-17 1.057707830431099e-16 1.757127586764868e-16
