1.000000000000000e-03 4.026312769321275e+02 1.886957866407653e+03 2.360313828640592e+03
1.072267222010323e-03 3.894502912236030e+02 1.756643965333786e+03 2.188608653280654e+03
1.149756995397736e-03 3.763495095650914e+02 1.634402011309350e+03 2.028274095661949e+03
1.232846739442066e-03 3.633445259211969e+02 1.519791593130720e+03 1.878631954157737e+03
1.321941148466029e-03 3.504506089339731e+02 1.412392804081185e+03 1.739039822692884e+03
1.417474162926805e-03 3.376826613245029e+02 1.311805475690119e+03 1.608889468202362e+03
1.519911082952933e-03 3.250551801935994e+02 1.217648431308703e+03 1.487605267966916e+03
1.629750834620644e-03 3.125822184010128e+02 1.129558759342600e+03 1.374642705221989e+03
1.747528400007683e-03 3.002773472019890e+02 1.047191105970162e+03 1.269486921456428e+03
1.873817422860383e-03 2.881536203185142e+02 9.702169871635489e+02 1.171651323838376e+03
2.009233002565048e-03 2.762235396199511e+02 8.983241198191236e+02 1.080676246227076e+03
2.154434690031884e-03 2.644990225840566e+02 8.312157717930054e+02 9.961276622510068e+02
2.310129700083160e-03 2.529913717045359e+02 7.686101306275543e+02 9.175959489548451e+02
2.477076355991711e-03 2.417112460052944e+02 7.102396907448672e+02 8.446946995402502e+02
2.656087782946687e-03 2.306686348143839e+02 6.558506588740888e+02 7.770595837481726e+02
2.848035868435802e-03 2.198728339423548e+02 6.052023774705323e+02 7.143472544535604e+02
3.053855508833415e-03 2.093324244002391e+02 5.580667658761671e+02 6.562342990666840e+02
3.274549162877729e-03 1.990552537817931e+02 5.142277789630963e+02 6.024162343589742e+02
3.511191734215131e-03 1.890484204229202e+02 4.734808829941243e+02 5.526065433552109e+02
3.764935806792468e-03 1.793182604383798e+02 4.356325484274142e+02 5.065357529579953e+02
4.037017258596553e-03 1.698703377220871e+02 4.004997593856464e+02 4.639505509948489e+02
4.328761281083057e-03 1.607094369824810e+02 3.679095395038715e+02 4.246129414027570e+02
4.641588833612782e-03 1.518395598687563e+02 3.376984938645625e+02 3.882994362897449e+02
4.977023564332114e-03 1.432639242271999e+02 3.097123667230575e+02 3.548002836378544e+02
5.336699231206312e-03 1.349849665096154e+02 2.838056147217918e+02 3.239187294369033e+02
5.722367659350220e-03 1.270043473379047e+02 2.598409952873198e+02 2.954703130634630e+02
6.135907273413176e-03 1.193229602104531e+02 2.376891699002255e+02 2.692821947446375e+02
6.579332246575682e-03 1.119409433171243e+02 2.172283219245190e+02 2.451925139714403e+02
7.054802310718645e-03 1.048576944105849e+02 1.983437886801131e+02 2.230497777518290e+02
7.564633275546291e-03 9.807188866243933e+01 1.809277074393648e+02 2.027122776187136e+02
8.111308307896872e-03 9.158149941346412e+01 1.648786750265378e+02 1.840475343335512e+02
8.697490026177835e-03 8.538382170819719e+01 1.501014206973215e+02 1.669317692513839e+02
9.326033468832200e-03 7.947549848546677e+01 1.365064919742754e+02 1.512494013384191e+02
1.000000000000000e-02 7.385254927826533e+01 1.240099531132127e+02 1.368925688584140e+02
1.072267222010323e-02 6.851040125889904e+01 1.125330958751259e+02 1.237606747692403e+02
1.149756995397736e-02 6.344392244870281e+01 1.020021622782429e+02 1.117599548960202e+02
1.232846739442066e-02 5.864745689602147e+01 9.234807900522971e+01 1.008030679721456e+02
1.321941148466029e-02 5.411486161175337e+01 8.350620314136782e+01 9.080870666428697e+01
1.417474162926806e-02 4.983954503872755e+01 7.541607892076962e+01 8.170122872216476e+01
1.519911082952934e-02 4.581450681968997e+01 6.802120515931931e+01 7.341030741836957e+01
1.629750834620644e-02 4.203237861886369e+01 6.126881305505160e+01 6.587060046786547e+01
1.747528400007684e-02 3.848546574406247e+01 5.510965403908381e+01 5.902143664097495e+01
1.873817422860384e-02 3.516578931031884e+01 4.949779736301199e+01 5.280651930761783e+01
2.009233002565047e-02 3.206512868203185e+01 4.439043711184137e+01 4.717364617432631e+01
2.154434690031885e-02 2.917506392886510e+01 3.974770833505603e+01 4.207444449908476e+01
2.310129700083161e-02 2.648701803109219e+01 3.553251199231915e+01 3.746412109231431e+01
2.477076355991711e-02 2.399229857286145e+01 3.171034841453458e+01 3.330122643532255e+01
2.656087782946687e-02 2.168213866695907e+01 2.824915898557524e+01 2.954743227024538e+01
2.848035868435802e-02 1.954773686210048e+01 2.511917575488254e+01 2.616732203789496e+01
3.053855508833415e-02 1.758029579354464e+01 2.229277869634517e+01 2.312819356196194e+01
3.274549162877728e-02 1.577105934986206e+01 1.974436033435676e+01 2.039987339967626e+01
3.511191734215131e-02 1.411134814290645e+01 1.745019746370260e+01 1.795454230026243e+01
3.764935806792467e-02 1.259259308433443e+01 1.538832969590537e+01 1.576657123329766e+01
4.037017258596556e-02 1.120636689024517e+01 1.353844457082901e+01 1.381236746934196e+01
4.328761281083059e-02 9.944413355498487e+00 1.188176897865506e+01 1.207023021490915e+01
4.641588833612779e-02 8.798674260817242e+00 1.040096664374538e+01 1.052021532292868e+01
4.977023564332111e-02 7.761313798657683e+00 9.080041428329583e+00 9.144008618250712e+00
5.336699231206310e-02 6.824740427786896e+00 7.904246220321584e+00 7.924807395408179e+00
5.722367659350217e-02 5.981626091265447e+00 6.859997175792703e+00 6.847209662708361e+00
6.135907273413173e-02 5.224922757801466e+00 5.934793092609397e+00 5.897110722724117e+00
6.579332246575682e-02 4.547876271913959e+00 5.117139697373766e+00 5.061606694340425e+00
7.054802310718646e-02 3.944037523703380e+00 4.396478632973191e+00 4.328904595647447e+00
7.564633275546291e-02 3.407270973959875e+00 3.763120938637465e+00 3.688238620136207e+00
8.111308307896872e-02 2.931760594532089e+00 3.208184818310871e+00 3.129792250853868e+00
