1.000000000000000e-03 1.177314528226736e+03 3.620333510099906e+03 4.387001082069646e+03
1.072267222010323e-03 1.116614999051558e+03 3.366615498864533e+03 4.064192155177295e+03
1.149756995397736e-03 1.058852663827275e+03 3.129106614490696e+03 3.763221197701262e+03
1.232846739442066e-03 1.003862854940347e+03 2.906856886221012e+03 3.482726166396521e+03
1.321941148466029e-03 9.514925416344138e+02 2.698968330633974e+03 3.221423995484383e+03
1.417474162926805e-03 9.015994925607088e+02 2.504592202819150e+03 2.978106263218227e+03
1.519911082952933e-03 8.540514924299939e+02 2.322926395154946e+03 2.751635090599936e+03
1.629750834620644e-03 8.087256093217193e+02 2.153212975209286e+03 2.540939259550080e+03
1.747528400007683e-03 7.655075094472436e+02 1.994735854818668e+03 2.345010538575832e+03
1.873817422860383e-03 7.242908163879117e+02 1.846818582900491e+03 2.162900204674744e+03
2.009233002565048e-03 6.849765120366344e+02 1.708822255018848e+03 1.993715750862956e+03
2.154434690031884e-03 6.474723766644977e+02 1.580143533158273e+03 1.836617769325918e+03
2.310129700083160e-03 6.116924657127740e+02 1.460212769564722e+03 1.690817000761223e+03
2.477076355991711e-03 5.775566210764418e+02 1.348492228890709e+03 1.555571541019078e+03
2.656087782946687e-03 5.449900147988421e+02 1.244474403233703e+03 1.430184196648495e+03
2.848035868435802e-03 5.139227232393026e+02 1.147680414985405e+03 1.313999981429049e+03
3.053855508833415e-03 4.842893299071176e+02 1.057658502715955e+03 1.206403746410647e+03
3.274549162877729e-03 4.560285552770954e+02 9.739825856030677e+02 1.106817936399383e+03
3.511191734215131e-03 4.290829120145804e+02 8.962509021828471e+02 1.014700466217992e+03
3.764935806792468e-03 4.033983841421648e+02 8.240847194479774e+02 9.295427104360483e+02
4.037017258596553e-03 3.789241287769007e+02 7.571271085514372e+02 8.508676006099217e+02
4.328761281083057e-03 3.556121991562504e+02 6.950417835907915e+02 7.782278243965086e+02
4.641588833612782e-03 3.334172877539696e+02 6.375120001508128e+02 7.112041212097594e+02
4.977023564332114e-03 3.122964883640265e+02 5.842395104714446e+02 6.494036693758522e+02
5.336699231206312e-03 2.922090761021518e+02 5.349435722850679e+02 5.924585600130375e+02
5.722367659350220e-03 2.731163043410776e+02 4.893600085324455e+02 5.400243531165728e+02
6.135907273413176e-03 2.549812176574221e+02 4.472403153214640e+02 4.917787115688890e+02
6.579332246575682e-03 2.377684799258875e+02 4.083508156376216e+02 4.474201090211387e+02
7.054802310718645e-03 2.214442167502964e+02 3.724718564508818e+02 4.066666078054333e+02
7.564633275546291e-03 2.059758714712593e+02 3.393970469906428e+02 3.692547032382054e+02
8.111308307896872e-03 1.913320740371893e+02 3.089325360798399e+02 3.349382308650420e+02
8.697490026177835e-03 1.774825220690910e+02 2.808963265311626e+02 3.034873333766758e+02
9.326033468832200e-03 1.643978734901867e+02 2.551176247135906e+02 2.746874840953441e+02
1.000000000000000e-02 1.520496501289952e+02 2.314362234964247e+02 2.483385640909644e+02
1.072267222010323e-02 1.404101517389906e+02 2.097019168712108e+02 2.242539901381850e+02
1.149756995397736e-02 1.294523799092849e+02 1.897739446398330e+02 2.022598908688271e+02
1.232846739442066e-02 1.191499713688509e+02 1.715204656400288e+02 1.821943286100903e+02
1.321941148466029e-02 1.094771402113926e+02 1.548180580579980e+02 1.639065645275650e+02
1.417474162926806e-02 1.004086285889221e+02 1.395512454520098e+02 1.472563648140583e+02
1.519911082952934e-02 9.191966543918078e+01 1.256120471812623e+02 1.321133457808554e+02
1.629750834620644e-02 8.398593282503052e+01 1.128995520010211e+02 1.183563558177237e+02
1.747528400007684e-02 7.658353947265638e+01 1.013195136485066e+02 1.058728922920082e+02
1.873817422860384e-02 6.968900109971847e+01 9.078396730437404e+01 9.455855155595395e+01
2.009233002565047e-02 6.327922712438099e+01 8.121086587214160e+01 8.431651032515546e+01
2.154434690031885e-02 5.733151334147975e+01 7.252373507276974e+01 7.505703678009439e+01
2.310129700083161e-02 5.182354014308318e+01 6.465134640395203e+01 6.669702982731437e+01
2.477076355991711e-02 4.673337584766978e+01 5.752740706369479e+01 5.915958503713329e+01
2.656087782946687e-02 4.203948468553234e+01 5.109026598557949e+01 5.237358585112584e+01
2.848035868435802e-02 3.772073896846439e+01 4.528263517882011e+01 4.627331872511157e+01
3.053855508833415e-02 3.375643495010824e+01 4.005132560995253e+01 4.079811094223597e+01
3.274549162877728e-02 3.012631186055257e+01 3.534699690479493e+01 3.589198989609369e+01
3.511191734215131e-02 2.681057357603009e+01 3.112392018925986e+01 3.150336270585543e+01
3.764935806792467e-02 2.378991236320510e+01 2.733975342571944e+01 2.758471508415394e+01
4.037017258596556e-02 2.104553411898011e+01 2.395532863795098e+01 2.409232843416796e+01
4.328761281083059e-02 1.855918451247720e+01 2.093445045223409e+01 2.098601420501834e+01
4.641588833612779e-02 1.631317542734826e+01 1.824370541491729e+01 1.822886458433975e+01
4.977023564332111e-02 1.429041110125846e+01 1.585228157771019e+01 1.578701865379246e+01
5.336699231206310e-02 1.247441336654290e+01 1.373179787103989e+01 1.362944317739342e+01
5.722367659350217e-02 1.084934541272344e+01 1.185614281299503e+01 1.172772723393711e+01
6.135907273413173e-02 9.400033518561113e+00 1.020132212660256e+01 1.005588994350146e+01
6.579332246575682e-02 8.111986239032138e+00 8.745314861372590e+00 8.590200574152247e+00
7.054802310718646e-02 6.971410581070387e+00 7.467937636131019e+00 7.309010348542305e+00
7.564633275546291e-02 5.965224760694539e+00 6.350716639066373e+00 6.192595301231586e+00
8.111308307896872e-02 5.081067202362775e+00 5.376767037581099e+00 5.223009566340604e+00
8.697490026177834e-02 4.307301517758265e+00 4.530679464912029e+00 4.383948501728598e+00
9.326033468832200e-02 3.633017283986465e+00 3.798413262553543e+00 3.660621080437827e+00
1.000000000000000e-01 3.048026528295627e+00 3.167196167302342e+00 3.039631002890187e+00
1.072267222010323e-01 2.542855915584433e+00 2.625430139327002e+00 2.508866004540784e+00
1.149756995397736e-01 2.108734723634417e+00 2.162603033199629e+00 2.057394853725022e+00
1.232846739442066e-01 1.737578776633908e+00 1.769205817551277e+00 1.675371553686757e+00
1.321941148466029e-01 1.421970587612966e+00 1.436655051270308e+00 1.353946281720624e+00
1.417474162926805e-01 1.155136032477979e+00 1.157220325416961e+00 1.085182617552609e+00
1.519911082952933e-01 9.309179401905958e-01 9.239563808807916e-01 8.619806331526156e-01
1.629750834620645e-01 7.437470332352057e-01 7.306396130318904e-01 6.780054378551933e-01
