1.000000000000000e-03 -4.418353039829930e+01 2.995805750447040e+03 4.000700793097863e+03
1.072267222010323e-03 -2.995719988023194e+01 2.786549707240107e+03 3.706693262564486e+03
1.149756995397736e-03 -1.729849413764219e+01 2.590571000145001e+03 3.432528553468866e+03
1.232846739442066e-03 -6.087849561335133e+00 2.407103250511266e+03 3.176974967400539e+03
1.321941148466029e-03 3.787072697374469e+00 2.235420723889781e+03 2.938871552650558e+03
1.417474162926805e-03 1.243180572885461e+01 2.074836295524410e+03 2.717124287491717e+03
1.519911082952933e-03 1.994546608087887e+01 1.924699517405458e+03 2.510702462772965e+03
1.629750834620644e-03 2.642111545728289e+01 1.784394781402973e+03 2.318635253245484e+03
1.747528400007683e-03 3.194609702905359e+01 1.653339573335981e+03 2.140008467641483e+03
1.873817422860383e-03 3.660234835578640e+01 1.530982813149179e+03 1.973961468092587e+03
2.009233002565048e-03 4.046669279140974e+01 1.416803276662315e+03 1.819684250005223e+03
2.154434690031884e-03 4.361111113098713e+01 1.310308094631523e+03 1.676414674007872e+03
2.310129700083160e-03 4.610299514461332e+01 1.211031325117171e+03 1.543435842051860e+03
2.477076355991711e-03 4.800538453939026e+01 1.118532595390893e+03 1.420073610185404e+03
2.656087782946687e-03 4.937718879062123e+01 1.032395809836404e+03 1.305694230931734e+03
2.848035868435802e-03 5.027339518827807e+01 9.522279205056821e+02 1.199702118588389e+03
3.053855508833415e-03 5.074526435396487e+01 8.776577571850969e+02 1.101537731127416e+03
3.274549162877729e-03 5.084051439662247e+01 8.083349140061110e+02 1.010675562717212e+03
3.511191734215131e-03 5.060349479176378e+01 7.439286898031231e+02 9.266222412072150e+02
3.764935806792468e-03 5.007535098865836e+01 6.841270795777152e+02 8.489147252181174e+02
4.037017258596553e-03 4.929418067241176e+01 6.286358145748879e+02 7.771185957639480e+02
4.328761281083057e-03 4.829518253292586e+01 5.771774486133867e+02 7.108264375993663e+02
4.641588833612782e-03 4.711079832015498e+01 5.294904884398373e+02 6.496563057370497e+02
4.977023564332114e-03 4.577084889460586e+01 4.853285659955686e+02 5.932502728169598e+02
5.336699231206312e-03 4.430266491359022e+01 4.444596505964605e+02 5.412730532327109e+02
5.722367659350220e-03 4.273121272715434e+01 4.066652991303998e+02 4.934107001309468e+02
6.135907273413176e-03 4.107921599285980e+01 3.717399424744962e+02 4.493693715984521e+02
6.579332246575682e-03 3.936727345560055e+01 3.394902064256091e+02 4.088741625394647e+02
7.054802310718645e-03 3.761397327747868e+01 3.097342655234372e+02 3.716679989229932e+02
7.564633275546291e-03 3.583600424343656e+01 2.823012282258096e+02 3.375105912475570e+02
8.111308307896872e-03 3.404826411101493e+01 2.570305519713470e+02 3.061774442292913e+02
8.697490026177835e-03 3.226396531738706e+01 2.337714867356642e+02 2.774589198693365e+02
9.326033468832200e-03 3.049473820393848e+01 2.123825457541422e+02 2.511593511984485e+02
1.000000000000000e-02 2.875073186833990e+01 1.927310021472998e+02 2.270962041312612e+02
1.072267222010323e-02 2.704071270660253e+01 1.746924102442852e+02 2.050992849901295e+02
1.149756995397736e-02 2.537216066330134e+01 1.581501504562135e+02 1.850099913793660e+02
1.232846739442066e-02 2.375136316738223e+01 1.429949966043163e+02 1.666806042053908e+02
1.321941148466029e-02 2.218350669407240e+01 1.291247046583235e+02 1.499736187471908e+02
1.417474162926806e-02 2.067276586079016e+01 1.164436218884297e+02 1.347611127848978e+02
1.519911082952934e-02 1.922238993697674e+01 1.048623154797870e+02 1.209241498925497e+02
1.629750834620644e-02 1.783478662480854e+01 9.429721970191034e+01 1.083522160945139e+02
1.747528400007684e-02 1.651160295013408e+01 8.467030076682957e+01 9.694268817387371e+01
1.873817422860384e-02 1.525380309100937e+01 7.590873854945556e+01 8.660033200560039e+01
2.009233002565047e-02 1.406174296509029e+01 6.794462438155163e+01 7.723682936775646e+01
2.154434690031885e-02 1.293524139703405e+01 6.071467416706513e+01 6.877033176054334e+01
2.310129700083161e-02 1.187364769299111e+01 5.415995610146516e+01 6.112503983590862e+01
2.477076355991711e-02 1.087590546116163e+01 4.822563231125731e+01 5.423080710984607e+01
2.656087782946687e-02 9.940612535024545e+00 4.286071376208196e+01 4.802276669563490e+01
2.848035868435802e-02 9.066076878874078e+00 3.801782781481464e+01 4.244097985921294e+01
3.053855508833415e-02 8.250368383197859e+00 3.365299783893270e+01 3.743010525780769e+01
3.274549162877728e-02 7.491366489554526e+00 2.972543432113165e+01 3.293908777998035e+01
3.511191734215131e-02 6.786803620142635e+00 2.619733693479774e+01 2.892086595947690e+01
3.764935806792467e-02 6.134304425266464e+00 2.303370706248344e+01 2.533209698682711e+01
4.037017258596556e-02 5.531420901349431e+00 2.020217028899339e+01 2.213289839156423e+01
4.328761281083059e-02 4.975663471893064e+00 1.767280840706118e+01 1.928660551432775e+01
4.641588833612779e-02 4.464528162658027e+00 1.541800050085178e+01 1.675954393201570e+01
4.977023564332111e-02 3.995520039172184e+00 1.341227269463005e+01 1.452081604062145e+01
5.336699231206310e-02 3.566173108315848e+00 1.163215617483372e+01 1.254210103946310e+01
5.722367659350217e-02 3.174066915149069e+00 1.005605311342187e+01 1.079746759722818e+01
6.135907273413173e-02 2.816840090421621e+00 8.664110138658691e+00 9.263198514649794e+00
6.579332246575682e-02 2.492201122617692e+00 7.438099016355994e+00 7.917626730739022e+00
7.054802310718646e-02 2.197936640427220e+00 6.361304219947893e+00 6.740982049374805e+00
7.564633275546291e-02 1.931917496948493e+00 5.418417081519824e+00 5.715247990757948e+00
8.111308307896872e-02 1.692102945722709e+00 4.595436227982896e+00 4.824028197861013e+00
8.697490026177834e-02 1.476543191165099e+00 3.879574016908275e+00 4.052421851667094e+00
9.326033468832200e-02 1.283380582636865e+00 3.259168695081576e+00 3.386907570847290e+00
1.000000000000000e-01 1.110849703086842e+00 2.723602009606807e+00 2.815235291782475e+00
1.072267222010323e-01 9.572765808760219e-01 2.263222006443572e+00 2.326325643747698e+00
1.149756995397736e-01 8.210772282343415e-01 1.869270754727706e+00 1.910176351963568e+00
1.232846739442066e-01 7.007556830423951e-01 1.533816737316211e+00 1.557775218456860e+00
1.321941148466029e-01 5.949017035786697e-01 1.249691649021322e+00 1.261019247705247e+00
1.417474162926805e-01 5.021882398061364e-01 1.010431344373665e+00 1.012639501377155e+00
1.519911082952933e-01 4.213687809016360e-01 8.102206770184586e-01 8.061312846949023e-01
1.629750834620645e-01 3.512746581628152e-01 6.438419736731863e-01 6.356892867032826e-01
1.747528400007685e-01 2.908123661542937e-01 5.066268877878800e-01 4.961473187740796e-01
1.873817422860385e-01 2.389609539089452e-01 3.944113826846163e-01 3.829223209274845e-01
2.009233002565048e-01 1.947695331954378e-01 3.034936023571481e-01 2.919623351583031e-01
