0.00010408541538330366  3.5147887608110876e-19
0.00012892330538955224  4.577595717236751e-19
0.0001724436557092466   5.877120103129968e-19
0.00022695798483475825  7.8197987041553385e-19
0.0002939179896353506   1.040462857666357e-18
0.0003806333788792784   1.2889908581554647e-18
0.0005009623826169777   1.7459539423130783e-18
0.0006700711277162671   2.281980099518475e-18
0.0008538548766907296   2.8779751954563168e-18
0.0011606930835123385   3.968459296946184e-18
0.0017044291274531946   5.877120103129968e-18
0.0023169266272030113   7.960631333096338e-18
0.0031495290178850375   1.0782772873354321e-17
0.004078742758969022    1.409319714472178e-17
0.005282104847858702    1.8419956359352124e-17
0.007065173104676724    2.407507599562056e-17
0.009604088212505378    3.2609986005789523e-17
0.014618818720554622    4.7251826935868614e-17
0.021199020238496093    6.066605247569721e-17
0.027453422338387143    6.752387610443265e-17
0.03613222756796251     6.997795396518527e-17
0.04604239376758782     6.632930188159014e-17
0.0605976999471592      5.75029231438641e-17
0.07238509068173254     4.810282058179294e-17
0.08646535029500364     3.8141287482832074e-17
0.1                     2.9707644418960203e-17
0.11379949920612376     2.1932355227333188e-17
0.12742749857031335     1.708276393808712e-17
0.1404004245548316      1.2242077920479196e-17
0.15221454027795805     9.535160499616031e-18
0.16771094401301073     6.438509962119529e-18
0.1818231271270345      4.66928613352228e-18
0.19712279215176962     3.2674709010190007e-18
0.21028438155479393     2.201952654822214e-18
0.22432475028984203     1.460539823706715e-18
0.2393025731180497      1.0039745535755465e-18
0.2552804424252276      6.541482649684376e-19
0.2679601272993273      4.660037077107644e-19
0.2812696074173519      3.14663766236679e-19
0.2905078650510861      2.013948157405872e-19
0.30004955185689086     1.5136214690874204e-19
0.30004955185689086     1.5136214690874204e-19
0.309904633919943       1.0782772873354321e-19
