107245233471034990      4.068038176722554e-28
188748400632612800      7.157933737490088e-28
304488480356513900      1.148791089338649e-27
489799671621988740      1.8681058537231812e-27
842566918358513200      3.192432979896311e-27
1365060075487040000     5.229410219245496e-27
1931090969402541000     7.35928651174269e-27
2839178498829434400     1.0773078552821909e-26
3713177334643851300     1.374792621181268e-26
4560582732640049700     1.6524781699750355e-26
5601379354333837000     1.9603211742658235e-26
7058768923774369000     2.3255127820133278e-26
8559018149448388000     2.652095236717867e-26
10785938160857127000    2.946086019705868e-26
14126380539051045000    3.229941766784122e-26
17574590498181018000    3.404260975061348e-26
22723672636590880000    3.359818428113999e-26
29006288906081590000    3.1050855991264766e-26
37237969758485594000    2.6832554445175803e-26
46327653971934970000    2.2032127812594038e-26
58381370637832045000    1.671893597614292e-26
68993779778241720000    1.3024915184277422e-26
87069034435914480000    8.819947096669866e-27
108322342092732480000   5.6419167363831866e-27
133043202191857450000   3.4694948686286115e-27
161319798752097270000   2.0965081642453175e-27
188210417187262800000   1.341087919255859e-27
225298849578327600000   7.588434543569604e-28
266253070838755620000   4.200833432373001e-28
298890158114385700000   2.617472195790592e-28
339866429973308050000   1.6309051063390251e-28
371848409313046300000   1.0995564708383887e-28
