3.0	0.658	3.09	6.43	-19	0.985	2.63	6.61	-19
4.0	0.348	2.81	9.91	-18	0.378	2.98	9.74	-18
5.0	0.286	2.39	1.24	-16	0.31	2.31	1.34	-16
6.0	0.256	2.27	2.67	-16	0.327	2.11	2.91	-16
7.0	0.258	2.13	3.50	-16	0.308	2.03	3.81	-16
8.0	0.220	2.20	4.03	-16	0.292	1.98	4.48	-16
9.0	0.217	2.13	4.48	-16	0.260	2.02	4.83	-16
10.0	0.192	2.19	4.78	-16	0.233	2.07	5.13	-16
30.0	0.125	2.27	1.64	-15	0.135	2.24	1.75	-15
100.0	0.0507	2.63	4.52	-15	0.0770	2.40	5.48	-15
