103902058433945870      1.3848747169965703e-28
135429618468927140      1.8690004469305854e-28
206945916110957630      2.8437269333532803e-28
316227813968401700      4.32679557929458e-28
488943121512951500      6.572362574653706e-28
757104838066725200      1.0151026135270793e-27
1162029806958119400     1.5652187022872556e-27
1799347102181149400     2.417483176537887e-27
2786202190977327600     3.678255952982421e-27
3778901382276257000     4.817491679714927e-27
5125290513090939000     6.0321226337681375e-27
7318970538589587000     7.281251995045061e-27
10466966364390890000    8.332888584007113e-27
14968961043857648000    8.98142618049228e-27
20302269434376954000    8.98142618049228e-27
27173341124641788000    8.458736979855583e-27
40140284224114960000    7.692650398948471e-27
50951971899625070000    7.030987410665761e-27
68196086052197740000    6.143654819686555e-27
97815817964285440000    5.0727587499298254e-27
132666728534894690000   4.112491048307468e-27
184766783773976040000   3.2843979824308186e-27
257327249742197850000   2.507706755718671e-27
339883245759313300000   1.9436034850650127e-27
467129356367711900000   1.4839820314128298e-27
723327274989841300000   9.753267964716264e-28
981042383840207700000   7.119365534771677e-28
